transaction_id,date,store_branch,customer_type,payment_method,num_items,total_amount,items
10915,2026-05-28 15:04,강남점,VIP,모바일페이,1,5800.0,시리얼
10466,2026-03-03 09:16,잠실점,기존,카드,2,7800.0,"파스타,파스타소스"
10591,2026-04-05 20:31,잠실점,기존,카드,5,41100.0,"소고기,맥주,상추,초콜릿,기저귀"
10765,2026-04-18 10:30,분당점,신규,모바일페이,5,30100.0,"바나나,우유,기저귀,커피,크루아상"
10635,2026-04-28 19:31,분당점,기존,모바일페이,4,27700.0,"파스타,기저귀,파스타소스,맥주"
10838,2026-03-01 13:29,홍대점,기존,카드,7,32900.0,"식빵,우유,상추,삼겹살,버터,파스타소스,마늘"
10290,2026-03-03 14:37,홍대점,기존,카드,10,48100.0,"치즈,식빵,바나나,우유,버터,생수,기저귀,화장지,커피,크루아상"
10040,2026-03-22 09:53,강남점,기존,카드,3,9800.0,"콜라,감자칩,크루아상"
10031,2026-03-12 15:09,홍대점,기존,현금,6,35700.0,"파스타,맥주,감자칩,파스타소스,기저귀,크루아상"
10243,2026-03-13 21:47,잠실점,신규,카드,2,6000.0,"감자칩,식빵"
10429,2026-05-16 18:36,강남점,기존,현금,4,12100.0,"요거트,시리얼,마늘,감자칩"
10137,2026-04-04 10:36,강남점,기존,현금,5,23900.0,"식빵,우유,초콜릿,버터,화장지"
11101,2026-05-06 16:39,홍대점,신규,카드,4,17300.0,"우유,시리얼,세제,마늘"
10865,2026-05-01 21:33,분당점,기존,카드,1,4700.0,라면
10004,2026-03-01 20:32,강남점,기존,카드,7,33200.0,"계란,시리얼,상추,감자칩,삼겹살,콜라,마늘"
10833,2026-03-19 14:06,잠실점,기존,카드,7,38500.0,"닭가슴살,맥주,감자,바나나,감자칩,콜라,기저귀"
10603,2026-05-08 11:59,홍대점,기존,카드,2,9100.0,"커피,크루아상"
11034,2026-05-11 09:11,홍대점,VIP,모바일페이,1,3300.0,초콜릿
10655,2026-05-02 16:29,홍대점,신규,현금,3,12800.0,"파스타,파스타소스,계란"
10844,2026-05-09 12:24,잠실점,신규,카드,1,2300.0,바나나
10784,2026-03-25 20:42,분당점,신규,카드,7,27000.0,"닭가슴살,식빵,바나나,우유,버터,파스타소스,마늘"
11074,2026-03-11 14:23,잠실점,VIP,카드,1,8900.0,세제
10443,2026-04-17 15:08,강남점,기존,카드,3,15400.0,"상추,마늘,삼겹살"
11178,2026-05-27 14:54,분당점,신규,카드,2,7400.0,"파스타,파스타소스"
10436,2026-03-13 14:28,홍대점,기존,카드,7,49100.0,"계란,맥주,세제,기저귀,라면,커피,크루아상"
11169,2026-04-14 12:26,강남점,신규,카드,1,2000.0,콜라
10101,2026-03-05 16:12,강남점,기존,카드,3,13100.0,"파스타,파스타소스,커피"
10773,2026-05-06 12:31,분당점,기존,카드,7,26300.0,"계란,식빵,우유,버터,파스타소스,라면,크루아상"
10495,2026-03-16 15:12,잠실점,신규,모바일페이,2,7400.0,"우유,계란"
11028,2026-03-27 17:49,잠실점,신규,카드,2,7400.0,"파스타,파스타소스"
10807,2026-04-12 19:18,분당점,신규,카드,4,20500.0,"우유,시리얼,버터,식빵"
11142,2026-03-05 17:01,잠실점,기존,현금,3,5400.0,"콜라,감자칩,생수"
10846,2026-04-26 21:35,분당점,VIP,카드,3,16900.0,"상추,마늘,삼겹살"
10987,2026-04-19 16:16,잠실점,신규,모바일페이,8,25500.0,"파스타,식빵,우유,감자칩,버터,파스타소스,콜라,크루아상"
10228,2026-04-16 20:27,홍대점,VIP,카드,6,23800.0,"감자칩,사과,콜라,파스타소스,커피,크루아상"
11193,2026-04-01 12:17,홍대점,기존,현금,3,21800.0,"요거트,기저귀,양파"
10672,2026-03-16 16:53,분당점,신규,카드,2,6600.0,"치즈,요거트"
10859,2026-04-27 12:12,강남점,기존,카드,8,53000.0,"파스타,맥주,상추,삼겹살,마늘,기저귀,커피,크루아상"
10925,2026-04-28 10:16,분당점,기존,카드,2,22400.0,"기저귀,맥주"
10067,2026-05-05 08:39,강남점,VIP,카드,1,2400.0,마늘
10068,2026-05-16 10:15,홍대점,VIP,카드,2,3600.0,"콜라,감자칩"
10817,2026-05-08 12:38,강남점,신규,카드,5,29600.0,"계란,우유,파스타소스,세제,라면"
10212,2026-03-11 14:21,홍대점,기존,카드,2,8800.0,"우유,시리얼"
10013,2026-04-20 20:07,분당점,기존,카드,1,8800.0,닭가슴살
10494,2026-03-24 09:59,홍대점,VIP,모바일페이,9,53300.0,"파스타,식빵,우유,버터,콜라,기저귀,화장지,커피,크루아상"
11165,2026-05-14 08:15,분당점,기존,카드,2,8800.0,"파스타소스,식빵"
10300,2026-04-25 15:30,홍대점,기존,카드,4,21100.0,"파스타,파스타소스,화장지,버터"
10411,2026-05-18 14:48,홍대점,기존,모바일페이,4,27600.0,"우유,시리얼,소고기,파스타소스"
10757,2026-03-24 16:09,강남점,기존,모바일페이,3,21700.0,"기저귀,맥주,감자"
11075,2026-04-15 20:05,홍대점,신규,카드,3,11600.0,"상추,맥주,식빵"
10696,2026-03-28 18:14,강남점,VIP,카드,1,2200.0,바나나
11151,2026-03-02 09:34,홍대점,기존,현금,6,30500.0,"닭가슴살,시리얼,상추,삼겹살,마늘,양파"
10724,2026-04-20 15:13,홍대점,VIP,카드,5,43400.0,"맥주,삼겹살,기저귀,커피,크루아상"
11016,2026-04-17 19:48,강남점,기존,모바일페이,1,3000.0,상추
10528,2026-04-15 13:06,잠실점,VIP,카드,8,45600.0,"계란,시리얼,상추,삼겹살,초콜릿,버터,마늘,화장지"
10600,2026-05-22 10:00,잠실점,신규,카드,4,16900.0,"우유,시리얼,콜라,닭가슴살"
11120,2026-04-24 16:09,잠실점,신규,현금,1,7000.0,커피
10567,2026-04-07 15:24,잠실점,VIP,카드,5,18200.0,"치즈,감자,감자칩,콜라,라면"
10731,2026-04-05 20:30,강남점,기존,카드,5,36900.0,"맥주,요거트,사과,세제,기저귀"
10274,2026-03-12 11:46,분당점,신규,모바일페이,1,2000.0,콜라
10967,2026-04-15 12:03,강남점,기존,모바일페이,4,28200.0,"소고기,커피,감자칩,크루아상"
10238,2026-03-25 14:42,강남점,기존,카드,2,7700.0,"맥주,생수"
10406,2026-05-21 08:17,잠실점,VIP,카드,3,36200.0,"시리얼,소고기,삼겹살"
10003,2026-04-19 10:27,분당점,기존,모바일페이,5,25900.0,"계란,상추,삼겹살,마늘,라면"
10007,2026-03-15 11:34,강남점,신규,카드,6,28500.0,"식빵,우유,상추,삼겹살,버터,마늘"
10312,2026-05-05 20:50,잠실점,기존,현금,1,10700.0,삼겹살
11091,2026-04-19 21:37,분당점,기존,카드,5,23200.0,"맥주,감자칩,콜라,생수,기저귀"
10452,2026-05-13 14:56,홍대점,VIP,카드,9,34100.0,"식빵,감자,우유,상추,감자칩,삼겹살,버터,콜라,마늘"
10722,2026-04-07 14:32,분당점,기존,모바일페이,2,15900.0,"기저귀,상추"
10216,2026-05-12 10:21,잠실점,기존,카드,4,28500.0,"기저귀,맥주,식빵,사과"
11086,2026-03-20 16:49,분당점,기존,카드,6,21900.0,"파스타,우유,시리얼,초콜릿,파스타소스,라면"
10028,2026-03-27 20:34,강남점,신규,카드,3,11000.0,"우유,버터,식빵"
11158,2026-05-22 11:21,강남점,기존,모바일페이,4,15700.0,"우유,버터,파스타,식빵"
10362,2026-03-14 13:25,홍대점,기존,카드,3,11000.0,"라면,계란,생수"
10823,2026-03-02 18:26,잠실점,기존,카드,2,7100.0,"우유,요거트"
10781,2026-05-02 10:39,홍대점,신규,현금,4,14800.0,"우유,버터,식빵,양파"
10629,2026-05-26 09:04,분당점,기존,카드,7,48500.0,"계란,맥주,시리얼,파스타소스,기저귀,커피,크루아상"
10454,2026-05-23 20:24,분당점,기존,카드,1,2100.0,초콜릿
10739,2026-03-23 08:04,잠실점,신규,모바일페이,4,15700.0,"우유,시리얼,라면,계란"
10536,2026-04-18 11:35,강남점,기존,카드,6,24600.0,"파스타,식빵,우유,버터,파스타소스,크루아상"
11050,2026-03-25 18:25,강남점,기존,카드,4,27800.0,"기저귀,계란,맥주,커피"
10399,2026-04-30 14:03,홍대점,기존,현금,8,31000.0,"파스타,식빵,우유,감자칩,사과,버터,파스타소스,라면"
10257,2026-03-01 11:13,잠실점,신규,모바일페이,8,44900.0,"계란,맥주,요거트,상추,삼겹살,마늘,기저귀,라면"
10292,2026-04-08 14:34,분당점,기존,카드,9,32000.0,"파스타,계란,식빵,감자칩,사과,버터,파스타소스,콜라,라면"
10026,2026-05-28 19:35,강남점,기존,모바일페이,2,15700.0,"우유,삼겹살"
10337,2026-04-29 12:05,강남점,신규,카드,4,26000.0,"요거트,삼겹살,시리얼,감자"
10585,2026-03-25 20:50,강남점,기존,모바일페이,3,22400.0,"우유,기저귀,맥주"
10048,2026-04-30 14:22,강남점,VIP,모바일페이,3,28500.0,"세제,기저귀,초콜릿"
10319,2026-05-14 10:57,분당점,기존,카드,4,25800.0,"기저귀,맥주,감자칩,콜라"
10107,2026-05-22 11:41,홍대점,신규,카드,6,35400.0,"파스타,계란,맥주,파스타소스,기저귀,라면"
10799,2026-04-01 13:13,홍대점,신규,모바일페이,10,58400.0,"파스타,맥주,우유,시리얼,상추,파스타소스,콜라,세제,기저귀,라면"
10056,2026-03-30 12:40,홍대점,기존,카드,3,6900.0,"요거트,콜라,감자칩"
10523,2026-03-31 09:24,분당점,VIP,카드,2,20100.0,"기저귀,파스타소스"
10214,2026-04-04 11:30,분당점,기존,카드,2,9000.0,"우유,시리얼"
10121,2026-05-25 20:09,홍대점,기존,카드,4,29000.0,"기저귀,맥주,크루아상,초콜릿"
10918,2026-03-31 16:23,잠실점,신규,카드,5,21700.0,"감자칩,버터,콜라,마늘,화장지"
11068,2026-04-10 17:31,잠실점,기존,현금,3,9900.0,"우유,시리얼,초콜릿"
11118,2026-05-16 13:49,잠실점,기존,현금,9,39300.0,"계란,식빵,바나나,우유,상추,삼겹살,버터,마늘,라면"
10073,2026-05-10 12:31,잠실점,신규,카드,5,28900.0,"맥주,상추,삼겹살,마늘,화장지"
10948,2026-03-13 12:44,강남점,신규,현금,5,18100.0,"계란,식빵,우유,버터,콜라"
10747,2026-04-13 20:09,분당점,신규,카드,4,21600.0,"시리얼,상추,마늘,삼겹살"
10716,2026-04-11 12:06,잠실점,기존,카드,5,28100.0,"계란,상추,삼겹살,마늘,라면"
10558,2026-03-30 11:17,홍대점,기존,모바일페이,2,17600.0,"삼겹살,크루아상"
11082,2026-04-24 08:41,홍대점,기존,카드,5,28900.0,"치즈,닭가슴살,식빵,바나나,삼겹살"
11046,2026-04-14 16:37,잠실점,기존,모바일페이,1,2800.0,감자
10553,2026-04-01 17:55,강남점,신규,카드,4,13000.0,"콜라,커피,감자칩,식빵"
10562,2026-03-13 21:20,잠실점,신규,모바일페이,3,15800.0,"콜라,감자칩,삼겹살"
10425,2026-04-28 12:24,분당점,기존,카드,6,40500.0,"닭가슴살,계란,맥주,감자칩,기저귀,라면"
11014,2026-04-28 09:40,분당점,신규,카드,3,11800.0,"우유,파스타,파스타소스"
10326,2026-04-14 19:33,분당점,신규,모바일페이,2,3200.0,"콜라,감자칩"
10924,2026-03-04 14:07,강남점,기존,카드,3,16400.0,"콜라,감자칩,삼겹살"
10317,2026-03-19 19:17,잠실점,기존,현금,5,17700.0,"파스타,감자칩,파스타소스,콜라,크루아상"
10804,2026-03-04 16:38,잠실점,기존,카드,1,1600.0,감자칩
11163,2026-05-08 13:50,분당점,VIP,카드,5,19900.0,"파스타,계란,식빵,우유,버터"
10529,2026-04-29 09:04,잠실점,기존,현금,3,13500.0,"우유,시리얼,크루아상"
10837,2026-03-29 15:12,강남점,신규,카드,1,8800.0,화장지
10715,2026-03-30 18:22,분당점,기존,카드,4,16600.0,"우유,시리얼,라면,치즈"
10901,2026-05-16 10:07,강남점,기존,카드,4,20300.0,"상추,마늘,삼겹살,초콜릿"
10061,2026-04-18 21:32,잠실점,VIP,카드,8,32300.0,"치즈,파스타,감자,감자칩,파스타소스,콜라,커피,크루아상"
10723,2026-03-17 17:27,잠실점,신규,카드,3,8900.0,"버터,콜라,초콜릿"
10093,2026-04-10 11:12,분당점,VIP,현금,5,29800.0,"닭가슴살,식빵,우유,삼겹살,버터"
10858,2026-04-16 21:14,강남점,기존,현금,4,12400.0,"우유,버터,식빵,양파"
10619,2026-04-16 15:09,잠실점,신규,카드,1,4500.0,시리얼
10352,2026-03-31 20:53,분당점,기존,모바일페이,3,12400.0,"우유,파스타,파스타소스"
10933,2026-04-25 21:27,분당점,VIP,카드,2,10100.0,"커피,크루아상"
10281,2026-03-22 10:21,강남점,신규,모바일페이,6,41100.0,"맥주,우유,시리얼,기저귀,커피,크루아상"
10421,2026-03-24 20:07,분당점,기존,모바일페이,1,2300.0,감자칩
11115,2026-05-28 10:50,잠실점,신규,현금,1,5500.0,계란
10360,2026-05-16 11:36,홍대점,신규,현금,7,30200.0,"파스타,상추,파스타소스,생수,기저귀,양파,크루아상"
10423,2026-05-07 20:24,분당점,기존,카드,1,14300.0,삼겹살
10679,2026-04-20 09:03,홍대점,기존,카드,3,24100.0,"시리얼,기저귀,바나나"
10527,2026-03-08 17:28,홍대점,기존,카드,11,57100.0,"계란,맥주,우유,시리얼,감자칩,사과,콜라,기저귀,라면,커피,크루아상"
10478,2026-05-11 18:45,강남점,기존,카드,2,8500.0,"버터,크루아상"
11095,2026-03-05 15:46,분당점,기존,모바일페이,7,27400.0,"파스타,식빵,우유,감자칩,버터,콜라,화장지"
10183,2026-04-11 17:40,분당점,기존,모바일페이,3,12500.0,"파스타,파스타소스,계란"
11092,2026-04-21 13:14,홍대점,기존,모바일페이,3,11400.0,"커피,감자칩,크루아상"
10433,2026-03-14 16:40,분당점,기존,카드,1,5500.0,계란
10111,2026-04-21 18:19,홍대점,기존,모바일페이,4,12500.0,"우유,시리얼,콜라,감자칩"
10371,2026-03-13 15:40,분당점,기존,현금,4,15800.0,"파스타,파스타소스,라면,계란"
10240,2026-05-12 15:55,분당점,기존,카드,1,2200.0,우유
10709,2026-03-07 11:19,잠실점,기존,카드,1,3300.0,파스타소스
10630,2026-05-15 08:47,강남점,기존,현금,7,34300.0,"파스타,식빵,우유,시리얼,삼겹살,버터,파스타소스"
10594,2026-04-23 21:17,강남점,기존,카드,2,4500.0,"상추,양파"
10486,2026-03-28 08:06,홍대점,신규,현금,4,10500.0,"치즈,감자칩,파스타소스,양파"
10701,2026-04-27 21:18,홍대점,신규,현금,5,25000.0,"식빵,우유,삼겹살,버터,양파"
10262,2026-04-03 13:26,강남점,VIP,카드,3,11900.0,"우유,시리얼,사과"
10480,2026-03-10 15:55,분당점,신규,현금,9,43900.0,"맥주,우유,시리얼,감자칩,콜라,생수,기저귀,커피,크루아상"
10650,2026-03-11 19:49,분당점,VIP,카드,4,27500.0,"우유,시리얼,기저귀,치즈"
10340,2026-05-29 17:15,홍대점,신규,카드,1,4900.0,파스타소스
10669,2026-04-15 17:41,분당점,기존,모바일페이,5,30800.0,"계란,맥주,파스타소스,기저귀,양파"
10552,2026-05-06 19:49,분당점,신규,모바일페이,2,23600.0,"기저귀,맥주"
10459,2026-03-26 08:49,강남점,신규,카드,6,41800.0,"계란,상추,삼겹살,마늘,기저귀,커피"
10184,2026-03-14 21:10,분당점,기존,카드,5,30100.0,"소고기,바나나,요거트,마늘,라면"
10138,2026-04-02 17:05,홍대점,신규,모바일페이,4,28800.0,"우유,시리얼,화장지,삼겹살"
11161,2026-03-17 14:05,잠실점,신규,모바일페이,3,30100.0,"소고기,계란,커피"
10707,2026-03-05 10:11,잠실점,기존,카드,7,31700.0,"파스타,식빵,우유,시리얼,버터,파스타소스,커피"
10582,2026-03-23 11:04,분당점,기존,모바일페이,1,3200.0,크루아상
10081,2026-03-12 10:08,잠실점,신규,카드,9,65000.0,"파스타,소고기,맥주,식빵,감자칩,파스타소스,콜라,기저귀,화장지"
10769,2026-03-07 14:36,분당점,VIP,카드,1,2800.0,파스타소스
10870,2026-04-30 15:19,잠실점,신규,카드,3,26700.0,"소고기,라면,계란"
10762,2026-04-18 20:53,홍대점,신규,모바일페이,8,33400.0,"파스타,식빵,우유,감자칩,버터,파스타소스,콜라,커피"
10030,2026-03-28 13:24,강남점,신규,모바일페이,3,24400.0,"닭가슴살,마늘,삼겹살"
10542,2026-05-17 17:15,분당점,기존,현금,4,17600.0,"우유,시리얼,라면,계란"
10166,2026-03-21 16:11,홍대점,기존,모바일페이,1,2800.0,요거트
10249,2026-05-13 10:30,강남점,기존,카드,4,13300.0,"우유,시리얼,콜라,바나나"
10308,2026-03-10 09:08,홍대점,기존,카드,9,49400.0,"맥주,우유,시리얼,감자칩,콜라,파스타소스,기저귀,커피,크루아상"
10448,2026-03-29 13:17,홍대점,기존,모바일페이,1,4700.0,치즈
10347,2026-04-16 15:37,분당점,기존,모바일페이,3,22200.0,"기저귀,맥주,식빵"
10335,2026-05-24 14:41,강남점,VIP,카드,2,12000.0,"시리얼,화장지"
10286,2026-03-21 20:36,분당점,기존,카드,3,12100.0,"파스타소스,감자,초콜릿"
10950,2026-04-06 13:14,잠실점,VIP,모바일페이,7,52800.0,"소고기,계란,맥주,상추,버터,기저귀,라면"
10098,2026-04-19 12:16,잠실점,신규,현금,2,7400.0,"치즈,파스타"
10468,2026-05-11 18:44,분당점,VIP,현금,1,3800.0,초콜릿
11037,2026-03-05 08:55,분당점,기존,현금,6,38300.0,"파스타,맥주,감자,시리얼,파스타소스,기저귀"
10913,2026-05-19 20:56,잠실점,신규,카드,4,13600.0,"우유,버터,식빵,감자"
10756,2026-04-19 12:53,홍대점,신규,카드,8,26700.0,"파스타,맥주,식빵,감자칩,파스타소스,콜라,양파,크루아상"
10945,2026-04-27 09:47,홍대점,VIP,카드,4,16600.0,"우유,파스타소스,커피,크루아상"
10614,2026-04-28 19:33,홍대점,신규,모바일페이,3,26100.0,"기저귀,맥주,감자칩"
10802,2026-04-05 21:09,분당점,신규,현금,2,9900.0,"닭가슴살,식빵"
10758,2026-04-01 20:29,강남점,기존,모바일페이,5,30200.0,"파스타,맥주,상추,파스타소스,기저귀"
10689,2026-04-14 10:56,잠실점,신규,카드,3,15000.0,"시리얼,상추,화장지"
10066,2026-03-10 10:27,잠실점,신규,현금,4,14400.0,"파스타,파스타소스,버터,양파"
10794,2026-05-16 21:05,분당점,VIP,카드,2,8900.0,"우유,시리얼"
10744,2026-05-06 13:39,분당점,기존,카드,1,4600.0,크루아상
10568,2026-04-14 17:09,분당점,기존,카드,1,3300.0,요거트
11084,2026-04-25 11:24,잠실점,VIP,현금,5,20200.0,"계란,식빵,우유,감자칩,버터"
11099,2026-05-15 19:16,홍대점,기존,모바일페이,3,12900.0,"파스타,파스타소스,감자"
10303,2026-05-08 15:03,분당점,VIP,현금,3,16900.0,"상추,마늘,삼겹살"
10255,2026-05-27 18:02,분당점,신규,카드,4,18300.0,"파스타,파스타소스,커피,크루아상"
10959,2026-03-12 13:18,분당점,기존,카드,6,24800.0,"우유,시리얼,감자칩,콜라,화장지,커피"
11024,2026-03-29 15:12,분당점,기존,모바일페이,4,45000.0,"기저귀,맥주,사과,소고기"
10313,2026-04-23 12:21,잠실점,기존,카드,3,22100.0,"콜라,감자칩,소고기"
10530,2026-04-12 19:38,잠실점,신규,카드,2,8300.0,"우유,시리얼"
10222,2026-04-22 16:19,강남점,기존,카드,4,13500.0,"콜라,커피,감자칩,크루아상"
10389,2026-04-14 11:15,강남점,기존,모바일페이,2,6200.0,"콜라,감자칩"
10236,2026-05-27 17:44,강남점,기존,카드,5,44400.0,"닭가슴살,삼겹살,마늘,기저귀,커피"
10810,2026-03-08 18:05,잠실점,신규,현금,4,20500.0,"라면,커피,계란,크루아상"
10483,2026-04-23 09:50,홍대점,신규,카드,5,23500.0,"계란,요거트,시리얼,버터,라면"
10713,2026-05-22 20:03,홍대점,VIP,현금,1,4900.0,파스타소스
10306,2026-05-29 21:37,분당점,기존,모바일페이,3,31400.0,"세제,기저귀,맥주"
11111,2026-05-18 17:34,강남점,신규,모바일페이,2,14300.0,"세제,파스타"
11090,2026-04-25 12:20,분당점,기존,카드,4,17100.0,"우유,시리얼,계란,사과"
10772,2026-05-10 15:46,홍대점,신규,모바일페이,3,12700.0,"우유,버터,식빵"
10917,2026-03-30 20:43,잠실점,신규,모바일페이,2,5600.0,"요거트,감자"
11139,2026-03-15 10:46,강남점,기존,현금,3,22500.0,"기저귀,맥주,마늘"
10250,2026-03-14 21:49,잠실점,기존,현금,8,36900.0,"파스타,계란,파스타소스,생수,세제,라면,커피,크루아상"
10760,2026-04-14 11:00,분당점,신규,카드,1,1500.0,우유
10595,2026-05-13 19:12,분당점,기존,모바일페이,11,55300.0,"파스타,계란,우유,시리얼,상추,감자칩,삼겹살,버터,파스타소스,마늘,화장지"
10072,2026-03-30 16:02,강남점,기존,카드,9,45100.0,"파스타,식빵,감자,우유,상추,삼겹살,버터,파스타소스,마늘"
10095,2026-03-02 09:06,잠실점,신규,모바일페이,1,1900.0,콜라
10546,2026-04-21 08:49,홍대점,VIP,모바일페이,3,17300.0,"상추,마늘,삼겹살"
10034,2026-05-11 19:51,강남점,기존,모바일페이,5,15800.0,"계란,감자,초콜릿,버터,마늘"
10862,2026-03-16 15:43,분당점,신규,모바일페이,5,20800.0,"계란,감자,우유,시리얼,라면"
10579,2026-04-02 18:21,잠실점,기존,카드,6,21900.0,"파스타,바나나,우유,시리얼,상추,사과"
10449,2026-03-18 09:49,분당점,신규,카드,2,3700.0,"콜라,감자칩"
10446,2026-05-10 11:10,홍대점,기존,카드,2,10000.0,"화장지,크루아상"
10260,2026-03-05 10:53,홍대점,신규,카드,1,5400.0,맥주
10205,2026-05-21 21:09,잠실점,신규,모바일페이,5,44800.0,"소고기,식빵,우유,버터,기저귀"
10573,2026-04-13 09:29,분당점,기존,카드,2,7300.0,"우유,사과"
10824,2026-05-05 16:50,강남점,VIP,카드,3,27800.0,"세제,삼겹살,사과"
10586,2026-04-22 08:46,강남점,기존,모바일페이,2,5500.0,"콜라,감자"
10366,2026-03-22 09:31,분당점,기존,모바일페이,3,11700.0,"요거트,버터,감자"
10812,2026-03-26 12:55,홍대점,VIP,현금,1,8400.0,화장지
10078,2026-05-11 10:43,강남점,신규,모바일페이,3,14600.0,"상추,마늘,삼겹살"
10085,2026-03-06 10:06,잠실점,기존,모바일페이,6,35000.0,"맥주,감자칩,버터,콜라,기저귀,크루아상"
10539,2026-04-08 10:09,분당점,기존,현금,4,25700.0,"세제,화장지,커피,크루아상"
10083,2026-04-28 08:13,홍대점,기존,모바일페이,6,34100.0,"맥주,우유,시리얼,감자칩,기저귀,커피"
10458,2026-04-28 15:47,홍대점,VIP,모바일페이,3,13600.0,"커피,감자칩,크루아상"
11138,2026-05-07 20:16,홍대점,기존,카드,5,20500.0,"식빵,우유,버터,화장지,양파"
10615,2026-05-27 17:06,강남점,VIP,카드,5,16900.0,"파스타,우유,시리얼,감자칩,콜라"
11186,2026-04-28 09:51,강남점,신규,카드,5,26100.0,"계란,상추,삼겹살,마늘,라면"
11076,2026-05-15 09:36,분당점,기존,모바일페이,6,32400.0,"닭가슴살,우유,시리얼,상추,삼겹살,마늘"
10737,2026-05-12 10:48,잠실점,신규,모바일페이,5,17600.0,"치즈,파스타,감자칩,파스타소스,콜라"
10437,2026-04-07 21:26,분당점,VIP,모바일페이,9,36200.0,"식빵,우유,요거트,상추,삼겹살,초콜릿,버터,마늘,커피"
10555,2026-04-26 21:37,잠실점,VIP,카드,7,37600.0,"치즈,식빵,우유,시리얼,삼겹살,초콜릿,파스타소스"
11080,2026-04-20 17:09,홍대점,신규,카드,6,16800.0,"식빵,바나나,우유,감자칩,버터,콜라"
11062,2026-05-25 16:05,분당점,기존,모바일페이,3,18000.0,"상추,마늘,삼겹살"
10351,2026-04-10 14:33,잠실점,기존,현금,2,8800.0,"우유,시리얼"
10197,2026-03-15 18:03,강남점,VIP,카드,3,9200.0,"버터,콜라,감자칩"
10465,2026-03-29 10:55,홍대점,기존,카드,6,35900.0,"계란,식빵,우유,버터,기저귀,화장지"
10589,2026-04-15 14:30,강남점,신규,모바일페이,8,38800.0,"닭가슴살,상추,감자칩,삼겹살,파스타소스,마늘,세제,양파"
10006,2026-05-05 09:44,홍대점,VIP,현금,4,26700.0,"치즈,파스타,기저귀,맥주"
10311,2026-03-13 21:39,잠실점,VIP,카드,4,14900.0,"우유,파스타,파스타소스,초콜릿"
10662,2026-03-05 21:12,홍대점,기존,모바일페이,1,3700.0,계란
10405,2026-05-04 11:19,강남점,기존,모바일페이,3,15800.0,"상추,마늘,삼겹살"
11196,2026-04-08 15:39,잠실점,기존,카드,3,28600.0,"기저귀,화장지,맥주"
11044,2026-05-22 14:14,분당점,기존,카드,7,37000.0,"계란,상추,삼겹살,마늘,라면,커피,크루아상"
11058,2026-03-06 17:16,잠실점,기존,모바일페이,1,3700.0,우유
10105,2026-03-09 08:01,강남점,기존,카드,2,5700.0,"파스타,콜라"
10537,2026-03-18 19:06,잠실점,신규,모바일페이,1,6100.0,버터
10606,2026-04-15 13:12,강남점,VIP,모바일페이,1,1900.0,양파
10063,2026-05-12 19:34,강남점,기존,모바일페이,3,6800.0,"콜라,감자칩,초콜릿"
10282,2026-03-21 09:43,홍대점,신규,모바일페이,4,13100.0,"시리얼,마늘,초콜릿,바나나"
11056,2026-03-29 13:35,강남점,기존,모바일페이,3,12000.0,"요거트,계란,양파"
10239,2026-03-15 08:47,강남점,기존,모바일페이,1,1200.0,콜라
10224,2026-05-28 20:02,잠실점,신규,카드,2,9200.0,"파스타,시리얼"
10146,2026-03-07 10:27,강남점,신규,모바일페이,6,24700.0,"우유,시리얼,감자칩,사과,콜라,커피"
11119,2026-05-29 08:15,강남점,VIP,카드,3,11500.0,"커피,식빵,크루아상"
10374,2026-03-19 12:49,강남점,기존,카드,6,23300.0,"파스타,감자칩,파스타소스,마늘,라면,커피"
10119,2026-05-19 13:15,강남점,신규,카드,4,16300.0,"상추,마늘,삼겹살,바나나"
10803,2026-04-20 12:04,강남점,VIP,현금,5,24000.0,"식빵,감자,우유,버터,세제"
10251,2026-04-28 08:16,잠실점,기존,모바일페이,2,3600.0,"감자칩,생수"
11157,2026-05-11 17:36,분당점,기존,현금,6,25700.0,"감자,우유,시리얼,상추,삼겹살,마늘"
10010,2026-03-13 13:39,분당점,기존,모바일페이,2,8800.0,"파스타,파스타소스"
10450,2026-03-20 11:05,홍대점,기존,카드,5,32800.0,"맥주,식빵,우유,버터,기저귀"
10874,2026-03-16 14:54,홍대점,기존,모바일페이,3,20000.0,"우유,시리얼,세제"
10390,2026-04-19 17:08,분당점,신규,카드,6,26000.0,"파스타,식빵,우유,사과,버터,파스타소스"
10966,2026-04-23 21:54,강남점,신규,현금,1,10400.0,세제
10461,2026-05-20 11:31,분당점,기존,현금,9,57400.0,"소고기,맥주,우유,시리얼,상추,삼겹살,마늘,기저귀,양파"
11147,2026-03-13 14:47,홍대점,신규,카드,6,28700.0,"감자,우유,시리얼,감자칩,삼겹살,콜라"
10145,2026-05-21 13:40,잠실점,신규,모바일페이,3,11700.0,"우유,버터,식빵"
10502,2026-05-04 10:08,강남점,기존,모바일페이,2,17300.0,"요거트,기저귀"
11108,2026-03-02 21:28,강남점,신규,모바일페이,1,3900.0,요거트
10540,2026-05-12 21:31,강남점,신규,카드,1,5100.0,파스타소스
10178,2026-03-09 21:58,분당점,기존,카드,7,27100.0,"파스타,계란,식빵,우유,요거트,파스타소스,라면"
11159,2026-05-24 18:50,잠실점,기존,카드,2,9200.0,"커피,크루아상"
11051,2026-04-11 17:49,잠실점,신규,카드,5,25400.0,"파스타,식빵,삼겹살,파스타소스,마늘"
10584,2026-05-05 10:18,잠실점,기존,현금,1,6100.0,커피
