applicant_id,age,annual_income,employment_years,credit_score,home_ownership,loan_purpose,loan_amount,loan_term_months,interest_rate,debt_to_income_ratio,loan_to_income_ratio,num_credit_lines,previous_defaults,is_default
200029,44,32750000.0,3.1,790.0,MORTGAGE,교육,18440000.0,24,7.16,0.356,0.563,4,0,0
200566,25,71260000.0,3.6,549.0,RENT,기타,16850000.0,12,14.84,0.392,0.236,6,0,0
200529,62,31270000.0,8.1,667.0,MORTGAGE,부채통합,11030000.0,24,10.57,0.345,0.353,6,0,0
200459,54,40250000.0,0.0,639.0,RENT,교육,6830000.0,24,12.2,0.112,0.17,9,0,0
200769,46,45270000.0,10.6,627.0,RENT,사업자금,9140000.0,24,12.3,0.2,0.202,3,0,0
200190,37,41990000.0,5.5,665.0,RENT,의료비,10480000.0,48,10.82,0.353,0.25,6,0,0
200109,50,26440000.0,7.6,736.0,MORTGAGE,사업자금,19400000.0,24,8.7,0.575,0.734,6,0,0
201137,29,33390000.0,3.0,666.0,OWN,자동차구입,15070000.0,24,12.08,0.388,0.451,3,0,0
200795,59,106610000.0,11.6,571.0,MORTGAGE,자동차구입,5800000.0,48,14.33,0.181,0.054,5,0,0
200267,28,31040000.0,2.0,,RENT,부채통합,10910000.0,36,13.92,0.181,0.351,9,3,0
201109,39,150330000.0,4.1,746.0,MORTGAGE,교육,28460000.0,12,10.98,0.43,0.189,3,1,0
200023,38,40450000.0,0.7,686.0,MORTGAGE,의료비,3270000.0,60,13.35,0.202,0.081,6,0,0
200361,66,28550000.0,7.3,660.0,RENT,자동차구입,27950000.0,48,13.21,0.755,0.979,4,0,0
200561,62,47010000.0,,612.0,MORTGAGE,자동차구입,10510000.0,48,13.48,0.239,0.224,2,0,0
201081,58,39720000.0,17.9,652.0,RENT,부채통합,3510000.0,12,12.16,0.29,0.088,1,0,0
200507,56,54300000.0,16.3,576.0,OWN,주택개선,11800000.0,36,12.35,0.199,0.217,10,0,1
200478,49,46290000.0,11.2,641.0,OWN,부채통합,15730000.0,24,11.51,0.356,0.34,5,0,0
200094,26,49240000.0,8.3,642.0,RENT,자동차구입,16380000.0,48,11.59,0.318,0.333,5,1,0
200225,69,33070000.0,0.0,740.0,OWN,부채통합,10910000.0,12,10.83,0.295,0.33,3,0,0
201111,67,30900000.0,6.7,524.0,RENT,주택개선,8710000.0,12,16.19,0.278,0.282,6,3,1
200524,58,32770000.0,12.7,648.0,MORTGAGE,주택개선,14230000.0,48,11.51,,0.434,4,0,0
200717,67,34980000.0,8.6,626.0,MORTGAGE,부채통합,4500000.0,36,13.46,0.116,0.129,3,0,0
201042,40,17060000.0,1.2,547.0,MORTGAGE,의료비,9430000.0,36,15.37,0.38,0.553,3,0,1
201038,33,57680000.0,0.0,558.0,MORTGAGE,주택개선,12610000.0,48,14.69,0.427,0.219,1,0,0
200764,37,45660000.0,7.1,751.0,MORTGAGE,기타,15260000.0,24,10.44,0.351,0.334,8,0,0
200594,67,31880000.0,18.7,609.0,RENT,주택개선,7490000.0,60,13.55,0.281,0.235,3,0,0
201059,63,83650000.0,2.7,589.0,RENT,교육,3190000.0,36,13.88,0.02,0.038,7,0,0
200725,59,76660000.0,14.6,648.0,RENT,부채통합,3950000.0,24,10.5,0.159,0.052,4,0,0
200506,32,48200000.0,9.4,659.0,MORTGAGE,기타,17130000.0,12,12.2,0.271,0.355,4,2,0
200179,32,50720000.0,3.9,637.0,OWN,부채통합,15330000.0,12,12.98,0.394,0.302,5,0,0
200935,26,85510000.0,10.7,635.0,RENT,교육,64370000.0,36,11.83,0.579,0.753,7,0,0
200071,64,35140000.0,,631.0,RENT,자동차구입,227970000.0,36,14.14,0.155,0.128,5,0,0
200899,42,34220000.0,7.5,525.0,MORTGAGE,기타,8470000.0,60,14.46,0.385,0.248,8,1,0
200896,55,70660000.0,1.8,566.0,RENT,사업자금,9670000.0,36,16.49,0.244,0.137,6,0,1
200931,60,51140000.0,2.5,684.0,MORTGAGE,주택개선,37120000.0,36,12.55,0.463,0.726,6,0,0
200617,44,55420000.0,8.1,722.0,OWN,부채통합,7690000.0,36,9.27,0.165,0.139,5,1,0
200129,48,52920000.0,10.5,539.0,RENT,사업자금,9570000.0,60,14.68,0.345,0.181,8,0,0
200344,52,103710000.0,7.5,706.0,OWN,기타,15170000.0,24,12.39,0.302,0.146,3,0,0
200816,60,,5.6,625.0,OWN,교육,15710000.0,36,16.3,0.15,0.14,4,0,0
200049,43,64440000.0,8.9,529.0,OWN,기타,10370000.0,36,16.13,0.265,0.161,4,0,0
200408,31,50010000.0,6.6,778.0,RENT,사업자금,25210000.0,48,9.24,0.457,0.504,3,0,0
200446,49,100840000.0,5.1,629.0,MORTGAGE,자동차구입,13080000.0,12,12.66,0.334,0.13,9,0,0
200088,62,61050000.0,12.5,599.0,RENT,주택개선,4140000.0,60,16.04,0.279,0.068,2,0,0
200416,68,45810000.0,8.9,711.0,OWN,자동차구입,2900000.0,12,10.29,0.152,0.063,8,1,0
200898,48,53150000.0,5.9,671.0,OWN,기타,10460000.0,48,13.75,0.262,0.197,7,0,0
201084,53,74730000.0,4.2,652.0,RENT,부채통합,9170000.0,36,12.87,,0.123,6,0,0
200522,25,41900000.0,8.4,662.0,RENT,교육,24680000.0,36,9.8,0.487,0.589,3,0,0
200473,45,21660000.0,8.0,671.0,MORTGAGE,의료비,6040000.0,24,12.07,0.42,0.279,1,0,0
200131,39,46320000.0,1.8,639.0,RENT,주택개선,7160000.0,48,11.37,0.211,0.155,1,0,0
200928,38,62080000.0,6.8,706.0,RENT,기타,11810000.0,48,12.37,0.292,0.19,7,0,0
200271,32,45080000.0,1.3,850.0,OWN,사업자금,4560000.0,12,4.17,0.02,0.101,5,0,0
200839,42,42650000.0,6.1,549.0,RENT,교육,11710000.0,36,17.33,0.118,0.275,3,0,1
200752,68,34470000.0,4.0,573.0,RENT,주택개선,18370000.0,24,12.78,0.452,0.533,2,0,0
200906,61,27310000.0,18.7,,MORTGAGE,교육,5760000.0,48,13.25,0.289,0.211,1,0,0
200544,30,76570000.0,5.9,620.0,RENT,부채통합,2410000.0,24,14.11,0.24,0.031,2,0,0
200650,66,41560000.0,9.0,703.0,RENT,교육,14390000.0,24,12.51,0.189,0.346,1,0,0
200698,33,36630000.0,8.2,758.0,RENT,주택개선,32150000.0,24,8.82,0.662,0.878,5,0,0
200156,65,39150000.0,3.3,525.0,RENT,부채통합,20670000.0,60,16.47,0.492,0.528,3,0,1
201129,23,18230000.0,4.9,698.0,RENT,기타,2150000.0,48,10.72,0.18,0.118,6,3,1
200390,29,71840000.0,8.1,609.0,OWN,부채통합,8370000.0,36,12.82,0.298,0.117,4,0,0
200860,47,50210000.0,2.5,739.0,MORTGAGE,주택개선,13650000.0,12,9.84,0.38,0.272,6,0,0
201050,47,47410000.0,5.0,766.0,OWN,자동차구입,5960000.0,60,8.73,0.231,0.126,5,0,0
200031,49,28400000.0,10.7,588.0,MORTGAGE,기타,2530000.0,36,13.5,0.213,0.089,4,0,1
200555,53,76730000.0,9.5,594.0,RENT,의료비,12890000.0,60,14.27,0.259,0.168,4,0,0
201037,49,52820000.0,4.7,683.0,MORTGAGE,사업자금,12400000.0,24,12.11,0.295,0.235,3,0,0
200951,61,35630000.0,10.8,608.0,RENT,의료비,7020000.0,12,13.1,,0.197,6,2,1
200914,48,51140000.0,6.7,404.0,MORTGAGE,교육,24910000.0,48,18.04,0.564,0.487,6,0,1
200195,56,43950000.0,5.1,656.0,OWN,의료비,19010000.0,60,12.77,0.3,0.433,5,0,0
200553,43,108830000.0,12.2,683.0,OWN,주택개선,8480000.0,24,10.95,0.29,0.078,2,1,0
201061,33,31080000.0,2.4,769.0,RENT,자동차구입,9990000.0,60,8.53,0.277,0.321,4,3,0
201046,34,39770000.0,13.7,626.0,OWN,기타,35410000.0,36,11.15,0.506,0.89,2,0,0
200963,52,185550000.0,12.9,724.0,MORTGAGE,부채통합,8860000.0,24,9.78,0.049,0.048,7,0,0
200180,33,71110000.0,0.0,637.0,RENT,부채통합,1640000.0,36,10.47,0.079,0.023,5,0,0
201149,50,,13.1,698.0,RENT,자동차구입,18890000.0,24,10.58,0.275,0.265,5,0,1
200381,67,16660000.0,8.8,660.0,RENT,사업자금,10690000.0,24,10.74,0.613,0.642,4,1,1
201099,25,23430000.0,5.1,547.0,OWN,사업자금,12340000.0,60,15.39,0.488,0.527,6,1,1
200011,35,,0.0,674.0,RENT,부채통합,24040000.0,24,14.07,0.521,0.471,1,0,0
200068,31,67380000.0,8.0,841.0,OWN,교육,15330000.0,48,8.19,0.346,0.228,9,0,0
200579,52,48620000.0,15.9,646.0,RENT,기타,10550000.0,60,14.09,0.188,0.217,3,0,0
200210,63,115740000.0,14.5,772.0,MORTGAGE,기타,7920000.0,12,9.35,0.115,0.068,1,0,0
200146,63,49980000.0,9.8,640.0,RENT,부채통합,20070000.0,36,12.59,0.445,0.402,1,1,0
200549,63,28860000.0,1.0,651.0,RENT,자동차구입,9460000.0,60,10.61,0.445,0.328,6,0,0
200924,58,30760000.0,6.5,583.0,OWN,의료비,7780000.0,60,14.58,0.299,0.253,2,0,0
200947,35,62930000.0,0.9,698.0,OWN,부채통합,9420000.0,36,10.83,0.138,0.15,2,0,0
200823,60,,13.2,701.0,RENT,의료비,9500000.0,48,10.22,0.357,0.267,5,0,0
200081,47,26740000.0,0.0,757.0,RENT,교육,4270000.0,36,9.7,0.113,0.16,7,0,0
200093,44,50300000.0,10.4,499.0,OWN,의료비,3700000.0,24,14.94,0.103,0.074,7,0,1
200897,27,73990000.0,7.8,678.0,MORTGAGE,부채통합,16890000.0,24,12.3,0.211,0.228,3,0,0
200479,52,34010000.0,6.8,746.0,MORTGAGE,부채통합,10410000.0,12,8.85,0.332,0.306,2,0,0
201071,60,28140000.0,8.4,489.0,RENT,부채통합,6050000.0,24,15.47,0.086,0.215,3,0,0
200813,40,61950000.0,9.1,603.0,RENT,자동차구입,17010000.0,12,14.61,0.199,0.275,7,0,0
200196,39,34880000.0,18.4,689.0,RENT,주택개선,7380000.0,36,10.67,0.369,0.212,4,0,0
200297,29,60340000.0,4.0,728.0,RENT,부채통합,14360000.0,36,9.16,0.256,0.238,2,2,0
201036,54,,5.5,502.0,MORTGAGE,의료비,32480000.0,60,16.63,0.62,0.797,2,0,1
200587,43,34760000.0,10.1,617.0,RENT,부채통합,9510000.0,36,14.0,0.381,0.274,5,0,0
200360,27,33470000.0,7.7,556.0,RENT,교육,9580000.0,12,12.65,0.363,0.286,3,1,1
200847,57,,13.5,720.0,OWN,기타,11440000.0,60,10.19,0.149,0.24,3,0,0
200688,43,26440000.0,,588.0,MORTGAGE,교육,19020000.0,60,13.95,0.639,0.719,3,2,1
201114,68,21470000.0,14.6,585.0,RENT,자동차구입,12730000.0,36,13.87,0.287,0.593,6,0,0
200451,60,29090000.0,0.0,490.0,RENT,기타,25080000.0,60,15.44,0.626,0.862,1,0,1
201080,45,49640000.0,4.4,616.0,RENT,교육,10970000.0,36,13.26,0.298,0.221,6,1,0
200661,47,80660000.0,0.0,544.0,RENT,주택개선,18600000.0,48,12.01,0.325,0.231,1,0,1
200682,37,61090000.0,10.3,556.0,MORTGAGE,사업자금,12390000.0,24,15.67,0.337,0.203,7,0,0
200087,67,27850000.0,5.8,541.0,OWN,자동차구입,5460000.0,36,14.62,0.177,0.196,4,1,0
200976,49,55200000.0,14.0,648.0,MORTGAGE,자동차구입,2800000.0,36,13.22,0.191,0.051,4,3,0
200200,27,81840000.0,10.5,617.0,MORTGAGE,자동차구입,3100000.0,48,13.49,0.218,0.038,5,0,0
200808,46,54750000.0,3.8,733.0,OWN,기타,15390000.0,36,9.86,0.377,0.281,3,0,0
200909,53,37410000.0,0.0,671.0,MORTGAGE,자동차구입,9490000.0,36,11.67,0.295,0.254,3,1,1
200469,28,48360000.0,5.4,555.0,MORTGAGE,주택개선,8840000.0,36,15.72,0.436,0.183,2,1,1
200348,30,38550000.0,6.8,793.0,MORTGAGE,자동차구입,3900000.0,60,9.5,0.245,0.101,3,0,0
200893,62,64510000.0,0.0,554.0,OWN,교육,14880000.0,24,16.98,0.324,0.231,4,0,0
200046,51,125520000.0,0.0,550.0,RENT,주택개선,6120000.0,24,13.54,0.182,0.049,4,1,0
200430,60,75790000.0,5.8,639.0,MORTGAGE,교육,10990000.0,36,13.44,0.197,0.145,4,0,0
201128,29,44910000.0,3.7,531.0,RENT,부채통합,21520000.0,36,15.99,0.313,0.479,7,2,1
200759,48,43590000.0,,593.0,OWN,기타,9720000.0,24,14.8,0.331,0.223,7,0,0
200440,58,57850000.0,4.9,659.0,OWN,사업자금,9460000.0,48,12.74,0.226,0.164,3,0,0
200778,61,68870000.0,9.1,736.0,RENT,주택개선,29730000.0,60,10.99,0.323,0.432,5,0,0
201085,50,36440000.0,,736.0,OWN,주택개선,6570000.0,36,9.59,0.274,0.18,3,0,0
200001,67,43030000.0,9.2,698.0,MORTGAGE,기타,30980000.0,48,11.3,0.651,0.72,4,1,0
200651,34,69560000.0,5.8,584.0,MORTGAGE,교육,9590000.0,36,14.27,0.235,0.138,2,1,1
200070,55,71540000.0,6.8,672.0,MORTGAGE,자동차구입,6410000.0,36,10.48,0.17,0.09,5,0,0
200379,55,115560000.0,10.6,,MORTGAGE,의료비,23470000.0,60,12.83,0.194,0.203,5,0,0
200417,65,23380000.0,2.4,594.0,RENT,기타,15290000.0,36,14.92,0.452,0.654,6,0,0
200723,34,61840000.0,9.1,619.0,MORTGAGE,사업자금,6420000.0,12,13.78,0.142,0.104,4,0,0
200592,69,31360000.0,6.7,607.0,RENT,자동차구입,9020000.0,24,12.49,0.354,0.288,5,2,0
200538,36,85130000.0,8.5,499.0,RENT,의료비,11600000.0,36,17.24,0.303,0.136,6,0,1
200102,39,105620000.0,18.2,663.0,RENT,부채통합,10660000.0,36,13.62,,0.101,4,1,0
200615,38,46490000.0,0.0,681.0,RENT,의료비,15200000.0,60,12.63,0.303,0.327,6,0,0
200040,69,30460000.0,6.7,682.0,RENT,주택개선,6630000.0,48,11.96,0.305,0.218,3,1,0
200017,28,15430000.0,5.1,714.0,RENT,부채통합,5240000.0,36,10.69,0.315,0.34,3,1,0
200704,27,57440000.0,7.9,598.0,MORTGAGE,사업자금,10770000.0,12,11.59,0.133,0.188,4,0,0
200775,26,45850000.0,5.9,590.0,RENT,의료비,12890000.0,12,14.35,0.503,0.281,4,0,0
200149,47,35740000.0,10.2,648.0,RENT,자동차구입,3290000.0,24,11.81,0.233,0.092,5,0,0
201029,50,82640000.0,10.8,546.0,RENT,자동차구입,14560000.0,24,14.83,0.163,0.176,5,0,0
200178,41,87580000.0,4.3,590.0,MORTGAGE,자동차구입,4700000.0,48,17.22,0.122,0.054,7,0,1
200137,41,71230000.0,17.3,498.0,MORTGAGE,부채통합,13760000.0,36,15.6,0.293,0.193,6,0,0
200337,40,95360000.0,1.7,757.0,RENT,자동차구입,3690000.0,36,9.65,0.115,0.039,3,0,0
200697,53,45920000.0,0.8,620.0,OWN,사업자금,16440000.0,36,11.22,0.202,0.358,6,0,0
200119,40,37040000.0,5.3,444.0,RENT,교육,29870000.0,48,19.86,0.711,0.806,6,1,0
201131,58,62820000.0,0.1,776.0,MORTGAGE,의료비,8530000.0,60,8.44,0.186,0.136,7,1,0
200686,56,35710000.0,8.7,627.0,MORTGAGE,부채통합,14500000.0,60,12.0,0.232,0.406,3,0,0
201104,52,,0.6,760.0,RENT,주택개선,13210000.0,60,10.0,0.475,0.402,7,0,0
200065,69,61930000.0,16.8,546.0,MORTGAGE,기타,15110000.0,36,13.62,0.149,0.244,4,2,0
200625,68,,2.7,463.0,RENT,부채통합,3250000.0,36,19.22,0.142,0.037,0,0,1
200586,60,70470000.0,8.8,810.0,OWN,부채통합,13250000.0,24,8.06,0.07,0.188,5,1,0
200113,40,33920000.0,0.0,814.0,RENT,사업자금,7400000.0,12,7.08,0.317,0.218,8,1,0
200193,24,30080000.0,6.6,833.0,RENT,주택개선,12140000.0,48,6.13,0.324,0.404,1,0,0
200720,54,40660000.0,9.5,461.0,OWN,의료비,8950000.0,48,19.0,0.257,0.22,3,0,0
200394,23,45580000.0,18.4,694.0,MORTGAGE,사업자금,21300000.0,12,10.65,0.394,0.467,4,2,0
200618,23,65280000.0,5.1,534.0,RENT,사업자금,28720000.0,12,17.58,0.371,0.44,5,0,1
200528,28,28050000.0,7.7,630.0,OWN,의료비,12030000.0,60,12.54,0.324,0.429,5,1,0
200980,64,38600000.0,6.0,,RENT,의료비,27290000.0,36,13.42,0.542,0.707,2,0,0
200689,56,62780000.0,4.7,714.0,MORTGAGE,교육,38770000.0,60,11.09,0.387,0.618,4,0,0
200470,29,104140000.0,6.7,667.0,OWN,기타,6270000.0,12,12.51,0.098,0.06,3,0,0
200042,32,24140000.0,0.0,723.0,RENT,자동차구입,3090000.0,48,8.93,0.143,0.128,7,0,0
200212,38,61500000.0,3.6,560.0,OWN,교육,12880000.0,12,15.14,,0.209,2,1,0
200187,58,44970000.0,14.2,696.0,MORTGAGE,교육,14620000.0,48,10.58,0.192,0.325,3,0,0
200125,48,41500000.0,6.9,704.0,RENT,주택개선,10170000.0,36,10.82,0.392,0.245,8,0,0
200359,62,45430000.0,10.5,619.0,RENT,사업자금,12220000.0,36,12.39,0.178,0.269,2,0,0
200153,45,43210000.0,5.3,524.0,RENT,주택개선,3390000.0,36,15.47,0.244,0.078,3,0,0
200298,46,21730000.0,6.2,769.0,MORTGAGE,부채통합,5170000.0,24,10.34,0.275,0.238,7,0,0
200770,33,61880000.0,13.3,680.0,OWN,주택개선,23970000.0,60,16.31,0.414,0.387,5,1,0
201076,37,73210000.0,4.5,746.0,MORTGAGE,의료비,38650000.0,12,8.01,0.438,0.528,6,0,0
200247,67,77870000.0,9.0,648.0,RENT,의료비,25250000.0,24,9.51,0.286,0.324,3,0,0
200006,59,39520000.0,12.0,479.0,RENT,사업자금,21790000.0,24,14.64,0.468,0.551,12,0,1
200629,58,129750000.0,11.5,656.0,RENT,사업자금,7970000.0,12,13.52,0.107,0.061,2,0,0
200047,27,46530000.0,5.3,617.0,MORTGAGE,부채통합,17810000.0,48,13.51,0.3,0.383,3,1,0
200302,34,50130000.0,6.6,662.0,MORTGAGE,주택개선,9430000.0,24,10.33,0.229,0.188,5,0,0
200584,30,26620000.0,13.5,458.0,RENT,주택개선,14900000.0,48,16.89,0.464,0.56,3,0,1
200995,32,51150000.0,1.3,754.0,OWN,주택개선,5690000.0,36,9.84,0.23,0.111,5,0,0
200970,38,27530000.0,10.8,841.0,RENT,자동차구입,9750000.0,36,5.45,0.447,0.354,4,0,0
200848,56,32070000.0,6.8,567.0,OWN,자동차구입,13790000.0,12,12.5,0.338,0.43,6,0,0
200457,65,85700000.0,5.9,740.0,OWN,자동차구입,10900000.0,36,11.08,0.17,0.127,10,1,0
200670,65,66100000.0,13.1,505.0,RENT,사업자금,1370000.0,24,16.25,0.216,0.021,2,0,1
200634,66,24680000.0,13.9,615.0,RENT,교육,8470000.0,36,12.45,,0.343,2,0,0
200791,37,56300000.0,9.0,778.0,MORTGAGE,의료비,14720000.0,36,11.2,0.39,0.261,1,1,0
200679,29,23070000.0,5.2,663.0,RENT,기타,29120000.0,12,12.27,0.86,1.262,6,0,0
200854,44,92880000.0,5.6,678.0,RENT,주택개선,15340000.0,36,13.01,0.206,0.165,7,0,0
200701,57,52560000.0,11.0,638.0,RENT,기타,3190000.0,24,12.36,0.276,0.061,6,0,0
200313,36,34230000.0,1.5,652.0,RENT,부채통합,8190000.0,36,13.06,0.244,0.239,4,0,0
200265,69,38670000.0,11.9,630.0,OWN,부채통합,33700000.0,60,13.99,0.582,0.871,3,1,0
200388,50,91880000.0,4.9,754.0,MORTGAGE,주택개선,4580000.0,12,8.33,0.275,0.05,5,0,0
200680,23,67650000.0,2.4,708.0,OWN,기타,9590000.0,36,13.11,0.253,0.142,4,0,0
200171,68,44610000.0,0.0,633.0,RENT,부채통합,3150000.0,24,13.55,0.253,0.071,5,0,0
200248,46,27530000.0,0.0,528.0,RENT,자동차구입,5690000.0,12,14.57,0.334,0.207,6,1,0
200988,45,19400000.0,10.4,490.0,RENT,기타,23840000.0,24,17.45,0.834,1.229,1,0,0
200230,22,18870000.0,6.0,666.0,MORTGAGE,부채통합,7490000.0,12,12.92,0.315,0.397,0,0,1
200117,49,58110000.0,8.1,617.0,OWN,자동차구입,5800000.0,48,13.72,0.251,0.1,3,1,0
200914,48,51140000.0,6.7,404.0,MORTGAGE,교육,24910000.0,48,18.04,0.564,0.487,6,0,1
200772,44,74570000.0,2.1,720.0,RENT,자동차구입,2300000.0,36,11.7,0.165,0.031,4,0,0
200421,49,46540000.0,9.5,592.0,OWN,부채통합,5060000.0,12,11.71,0.096,0.109,10,0,0
201081,58,39720000.0,17.9,652.0,RENT,부채통합,3510000.0,12,12.16,0.29,0.088,1,0,0
200719,29,24470000.0,4.3,740.0,MORTGAGE,자동차구입,19930000.0,36,10.35,0.624,0.814,11,0,0
200757,43,28110000.0,8.1,,OWN,부채통합,11980000.0,12,13.63,0.443,0.426,6,0,0
200912,41,43930000.0,2.3,766.0,MORTGAGE,부채통합,17020000.0,36,9.39,0.288,0.387,1,0,0
201126,43,72480000.0,9.5,636.0,RENT,자동차구입,8080000.0,36,11.1,0.188,0.111,3,0,0
200079,53,23990000.0,8.7,678.0,RENT,부채통합,31240000.0,24,10.12,0.849,1.302,3,0,0
200110,37,74770000.0,9.3,692.0,RENT,주택개선,12290000.0,24,12.49,0.216,0.164,7,1,0
201146,66,50520000.0,8.7,650.0,OWN,부채통합,17430000.0,24,11.14,0.339,0.345,3,0,1
200112,29,34770000.0,0.0,544.0,RENT,주택개선,8330000.0,12,15.18,0.404,0.24,3,0,0
200922,44,30370000.0,2.5,610.0,OWN,부채통합,10440000.0,24,16.17,0.275,0.344,4,0,0
200527,46,26110000.0,3.4,705.0,MORTGAGE,자동차구입,22610000.0,12,10.5,0.713,0.866,2,0,0
200515,38,42660000.0,0.0,657.0,MORTGAGE,부채통합,15780000.0,60,11.54,,0.37,5,0,0
200571,61,33320000.0,0.0,508.0,MORTGAGE,의료비,4410000.0,48,15.46,0.202,0.132,3,2,1
200933,40,28340000.0,5.0,744.0,OWN,의료비,15130000.0,24,12.98,0.356,0.534,4,0,0
200103,52,51900000.0,17.0,633.0,RENT,자동차구입,18970000.0,12,14.65,0.266,0.366,6,0,0
200455,24,,3.4,633.0,MORTGAGE,부채통합,16190000.0,36,11.24,0.304,0.288,5,0,0
200902,44,65600000.0,9.3,726.0,RENT,주택개선,15220000.0,48,7.89,0.364,0.232,6,0,0
200724,47,50860000.0,12.3,548.0,MORTGAGE,자동차구입,16250000.0,48,16.25,0.368,0.32,4,0,0
201031,45,45910000.0,2.6,559.0,RENT,기타,15000000.0,36,16.64,0.401,0.327,2,0,0
201087,60,66510000.0,7.9,683.0,MORTGAGE,자동차구입,20550000.0,60,10.97,0.408,0.309,6,0,0
200363,55,104460000.0,4.7,466.0,RENT,주택개선,3440000.0,24,17.8,0.137,0.033,3,0,1
200607,50,42380000.0,5.1,771.0,RENT,교육,16860000.0,12,10.01,0.234,0.398,4,0,0
201088,58,70220000.0,17.3,619.0,RENT,의료비,15370000.0,24,14.32,0.314,0.219,6,0,0
200709,62,15000000.0,21.1,649.0,MORTGAGE,기타,10310000.0,60,13.02,0.566,0.687,6,2,0
200597,26,45730000.0,6.2,624.0,RENT,기타,8660000.0,36,13.06,0.343,0.189,4,0,0
201068,59,41560000.0,3.7,733.0,RENT,부채통합,6390000.0,48,10.54,0.272,0.154,3,1,0
200556,56,35660000.0,8.8,582.0,RENT,부채통합,14270000.0,36,11.96,0.286,0.4,6,1,0
200939,58,48490000.0,15.2,775.0,MORTGAGE,주택개선,17710000.0,24,10.32,0.327,0.365,5,1,0
200069,68,55250000.0,13.7,766.0,RENT,자동차구입,20410000.0,60,8.17,0.366,0.369,4,0,0
200551,36,29450000.0,2.5,681.0,RENT,교육,5390000.0,36,11.36,,0.183,1,0,0
200453,43,37890000.0,0.0,654.0,MORTGAGE,교육,8610000.0,12,10.41,0.216,0.227,3,0,0
201001,69,34590000.0,2.5,690.0,RENT,부채통합,10150000.0,48,12.63,0.181,0.293,8,2,0
200955,34,59600000.0,2.6,483.0,RENT,부채통합,7190000.0,12,17.35,0.176,0.121,4,0,1
201112,35,28730000.0,12.9,579.0,RENT,사업자금,9280000.0,12,15.49,0.17,0.323,3,0,0
200476,32,62390000.0,9.9,802.0,MORTGAGE,교육,16620000.0,24,7.7,0.264,0.266,4,0,0
200215,35,38780000.0,10.0,594.0,OWN,부채통합,5210000.0,24,14.05,0.36,0.134,5,1,1
200061,34,32030000.0,10.9,646.0,RENT,자동차구입,2370000.0,24,12.38,0.274,0.074,2,0,0
200138,68,51730000.0,5.8,675.0,RENT,사업자금,8290000.0,36,14.55,0.221,0.16,4,2,0
200646,56,34460000.0,12.0,638.0,RENT,교육,20020000.0,36,15.52,0.466,0.581,6,0,0
200371,36,29560000.0,13.3,553.0,RENT,의료비,5110000.0,24,15.45,0.202,0.173,6,0,0
200574,34,60200000.0,6.8,620.0,RENT,사업자금,28300000.0,36,11.75,0.403,0.47,6,0,0
200982,40,23530000.0,7.6,596.0,MORTGAGE,사업자금,16560000.0,36,14.84,0.582,0.704,5,0,0
200253,31,26450000.0,15.2,611.0,OWN,부채통합,6890000.0,36,14.74,0.318,0.26,2,0,0
200593,52,38040000.0,7.5,622.0,OWN,사업자금,5910000.0,36,15.35,0.215,0.155,8,0,0
200779,69,53290000.0,8.9,752.0,MORTGAGE,의료비,27800000.0,60,7.79,0.361,0.522,4,1,0
200655,54,,0.0,513.0,MORTGAGE,부채통합,3930000.0,12,14.75,0.256,0.065,4,1,1
200135,61,39380000.0,6.4,831.0,OWN,의료비,16840000.0,36,9.82,0.535,0.428,3,0,0
200728,46,73250000.0,1.1,705.0,MORTGAGE,교육,10280000.0,24,11.56,0.287,0.14,3,0,0
200745,48,104470000.0,,585.0,RENT,교육,13180000.0,24,11.95,0.363,0.126,6,0,0
200426,27,28860000.0,6.5,758.0,OWN,교육,18080000.0,48,11.73,0.475,0.626,2,1,0
200530,28,77180000.0,2.4,656.0,OWN,기타,7980000.0,24,12.97,0.338,0.103,6,1,0
201008,44,61040000.0,4.0,737.0,MORTGAGE,부채통합,21720000.0,24,9.37,0.389,0.356,7,0,0
200189,44,47580000.0,6.7,673.0,MORTGAGE,자동차구입,13420000.0,24,10.39,0.302,0.282,4,0,0
200147,26,49820000.0,10.4,714.0,OWN,의료비,5730000.0,24,12.37,0.179,0.115,6,0,0
200128,29,26420000.0,5.9,575.0,OWN,의료비,7370000.0,24,15.05,0.264,0.279,3,0,0
200699,24,27600000.0,9.1,667.0,OWN,부채통합,5490000.0,60,16.34,0.418,0.199,5,0,0
201002,42,110180000.0,6.7,522.0,RENT,사업자금,20590000.0,36,16.27,0.223,0.187,4,0,1
200411,40,48210000.0,10.2,596.0,MORTGAGE,교육,9120000.0,48,14.81,0.142,0.189,4,2,0
201077,60,55900000.0,8.0,461.0,RENT,의료비,16770000.0,60,18.27,0.374,0.3,6,0,1
200938,43,49820000.0,0.9,690.0,RENT,교육,13850000.0,48,13.34,0.457,0.278,7,0,0
200238,42,47060000.0,10.5,619.0,OWN,부채통합,237220000.0,36,15.18,0.203,0.388,5,0,0
200707,69,52360000.0,8.7,716.0,MORTGAGE,교육,24870000.0,12,12.47,0.243,0.475,2,0,0
200805,50,76230000.0,2.1,616.0,RENT,기타,21460000.0,60,12.14,0.36,0.282,7,0,1
201134,30,63420000.0,9.9,557.0,MORTGAGE,주택개선,16130000.0,24,15.28,0.402,0.254,2,0,0
