R&D Spend,Administration,Marketing Spend,State,Profit
77994.33,102097.12,53891.0,Florida,93185.34
62236.92,142249.57,205734.15,Florida,79593.79
57195.8,86669.19,285178.2,New York,68168.42
73371.79,72162.79,0.0,New York,93549.78
133867.63,,66648.63,New York,134208.24
74423.18,120029.94,154963.95,New York,93868.59
412182.9537476024,,88822.74,New York,76114.01
74278.52,183000.0,-39197.26673714727,New York,94432.25
80069.24,174816.4,144767.61,New York,88975.23
26275.05,143448.39,46229.89,New York,46201.05
28266.62,127939.98,114460.48,California,48663.96
34723.88,109311.48,79854.28,California,52734.94
67269.3,105841.99,117349.44,New York,80363.28
80698.9,119038.17,105369.44,New York,95488.58
29028.95,130760.87,140907.89,New York,44189.06
71399.98,87759.95,141861.61,New York,68477.55
144980.9,163909.67,143655.25,California,139138.5
67842.1,124219.66,20981.85,Florida,70844.19
50800.57,130447.0,159870.99,New York,77681.11
56352.35,158490.23,29307.1,New York,75576.13
33469.39,123823.52,76958.72,New York,40007.74
76063.92,121155.67,135197.36,California,76915.6
40853.47,172724.53,126266.7,New York,37118.7
52797.77,113517.66,177083.3,Florida,72760.64
78753.91,111045.23,449958.41521583474,Florida,64682.23
14865.07,135593.94,11858.93,California,40842.63
76290.49,78664.29,141182.81,New York,85815.53
21881.19,115073.68,,Florida,38227.58
37710.56,136140.8,39717.19,New York,61238.25
40174.29,129890.14,194391.9,California,65727.0
103791.98,88903.24,124413.89,Florida,114030.86
67567.74,128962.13,68967.45,New York,80045.71
103434.85,183000.0,151965.15,New York,105734.97
89340.47,140308.95,126561.21,Florida,83633.9
35347.07,130851.45,80413.76,Florida,38832.94
88095.26,128714.4,78590.04,New York,97977.29
133064.04,120400.59,78250.68,New York,127710.16
44543.87,101208.91,130999.59,New York,63898.88
115024.36,105595.0,190781.95,New York,116731.22
116015.18,109201.58,181121.82,New York,119686.63
69525.29,108421.8,149443.38,California,56519.52
62731.68,87002.41,0.0,Florida,66746.19
58573.26,141702.2,23481.6,Florida,74121.36
137389.28,147668.43,113932.54,Florida,132168.83
56953.49,128741.48,63540.45,Florida,73955.61
100695.55,131880.61,134792.82,Florida,102200.35
47480.8,115146.66,0.0,New York,58947.08
76138.8,100021.67,155954.13,California,82205.63
,89003.67,0.0,Florida,38019.35
,134252.51,140996.78,Florida,76895.57
113685.35,114740.26,82147.55,New York,106117.69
157637.81,112466.35,193993.26,Florida,148583.39
172000.0,141222.48,129993.27,New York,143636.38
,141511.01,,California,68345.74
90261.58,120128.04,142391.25,California,102303.71
172000.0,115429.22,91775.49,Florida,159268.51
161692.86,175418.17,79894.26,Florida,139427.48
94213.38,110269.44,92239.98,New York,109147.51
80171.87,183000.0,0.0,New York,79717.67
58873.15,142121.17,147603.78,Florida,71379.66
95245.16,,197033.36,California,97760.05
66417.86,53746.19,206806.19,New York,83093.08
22146.5,155783.02,27131.29,Florida,34790.87
51893.67,124071.49,31.39,New York,59470.43
120929.28,,148127.05,California,116348.58
57406.66,122520.97,7384.9,New York,65926.51
,117385.59,157393.43,New York,33913.76
99745.28,131150.2,138646.51,California,115707.74
38493.31,74052.87,144758.85,Florida,48732.15
34323.91,77108.23,118860.34,Florida,51601.35
33116.22,104708.4,54962.13,California,44330.64
36304.85,128672.49,49033.97,New York,57370.53
154664.52,83594.28,,New York,151388.59
57141.81,114613.43,187869.53,Florida,58055.33
18460.7,99209.31,160525.42,California,31314.97
85008.52,138129.68,38868.66,New York,79028.21
76943.47,,85335.58,California,89666.15
153133.98,144122.38,260240.02,Florida,135225.73
32521.44,106608.55,0.0,California,67474.93
18999.45,114969.69,28259.34,California,31374.44
84412.57,78850.48,66686.36,New York,84281.94
31985.79,100374.21,73320.97,New York,49059.64
20370.81,135299.36,68873.31,California,29320.21
115744.96,120339.36,106886.53,California,112292.33
60175.85,92521.95,44498.25,New York,59419.19
70649.11,123201.29,166597.79,California,90761.13
76566.16,117547.95,,Florida,76655.9
4494.44,,157187.09,New York,37987.8
24165.95,96336.57,,New York,51430.34
47692.51,150115.74,159425.69,California,62401.92
127250.08,90392.93,,California,125027.7
51002.99,98820.23,60497.02,New York,67824.84
72506.08,150530.52,148702.52,California,80620.01
75539.13,123703.85,47360.51,New York,74722.33
71795.92,,207980.1,Florida,89436.81
79416.95,125683.07,22343.92,Florida,75445.37
34248.54,80774.31,91640.73,Florida,51524.92
91773.91,74067.77,,California,95750.1
122662.92,130331.69,144732.43,New York,116711.34
17728.77,162266.86,146475.32,New York,38980.65
47822.67,160170.13,19764.93,New York,48694.55
38182.48,90822.95,60954.73,Florida,45018.56
30125.98,,154267.16,California,40660.14
78464.0,104757.48,0.0,New York,86281.21
11385.65,157423.91,67030.91,California,33286.44
52153.09,51000.0,68392.91,New York,58673.83
91773.91,74067.77,,California,95750.1
67294.12,155981.99,90924.57,New York,77713.77
168231.65,172559.54,186483.98,California,162290.31
127643.42,,,California,142251.73
22195.66,154192.17,65560.04,Florida,36514.23
64745.7,131053.28,94217.02,California,73073.24
77727.24,118176.09,65403.61,California,80426.76
55690.42,100719.06,71701.95,California,41936.43
95173.65,114684.38,69359.57,New York,89459.46
29712.67,147892.33,94308.08,New York,46670.91
142348.81,99829.98,218195.5,California,150096.25
40798.64,93603.26,101986.16,Florida,39102.43
,147443.41,0.0,New York,95725.15
54902.62,148551.78,0.0,New York,60858.66
60237.22,83825.14,31008.0,Florida,58460.76
105076.54,132002.81,60684.23,Florida,86514.11
85514.62,145238.77,78781.59,Florida,73783.81
127552.08,119651.71,125721.26,Florida,119152.37
,104479.86,130042.66,New York,124523.22
50038.8,142267.76,131860.85,California,67965.38
36615.36,146554.81,172713.75,California,70199.44
63383.65,71752.69,107436.28,Florida,85439.04
61101.28,120308.81,94110.2,Florida,71448.74
25855.52,136021.92,29125.96,Florida,44807.53
113044.08,82592.01,93436.87,New York,115383.28
40602.95,149368.75,7041.56,California,47269.27
18981.2,,36973.84,Florida,28562.27
76987.97,135681.25,94340.83,California,82535.67
172000.0,117583.26,127144.18,California,158364.45
80101.8,,190707.85,California,87838.62
10338.61,126433.21,,New York,22995.16
169655.73,148090.38,131478.26,California,162225.64
158650.55,131285.35,158349.17,New York,163923.32
44552.47,,116283.55,New York,37884.68
12637.83,,56091.68,Florida,26982.33
86288.22,125280.3,117771.09,California,90835.12
133172.07,108417.28,155930.89,California,152126.12
42695.13,,151801.2,New York,61125.22
130813.49,103765.05,112951.06,New York,122574.12
60102.14,141717.18,116333.44,New York,80756.22
86532.36,137216.44,142903.92,California,89099.55
98427.48,80401.32,125285.96,New York,94050.62
77934.41,155917.36,100511.68,New York,76701.12
97080.53,89342.58,71185.81,Florida,88312.2
74950.76,101631.57,139853.03,Florida,76856.03
105669.78,118016.0,0.0,New York,112524.25
172000.0,112255.48,195227.72,Florida,170340.83
54266.45,149669.45,96334.11,Florida,64835.46
126183.95,,163312.91,New York,140783.01
172000.0,110883.58,269424.79,California,171866.55
35644.52,162973.93,96291.67,Florida,63810.87
142491.91,114038.75,185630.68,California,153080.1
28009.81,111368.62,90476.58,New York,36380.64
34723.88,109311.48,79854.28,California,52734.94
83189.21,103846.24,75360.04,New York,96352.93
43414.58,130183.4,4063.54,California,44969.71
54029.25,115831.25,133902.77,California,69154.42
65187.87,128635.03,98429.71,California,72107.4
93323.12,116830.38,232156.98,New York,107539.11
146724.02,144405.72,149013.97,Florida,132485.09
84073.38,118306.97,158750.74,Florida,91598.05
94572.09,87271.27,181619.18,New York,101802.15
48180.24,91101.89,0.0,New York,50922.57
47903.14,138837.96,16485.07,New York,84825.74
89097.73,136496.97,51828.23,California,92266.85
169406.33,79670.9,150023.82,New York,168780.8
68133.16,157104.42,194918.2,California,102973.62
27136.55,157030.4,68771.65,California,42161.44
48883.79,124039.7,82988.13,California,55619.23
124899.74,117795.25,207052.66,Florida,123939.96
118977.34,128422.17,54676.71,Florida,125745.67
155708.86,104580.13,118494.72,New York,140227.14
104044.0,150955.15,148490.5,New York,107504.66
41422.67,125041.49,78925.32,California,62679.78
98102.74,132463.46,163413.79,California,106130.92
53223.38,143022.24,229340.28,New York,44267.35
172000.0,112255.33,229218.43,California,156024.17
14344.44,98432.79,196839.99,New York,21660.69
81693.62,183000.0,181957.44,Florida,84873.68
4494.44,,157187.09,New York,37987.8
58146.5,129880.65,135117.05,Florida,73655.0
69654.62,149466.03,80665.64,New York,65377.88
138322.78,143305.64,143235.49,California,126197.95
81165.63,94558.72,61183.6,New York,91756.49
57129.62,123663.42,145038.17,Florida,65314.54
81356.72,135581.37,180276.87,New York,93573.7
65461.52,114876.21,,Florida,74560.55
25299.62,140106.71,114284.38,California,46982.32
172000.0,141230.41,78097.33,Florida,160056.28
57692.94,113356.49,35617.8,Florida,88822.42
102717.04,94085.99,0.0,Florida,97624.69
45547.05,109136.54,0.0,New York,47764.96
172000.0,,39275.26,California,160486.41
100198.78,66424.98,110208.43,California,110390.33
105769.64,127603.21,0.0,New York,99382.33
22724.75,148047.68,40614.92,New York,42069.02
127362.13,124793.67,187897.68,California,129543.66
89885.35,133607.99,123531.08,Florida,83285.31
46117.65,140304.39,108044.03,Florida,49243.57
161687.45,149353.95,182891.98,New York,158836.15
38593.14,119555.61,0.0,California,62304.1
130049.74,127965.97,105064.6,Florida,134271.02
102314.26,129096.85,52214.11,New York,104258.54
72279.86,,74247.51,Florida,73630.32
78810.81,,34528.81,New York,70583.56
90482.66,107084.59,,Florida,107355.32
100866.26,125085.27,142054.57,California,103272.63
59536.52,117373.1,,New York,67205.69
32264.51,142958.61,36731.21,Florida,47559.68
42868.82,110398.66,90190.75,New York,57134.4
75222.22,102302.1,93774.66,Florida,92331.09
110755.66,,20021.05,New York,107964.12
,104278.02,48194.71,New York,74928.28
115762.96,125364.65,112846.88,California,120490.75
113560.23,81151.46,65819.31,Florida,108793.99
81077.55,122107.45,86448.01,New York,72232.99
56144.26,127831.52,69410.53,New York,65398.39
140473.25,161762.15,209034.65,Florida,134684.81
33752.36,146424.93,75956.35,California,67745.23
75039.38,109027.62,181649.61,New York,94105.99
151718.0,183000.0,79911.67,New York,137438.32
,134657.28,177188.28,California,109501.63
15061.7,100862.68,16213.67,California,34654.0
85930.25,87809.24,122395.96,California,104094.95
46176.81,124647.34,43294.99,New York,60141.22
18634.23,,65015.0,California,40252.26
119283.24,100572.6,73919.42,California,105930.11
76068.27,124958.79,24072.37,California,65766.95
51480.89,117569.35,92269.26,New York,68766.13
49972.73,88739.4,80464.16,California,64711.12
84519.35,139903.9,180776.35170273823,California,74008.79
70114.9,138772.93,27981.57,Florida,72844.65
,106185.55,167493.27,Florida,71024.15
77021.97,119379.77,72432.58,California,83301.43
49997.92,122327.04,0.0,New York,73803.08
52101.57,88671.87,183629.29,California,71157.44
70980.46,156375.53,91462.92,New York,73002.93
142021.39,147375.74,,New York,137002.5
82686.41,72970.2,280052.42,California,83277.49
85192.01,128632.13,115736.29,Florida,97349.93
84264.66,173119.31,187472.03,New York,82579.34
22724.75,148047.68,40614.92,New York,42069.02
138273.09,120437.6,166816.33,Florida,130340.61
65823.91,162155.69,92252.27,New York,78552.16
75948.41,,122695.9,Florida,96655.09
31885.37,105682.99,178055.42,Florida,41145.17
63946.55,138304.85,248181.06,Florida,77583.47
41490.75,98865.1,92051.08,Florida,62388.22
8660.25,135278.41,89890.09,New York,21771.86
82729.35,157976.73,126122.64,Florida,90857.42
158758.43,158061.81,331748.99,New York,150853.99
52762.24,128903.74,0.0,Florida,56627.01
14958.54,109950.44,0.0,New York,37979.59
150015.12,115945.88,170530.01,California,145598.95
34581.46,101609.28,118580.54,New York,43714.9
51094.32,133837.76,145901.83,New York,64766.97
103254.99,90529.63,0.0,New York,113048.93
50777.73,117693.09,55037.18,New York,63376.77
82599.39,123688.52,74204.81,New York,100338.43
91871.58,110573.95,2677.95,California,101577.84
51324.56,149522.37,44792.2,New York,69315.67
53531.85,173311.56,63492.79,New York,72160.15
46816.68,154894.16,123921.8,California,60778.22
57919.13,,255504.68,Florida,53352.63
,87622.9,36629.34,California,37867.79
48243.68,113897.37,120740.82,New York,66316.19
139899.1,92568.35,173113.7,California,132930.4
20526.77,152632.81,73463.03,California,34042.01
35877.62,141273.33,239152.82,Florida,55975.94
48012.79,102870.45,191722.51,California,70491.22
109804.58,128748.09,204581.58,California,130255.26
90584.8,110458.56,219815.15,Florida,94558.87
153326.21,126823.35,,New York,139858.62
57149.63,124044.06,27795.09,California,81788.17
45101.49,148236.59,90732.11,California,63354.55
74974.09,149486.92,98972.15,Florida,89121.71
,104278.02,48194.71,New York,74928.28
97199.54,120659.24,168787.29,New York,114088.17
34222.48,129828.94,95860.29,California,45826.0
91103.87,123070.68,38390.11,Florida,78680.2
35053.31,122780.17,27130.52,Florida,37535.28
109993.96,63686.48,37029.0,New York,99404.22
95344.61,,,New York,96965.47
83481.14,139378.86,254394.67,Florida,83716.96
82410.04,136306.6,150933.37,New York,86070.13
290367.25204272434,132984.15,84039.73,California,54949.93
172000.0,77581.6,99594.26,Florida,166103.75
81345.01,123347.63,,Florida,83464.51
172000.0,101689.03,162571.26,New York,163523.34
51184.07,119083.74,184215.2,California,73526.15
40551.63,120614.13,27004.35,New York,42146.84
79494.06,86433.5,30645.65,Florida,77738.45
25836.77,124604.41,133567.34,New York,49674.59
64773.17,126303.4,87590.78,California,87985.46
55941.51,130034.06,170582.5,New York,52193.65
71686.67,141744.02,73917.68,New York,87368.59
62000.99,127771.55,24541.69,California,56847.79
110415.41,113170.27,87839.92,New York,110098.03
64249.47,,25837.93,California,82318.04
66371.43,109758.64,40587.89,Florida,71135.4
158476.09,149272.77,167244.23,Florida,137997.18
47324.3,103819.45,159252.02,Florida,57088.69
76232.95,102690.35,63863.33,New York,81353.68
94855.86,138658.96,176755.5,California,108247.66
18802.41,168825.76,2483.43,New York,24378.0
131234.62,123161.12,174246.19,New York,135898.82
68928.39,,,Florida,62725.9
59464.49,101051.33,43876.46,California,73558.11
61373.02,113291.77,192466.5,New York,78765.03
39090.7,124242.6,0.0,Florida,44033.21
108888.15,133497.77,107542.87,New York,119643.93
148414.27,130672.27,82070.47,California,138562.72
95312.54,113312.86,33814.9,Florida,95526.42
42810.3,142310.71,24273.58,New York,49832.16
41231.16,125558.71,6654.72,California,57051.4
60537.33,121950.12,0.0,New York,69525.21
71458.2,110524.06,204444.06,California,90799.86
166034.55,102071.99,81715.55,California,155511.92
57608.26,159101.6,,Florida,52673.62
146297.55,163601.23,161732.27,New York,147464.08
50795.37,101466.34,169143.95,Florida,50450.22
105885.64,131752.81,54171.3,Florida,109860.88
106273.79,129945.08,0.0,New York,109942.74
26730.23,175661.26,33645.53,California,49857.3
37279.77,76058.99,94390.56,New York,47155.48
172000.0,116913.82,,New York,162995.59
104728.62,124947.63,175261.21,Florida,114579.87
82290.45,,114175.12,Florida,72392.88
99005.55,120368.59,246486.3,Florida,93581.86
89931.54,126603.28,51133.97,Florida,84961.3
102676.66,136687.85,,New York,108547.47
158427.02,105064.27,154632.21,California,166422.81
91319.64,131275.66,189575.61,New York,87154.41
72132.06,63260.44,209970.06,Florida,98981.95
58826.89,132273.71,117998.1,New York,73910.04
30433.83,106185.77,152398.54,New York,46743.2
115658.25,111567.37,67172.31,California,117251.71
136569.86,129381.56,0.0,New York,119700.74
87706.39,126006.08,130575.16,Florida,84215.11
77920.76,95490.8,,New York,90473.55
54757.23,104781.63,63539.12,California,57805.53
50900.27,90104.01,140478.74,California,62827.65
65666.71,116087.06,36229.84,New York,76940.67
84139.39,182606.64,,Florida,87568.14
48786.15,149348.23,28901.49,Florida,38460.75
55406.46,88931.77,0.0,California,82962.8
89732.49,159461.13,,California,90811.17
132601.6,101612.3,160527.52,California,134436.43
71251.4,134684.97,111487.3,Florida,81448.69
17155.67,112192.99,70255.77,Florida,31866.14
37441.74,99030.95,48086.33,California,59217.02
89298.26,105124.45,51524.9,Florida,98217.0
39766.92,85271.33,201345.54,California,73755.61
36260.76,151586.88,155708.05,Florida,43236.61
26008.91,123342.94,13966.14,Florida,42130.94
172000.0,137520.59,177807.92,California,174793.64
40323.58,173538.77,139250.09,California,60388.63
172000.0,162590.85,85222.56,New York,149276.54
40078.26,86586.68,60694.92,New York,60680.99
22678.16,120890.24,106144.99,New York,40402.46
111378.12,108365.21,96436.84,Florida,106099.08
21674.83,118989.11,106381.94,New York,20095.28
92606.98,140876.75,73776.31,Florida,88151.3
172000.0,158962.3,100894.81,New York,161088.39
107176.98,140660.87,2184.92,California,97657.57
105274.65,120149.66,1396.11,California,109702.8
