transaction_id,transaction_amount,transaction_hour,merchant_category,customer_age,account_tenure_days,avg_monthly_spending,estimated_card_limit,distance_from_home_km,is_foreign_transaction,num_transactions_last_24h,time_since_last_transaction_min,is_fraud
100394,73900.0,6,온라인쇼핑,52.0,2283,330700.0,897000.0,16.5,0,5,9.7,0
100310,24000.0,17,편의점,25.0,2071,102200.0,300000.0,12.6,0,2,31.6,0
101132,175300.0,0,온라인쇼핑,56.0,1423,581500.0,1563000.0,1.0,0,3,176.9,0
101014,17400.0,22,편의점,36.0,3651,101100.0,324000.0,1.4,0,2,16.4,0
100487,30200.0,5,편의점,37.0,674,262100.0,845000.0,40.9,0,2,10.0,0
100936,183400.0,7,전자기기,71.0,2627,156000.0,488000.0,20.1,0,2,187.3,0
100350,7200.0,4,주유소,28.0,3367,319000.0,900000.0,26.6,0,5,38.3,0
100732,16400.0,3,주유소,42.0,1069,351400.0,1158000.0,22.6,0,4,89.1,0
100060,1900.0,17,편의점,57.0,3853,137100.0,408000.0,6.0,0,1,389.6,0
100014,173800.0,3,온라인쇼핑,61.0,2132,100500.0,325000.0,4.3,0,4,319.7,0
100864,24100.0,20,편의점,62.0,3688,160300.0,492000.0,,0,3,148.9,0
100748,91100.0,3,전자기기,36.0,3500,183400.0,503000.0,8.3,0,1,83.2,0
100351,215500.0,3,여행/항공,48.0,2125,473000.0,1385000.0,3.9,0,1,49.7,0
100869,38300.0,16,주유소,44.0,2882,145200.0,328000.0,3.4,0,0,950.2,0
100730,4700.0,6,주유소,55.0,415,147800.0,467000.0,1.4,0,2,33.0,0
100763,23100.0,3,생활용품,72.0,27,418700.0,1184000.0,,0,0,246.7,0
100092,43000.0,21,전자기기,64.0,3112,123700.0,418000.0,12.8,0,0,116.9,0
100562,48700.0,13,편의점,21.0,1887,212000.0,564000.0,3.8,0,3,332.6,0
100474,161800.0,5,온라인쇼핑,45.0,81,447600.0,1296000.0,14.5,0,5,314.4,0
100389,25600.0,23,레스토랑,68.0,2829,250900.0,827000.0,14.0,0,2,31.7,0
100004,283400.0,15,온라인쇼핑,43.0,3639,303000.0,1012000.0,6.0,0,1,152.0,0
101072,8300.0,0,편의점,30.0,628,208200.0,548000.0,4.7,0,2,442.8,0
100594,68200.0,17,생활용품,73.0,107,200500.0,575000.0,6.4,0,0,36.9,0
100966,89700.0,5,생활용품,51.0,822,303800.0,964000.0,14.2,0,4,5.6,0
100972,110400.0,14,온라인쇼핑,42.0,3812,732500.0,1931000.0,,0,3,78.9,0
100549,23800.0,21,생활용품,47.0,1448,215100.0,617000.0,10.3,0,4,36.7,0
100745,133400.0,19,전자기기,63.0,549,196000.0,688000.0,22.4,0,1,48.7,0
100216,6600.0,13,편의점,34.0,85,334700.0,1063000.0,47.4,0,1,141.2,0
100538,46700.0,20,편의점,25.0,1640,387500.0,1254000.0,12.6,0,0,281.1,0
100073,,12,레스토랑,44.0,3846,136700.0,406000.0,36.8,0,1,201.8,0
100409,28800.0,7,주유소,71.0,3980,249500.0,729000.0,25.9,0,1,422.3,0
100494,102000.0,7,온라인쇼핑,52.0,2384,406400.0,1293000.0,10.2,0,1,29.5,0
100003,391900.0,23,온라인쇼핑,55.0,1731,442000.0,1456000.0,23.0,0,0,23.2,1
101081,142600.0,7,전자기기,70.0,2536,236600.0,831000.0,19.0,0,1,84.8,0
101122,26200.0,13,주유소,23.0,1283,163400.0,488000.0,35.8,0,4,167.3,0
100242,14800.0,6,레스토랑,51.0,2125,101600.0,341000.0,8.2,0,2,404.1,0
100621,86200.0,12,주유소,43.0,1362,378100.0,1338000.0,3.2,0,1,381.9,0
100967,397400.0,0,전자기기,52.0,3842,147300.0,449000.0,17.2,0,3,106.1,1
100877,73600.0,3,레스토랑,49.0,2461,289500.0,784000.0,33.8,0,0,29.0,0
100703,6800.0,22,편의점,28.0,1825,256800.0,856000.0,12.4,0,1,166.6,0
100348,75700.0,22,주유소,71.0,3125,206800.0,569000.0,42.5,0,2,123.5,0
100605,41600.0,8,전자기기,65.0,2512,544800.0,1495000.0,50.2,0,5,56.1,0
100074,13597700.0,23,주유소,26.0,2621,187400.0,559000.0,27.1,0,3,169.5,0
100118,20800.0,2,생활용품,26.0,1500,233900.0,698000.0,15.7,0,0,295.9,0
101060,246300.0,16,온라인쇼핑,36.0,566,196700.0,689000.0,25.0,0,2,88.5,0
100840,190000.0,12,온라인쇼핑,69.0,3696,89000.0,300000.0,1.8,1,5,195.5,0
101084,199900.0,5,생활용품,50.0,564,536200.0,1790000.0,21.9,0,0,240.3,0
100006,307500.0,14,온라인쇼핑,67.0,2354,50000.0,300000.0,2.6,0,4,54.0,0
101108,25500.0,19,레스토랑,69.0,2615,210300.0,702000.0,25.9,0,1,44.7,0
100823,519900.0,22,여행/항공,26.0,2732,153800.0,529000.0,34.0,0,2,17.8,1
100889,33400.0,7,주유소,19.0,3952,136700.0,359000.0,3.6,0,0,0.5,0
101056,48100.0,13,주유소,74.0,3193,122900.0,381000.0,15.5,0,3,59.1,0
100331,47000.0,7,편의점,49.0,618,252000.0,847000.0,2.8,0,3,373.9,0
100772,748000.0,22,전자기기,74.0,2153,631000.0,1813000.0,4.2,0,1,155.8,1
100012,12600.0,1,주유소,73.0,2002,358000.0,976000.0,3.8,0,2,146.0,0
100933,247700.0,12,여행/항공,33.0,1309,163200.0,552000.0,24.2,1,1,8.9,0
100924,142500.0,15,레스토랑,27.0,1379,342800.0,892000.0,5.8,0,3,24.7,0
100265,109500.0,14,온라인쇼핑,74.0,2346,905100.0,2605000.0,26.7,0,0,287.7,0
100582,367100.0,17,온라인쇼핑,65.0,3617,331900.0,911000.0,24.9,0,3,147.8,1
100057,11900.0,14,주유소,49.0,2067,199000.0,525000.0,19.6,0,3,448.0,0
100814,155200.0,6,온라인쇼핑,34.0,3275,181400.0,436000.0,1.1,0,3,24.1,0
101137,122100.0,16,레스토랑,59.0,3625,424600.0,1198000.0,20.8,0,3,31.9,0
100055,78200.0,22,온라인쇼핑,46.0,2608,482400.0,1379000.0,23.9,0,0,267.3,0
101013,30700.0,4,편의점,32.0,1620,470400.0,1331000.0,35.8,1,2,143.6,0
100440,47000.0,23,온라인쇼핑,41.0,133,317300.0,921000.0,22.8,0,2,134.7,0
100085,64000.0,6,온라인쇼핑,54.0,2553,355100.0,1047000.0,0.8,0,5,20.9,0
100967,397400.0,0,전자기기,52.0,3842,147300.0,449000.0,17.2,0,3,106.1,1
100841,158100.0,5,온라인쇼핑,35.0,2131,150600.0,485000.0,7.1,0,3,125.3,0
100126,182500.0,9,전자기기,50.0,2857,174400.0,532000.0,5.3,0,4,75.0,0
101004,68000.0,18,레스토랑,68.0,2185,210300.0,600000.0,13.9,0,5,38.3,0
100475,54200.0,10,편의점,54.0,2220,218700.0,644000.0,27.6,0,3,122.9,0
101090,55200.0,9,주유소,26.0,3541,89000.0,300000.0,3.1,0,1,57.1,0
100826,221500.0,9,온라인쇼핑,24.0,214,301100.0,831000.0,17.0,0,1,730.6,0
100152,24800.0,9,주유소,34.0,1614,333100.0,1085000.0,9.2,0,1,23.8,0
100827,11100.0,15,편의점,57.0,3728,364100.0,1145000.0,30.6,0,2,242.8,0
100453,274500.0,13,여행/항공,46.0,3306,229000.0,678000.0,1.2,0,3,289.4,0
100138,682700.0,8,전자기기,20.0,949,217700.0,694000.0,7.7,0,2,212.9,1
100712,44700.0,21,생활용품,48.0,1194,116000.0,364000.0,4.5,0,2,85.2,0
100173,144200.0,2,온라인쇼핑,62.0,2205,744200.0,2336000.0,23.5,0,2,129.4,0
100465,13800.0,21,레스토랑,19.0,255,,843000.0,14.4,0,2,228.4,0
100654,316900.0,9,여행/항공,64.0,1048,442000.0,1419000.0,,0,1,212.8,0
101028,14400.0,12,레스토랑,34.0,1930,602100.0,2046000.0,2.6,0,2,160.9,0
100224,28200.0,6,레스토랑,30.0,1690,197200.0,575000.0,11.8,0,4,346.9,0
100846,724500.0,23,여행/항공,19.0,24,549600.0,1554000.0,4.7,1,6,6.4,1
100178,26400.0,7,주유소,28.0,352,531900.0,1553000.0,14.5,0,1,53.6,0
100784,173200.0,3,레스토랑,25.0,3813,,608000.0,42.8,0,0,17.8,0
100765,329400.0,22,온라인쇼핑,150.0,1323,318600.0,957000.0,30.7,1,3,296.5,0
100963,173200.0,8,온라인쇼핑,66.0,3658,353300.0,944000.0,39.1,0,0,120.4,0
100775,182900.0,1,전자기기,66.0,1455,84800.0,300000.0,13.2,0,1,166.0,0
100786,161600.0,1,온라인쇼핑,51.0,666,189700.0,607000.0,8.2,0,2,107.8,0
100573,174900.0,6,여행/항공,34.0,2616,146200.0,446000.0,19.7,0,5,61.7,0
100708,245600.0,11,전자기기,51.0,2343,249500.0,806000.0,4.7,1,2,49.1,0
100300,152500.0,10,온라인쇼핑,20.0,425,121200.0,379000.0,44.9,0,3,281.4,0
100783,84700.0,15,레스토랑,25.0,3339,315600.0,908000.0,2.9,0,1,142.4,0
100427,95200.0,9,레스토랑,67.0,2199,177500.0,623000.0,1.4,0,0,228.8,0
100051,36500.0,13,주유소,61.0,3517,362000.0,999000.0,15.0,0,1,790.6,0
100935,372100.0,15,여행/항공,43.0,538,463200.0,1309000.0,5.4,0,5,80.1,1
100706,101700.0,15,생활용품,50.0,3409,305800.0,1006000.0,18.7,0,1,149.3,0
100736,91300.0,3,전자기기,56.0,730,139400.0,419000.0,41.0,0,1,267.3,0
100033,393800.0,9,온라인쇼핑,24.0,2767,332400.0,1158000.0,55.3,0,8,102.3,1
100258,117700.0,16,온라인쇼핑,24.0,3499,74800.0,300000.0,40.6,0,5,149.9,0
100239,67800.0,20,생활용품,36.0,3565,277300.0,759000.0,6.3,0,4,293.6,0
100404,235700.0,9,전자기기,73.0,2482,112600.0,380000.0,19.3,0,0,403.0,0
100405,36700.0,23,전자기기,46.0,1839,183300.0,569000.0,8.3,0,6,228.8,0
100842,170700.0,13,여행/항공,55.0,1760,382700.0,1307000.0,21.3,0,1,92.8,0
100580,,5,편의점,24.0,431,373500.0,1007000.0,5685.5,0,3,21.2,0
100737,535600.0,13,온라인쇼핑,59.0,2608,323000.0,863000.0,43.2,0,2,157.8,1
100608,83800.0,2,생활용품,47.0,2440,264700.0,871000.0,19.0,0,1,186.7,0
100355,82100.0,8,레스토랑,73.0,2395,339000.0,1060000.0,12.8,0,1,1000.4,0
101149,86500.0,14,온라인쇼핑,57.0,899,297600.0,886000.0,4.2,0,1,110.4,0
100647,38800.0,19,주유소,44.0,3902,405000.0,1290000.0,15.3,0,2,0.5,0
100369,379100.0,11,온라인쇼핑,20.0,1986,,300000.0,1.3,0,3,51.2,0
100672,27600.0,7,편의점,53.0,3062,281200.0,797000.0,8725.7,0,0,139.5,0
101011,25900.0,3,편의점,34.0,3239,160000.0,449000.0,10.2,0,1,70.1,0
100419,18600.0,1,편의점,35.0,3639,379400.0,1132000.0,10.9,1,2,15.2,0
100578,,0,레스토랑,48.0,2286,155300.0,428000.0,15.8,0,3,78.4,0
100790,269700.0,10,온라인쇼핑,19.0,842,239300.0,685000.0,40.9,0,1,124.2,0
100888,50700.0,3,온라인쇼핑,29.0,175,94100.0,300000.0,7.4,0,4,50.8,0
100304,42100.0,16,생활용품,69.0,995,287900.0,977000.0,3.9,0,2,53.0,0
100720,44300.0,1,레스토랑,52.0,3092,186600.0,590000.0,6.0,0,1,62.4,0
100891,51500.0,23,전자기기,24.0,1169,224000.0,616000.0,15.8,0,2,326.8,0
100962,108200.0,22,주유소,41.0,2703,333800.0,1100000.0,41.3,0,3,21.4,0
100598,48700.0,3,주유소,62.0,1517,689700.0,2120000.0,7.0,0,2,431.0,0
100423,18300.0,7,주유소,61.0,2940,147500.0,385000.0,9.3,0,4,300.6,0
100944,144200.0,12,온라인쇼핑,45.0,803,120400.0,411000.0,12.7,0,0,19.8,0
100806,111300.0,13,생활용품,62.0,1610,263100.0,741000.0,27.7,0,5,290.3,0
100903,46000.0,10,편의점,31.0,1454,314800.0,877000.0,37.9,0,4,103.7,0
100632,109600.0,15,레스토랑,37.0,1367,341700.0,1091000.0,15.2,0,3,131.1,0
100513,27200.0,22,레스토랑,66.0,753,202400.0,651000.0,17.9,0,1,187.5,0
100161,9600.0,9,편의점,74.0,2103,322100.0,910000.0,60.5,0,1,734.6,0
100588,192400.0,15,온라인쇼핑,24.0,412,270300.0,893000.0,6.1,0,0,2.1,0
100886,31600.0,23,레스토랑,60.0,3386,203100.0,583000.0,16.8,0,1,117.9,0
100464,20400.0,1,편의점,42.0,2776,65400.0,300000.0,21.7,1,3,135.5,0
100709,147800.0,0,전자기기,200.0,2103,,1019000.0,44.4,0,3,64.3,0
100937,134200.0,6,전자기기,27.0,2936,162900.0,513000.0,24.3,0,2,13.6,0
100433,25600.0,2,편의점,65.0,2068,387600.0,1046000.0,19.8,1,2,599.2,0
101041,147800.0,23,온라인쇼핑,58.0,1459,132000.0,476000.0,21.6,0,2,99.7,0
100108,18000.0,17,레스토랑,56.0,2228,156400.0,472000.0,65.0,0,2,94.7,1
100170,102700.0,10,레스토랑,20.0,1596,433300.0,1267000.0,8.8,0,3,51.8,0
100386,27300.0,2,편의점,25.0,139,447300.0,1377000.0,19.1,0,2,391.6,0
101082,62100.0,4,주유소,74.0,292,176100.0,477000.0,18.7,0,1,136.9,0
100282,57900.0,6,주유소,46.0,752,,300000.0,21.6,0,1,179.3,0
100356,21300.0,10,편의점,74.0,981,278100.0,791000.0,59.7,0,3,50.1,0
100234,78100.0,8,생활용품,61.0,3589,112400.0,347000.0,8.5,0,2,5.3,0
100013,92800.0,22,레스토랑,60.0,3394,268700.0,837000.0,21.1,1,4,349.3,0
100384,129900.0,0,여행/항공,32.0,765,267400.0,901000.0,9.2,0,1,3.7,0
100251,23100.0,10,편의점,29.0,3420,183900.0,615000.0,7.4,0,1,316.4,0
100898,64800.0,17,주유소,22.0,2132,244100.0,678000.0,16.7,1,5,44.5,0
100283,83500.0,23,온라인쇼핑,56.0,697,197400.0,550000.0,25.2,0,1,278.7,0
100779,136500.0,1,온라인쇼핑,34.0,742,151300.0,551000.0,30.4,0,1,202.8,0
100438,32800.0,0,주유소,70.0,326,341700.0,1031000.0,12.8,0,1,130.1,0
100269,60200.0,21,레스토랑,53.0,3445,449300.0,1442000.0,7.4,0,3,103.0,0
100855,35300.0,7,온라인쇼핑,35.0,3194,150100.0,360000.0,9.4,0,1,514.8,0
100342,22500.0,19,레스토랑,35.0,1965,,574000.0,18.3,0,1,179.5,0
100531,131200.0,23,여행/항공,52.0,3771,187200.0,588000.0,47.2,0,1,307.3,0
100561,43600.0,18,레스토랑,49.0,1380,298000.0,783000.0,1.1,0,2,46.4,0
100700,845800.0,15,여행/항공,24.0,673,162700.0,553000.0,,0,1,90.5,1
100952,194800.0,15,온라인쇼핑,36.0,2676,67200.0,300000.0,,0,6,33.0,0
100447,216500.0,1,온라인쇼핑,36.0,2641,1055900.0,3659000.0,,0,1,15.7,0
100614,342200.0,8,온라인쇼핑,40.0,2413,456000.0,1395000.0,5.1,0,5,88.6,1
100537,9600.0,7,편의점,44.0,1720,204100.0,556000.0,6.7,0,2,21.5,0
100787,12800.0,23,편의점,20.0,1499,,762000.0,3.1,0,2,129.6,0
100999,58600.0,4,레스토랑,72.0,3391,114100.0,300000.0,26.0,0,1,161.2,0
100492,5300.0,23,온라인쇼핑,67.0,216,,300000.0,9.2,0,4,106.5,0
100808,14464900.0,3,온라인쇼핑,25.0,2134,191700.0,658000.0,1.0,0,1,0.6,0
100910,295900.0,5,온라인쇼핑,24.0,1621,143200.0,389000.0,5.2,0,2,37.2,1
100572,246900.0,8,전자기기,,2970,,317000.0,6945.7,0,0,621.3,0
101134,590700.0,21,여행/항공,61.0,3153,353100.0,1201000.0,7110.1,0,2,39.8,1
100698,44900.0,8,주유소,52.0,2176,94900.0,300000.0,,0,4,73.2,0
100364,29900.0,10,여행/항공,69.0,1332,267500.0,769000.0,7.8,0,1,529.4,0
100978,401500.0,8,전자기기,51.0,2507,52200.0,300000.0,11.1,0,0,191.7,0
100836,82600.0,6,생활용품,62.0,3177,314100.0,907000.0,5.9,0,2,554.2,0
100454,47400.0,12,레스토랑,20.0,1278,148300.0,434000.0,4.8,0,0,66.1,0
100375,,6,여행/항공,68.0,2420,149400.0,474000.0,38.3,0,3,99.3,0
101127,41900.0,6,주유소,66.0,851,92800.0,300000.0,,0,1,19.4,0
100617,48600.0,3,생활용품,32.0,2024,465700.0,1397000.0,48.4,0,0,292.9,0
100122,72600.0,23,편의점,56.0,450,395000.0,1216000.0,5.8,1,1,334.6,0
101022,379500.0,21,전자기기,23.0,2983,155100.0,465000.0,4.9,0,1,208.5,0
100188,79000.0,23,주유소,40.0,1196,158600.0,534000.0,12.7,0,1,59.7,0
100560,189800.0,0,전자기기,66.0,860,253500.0,892000.0,5.8,0,2,118.3,1
100766,92700.0,4,온라인쇼핑,62.0,2077,454800.0,1280000.0,6.3,0,2,285.7,0
101128,59300.0,1,온라인쇼핑,54.0,219,50000.0,300000.0,31.7,0,3,243.6,0
100287,46200.0,19,온라인쇼핑,28.0,1717,400800.0,1218000.0,22.8,0,5,366.4,0
100017,103300.0,18,레스토랑,47.0,102,458100.0,1415000.0,8.2,1,1,369.7,0
101127,41900.0,6,주유소,66.0,851,92800.0,300000.0,,0,1,19.4,0
100579,55000.0,21,온라인쇼핑,69.0,1785,82000.0,300000.0,34.3,0,3,125.7,0
101092,191800.0,4,온라인쇼핑,44.0,2658,275800.0,777000.0,13.5,0,1,40.5,0
100665,46600.0,20,레스토랑,52.0,3536,242100.0,774000.0,11.7,0,3,130.6,0
101063,18300.0,18,레스토랑,27.0,2425,228600.0,694000.0,8.1,0,2,396.3,0
100532,28800.0,14,레스토랑,28.0,64,361200.0,1052000.0,39.3,0,5,46.9,0
100799,79400.0,4,온라인쇼핑,36.0,21,92000.0,327000.0,25.3,0,1,67.3,0
101052,47900.0,14,생활용품,39.0,44,136000.0,365000.0,8.7,0,2,38.8,0
100664,176000.0,4,전자기기,30.0,1989,308500.0,872000.0,8.5,0,3,16.5,0
100964,38400.0,0,주유소,31.0,3642,151600.0,459000.0,,1,0,54.8,0
100867,223700.0,2,전자기기,64.0,1664,302200.0,824000.0,26.7,0,0,215.8,0
100701,153100.0,13,전자기기,48.0,341,84800.0,321000.0,10.9,0,2,98.6,0
100107,485800.0,19,여행/항공,62.0,899,226100.0,805000.0,17.6,0,1,257.7,0
100633,333600.0,5,전자기기,43.0,109,335100.0,1111000.0,8.9,0,5,879.5,0
100024,214200.0,20,여행/항공,70.0,722,882900.0,2482000.0,10.6,0,1,200.5,1
100199,8300.0,21,편의점,37.0,2942,129700.0,391000.0,14.2,0,2,163.7,0
100070,268700.0,0,온라인쇼핑,45.0,1768,462300.0,1356000.0,,0,2,453.0,0
100918,13400.0,17,생활용품,62.0,3629,260900.0,682000.0,6.7,0,2,376.6,0
100990,18000.0,10,레스토랑,63.0,1609,157900.0,525000.0,37.6,0,1,179.1,0
100656,93700.0,6,여행/항공,48.0,195,218000.0,623000.0,40.9,0,3,175.3,0
100837,247700.0,4,전자기기,64.0,3311,203700.0,700000.0,6.4,0,1,86.3,0
100104,17800.0,15,주유소,19.0,3177,433600.0,1301000.0,43.7,0,1,10.8,0
100900,919400.0,3,전자기기,53.0,2645,224500.0,695000.0,24.7,0,3,47.4,0
100294,114800.0,10,온라인쇼핑,37.0,1740,125900.0,327000.0,4.9,0,3,36.2,0
101007,119500.0,20,온라인쇼핑,66.0,1779,66900.0,300000.0,55.4,0,2,14.6,0
100376,122100.0,13,온라인쇼핑,24.0,203,800000.0,2474000.0,4.6,0,7,168.2,0
100762,239400.0,4,온라인쇼핑,49.0,3553,418100.0,1281000.0,7.5,0,3,71.7,0
101131,14141600.0,16,편의점,41.0,3055,391200.0,1232000.0,19.7,0,3,73.9,0
101119,91900.0,6,여행/항공,59.0,486,,951000.0,12.9,0,1,70.8,0
100075,151500.0,12,온라인쇼핑,57.0,1676,163000.0,403000.0,7.1,0,2,306.9,0
100508,71400.0,15,레스토랑,32.0,3497,116800.0,302000.0,8.0,0,0,55.0,0
101074,118500.0,1,온라인쇼핑,48.0,1699,277700.0,754000.0,4.2,0,5,22.7,0
100219,84500.0,11,온라인쇼핑,44.0,3853,157800.0,482000.0,63.8,0,3,127.9,0
101143,54200.0,21,주유소,71.0,952,108200.0,371000.0,17.9,0,4,562.0,0
101010,62000.0,3,온라인쇼핑,48.0,1346,184300.0,592000.0,7.2,0,2,296.0,0
100266,98700.0,9,레스토랑,51.0,3138,184700.0,616000.0,21.4,1,3,78.6,0
100755,34400.0,17,주유소,50.0,1342,383200.0,1084000.0,8.2,0,1,18.5,0
100702,26700.0,9,생활용품,53.0,1024,193700.0,527000.0,41.0,0,1,204.5,0
100435,25600.0,8,주유소,43.0,2548,226300.0,694000.0,23.2,0,2,28.2,0
100111,28200.0,5,온라인쇼핑,34.0,1075,185000.0,508000.0,8.0,0,3,61.0,0
100997,276600.0,0,온라인쇼핑,48.0,718,237100.0,728000.0,15.1,0,1,31.5,1
100041,10500.0,0,편의점,28.0,1670,135200.0,479000.0,23.2,0,1,0.9,0
100679,71600.0,23,생활용품,,2461,543800.0,1677000.0,2.3,0,4,104.2,0
100277,83000.0,7,온라인쇼핑,45.0,2691,163100.0,509000.0,22.1,0,4,170.3,0
100340,33000.0,13,편의점,72.0,2040,412500.0,1142000.0,19.2,1,0,23.7,0
100940,15900.0,14,편의점,47.0,93,436800.0,1265000.0,6.3,0,2,443.3,0
100530,14900.0,18,편의점,70.0,2065,372300.0,964000.0,11.6,0,4,236.2,0
100186,36200.0,5,레스토랑,43.0,3994,419300.0,1367000.0,30.0,0,4,141.2,0
100714,17800.0,13,편의점,61.0,1494,338100.0,880000.0,21.2,1,1,323.8,0
100802,197700.0,2,온라인쇼핑,35.0,2438,234800.0,686000.0,14.7,0,4,76.0,0
100062,25300.0,5,레스토랑,60.0,3131,231800.0,667000.0,3.8,0,2,587.5,0
100637,248900.0,2,전자기기,32.0,804,250800.0,696000.0,70.9,0,2,56.3,0
100388,513200.0,23,여행/항공,,455,149900.0,438000.0,12.6,1,2,159.3,1
101123,112400.0,21,여행/항공,34.0,1198,120700.0,437000.0,1.7,0,4,346.9,0
101070,207700.0,8,전자기기,19.0,782,328500.0,1144000.0,7.8,0,4,43.9,0
100252,105000.0,3,온라인쇼핑,46.0,976,381500.0,1251000.0,16.6,0,2,183.1,0
101024,138200.0,17,온라인쇼핑,66.0,3062,187400.0,609000.0,41.8,0,2,61.1,1
100308,24800.0,5,편의점,50.0,1828,358300.0,1003000.0,23.6,0,1,154.4,0
100194,35800.0,19,주유소,39.0,2305,249700.0,709000.0,16.7,0,2,48.6,0
100503,360400.0,14,전자기기,72.0,221,242100.0,743000.0,2.5,0,3,910.6,0
100034,82000.0,17,온라인쇼핑,50.0,1801,207500.0,567000.0,7.5,0,5,205.5,0
100774,171400.0,7,전자기기,59.0,1746,196000.0,597000.0,21.3,0,3,131.7,0
100058,11300.0,0,편의점,27.0,2886,868600.0,2496000.0,3.2,0,1,16.2,0
100626,27100.0,16,편의점,32.0,537,435300.0,1468000.0,6.3,0,1,92.1,0
100359,4100.0,10,온라인쇼핑,24.0,3455,253200.0,810000.0,5.5,0,0,51.7,0
100046,224900.0,19,온라인쇼핑,73.0,2540,549300.0,1834000.0,10.3,0,1,317.3,0
100930,99900.0,11,온라인쇼핑,51.0,516,50000.0,300000.0,19.5,0,5,258.2,0
101069,112900.0,21,생활용품,37.0,1156,678500.0,2161000.0,16.7,0,2,166.1,0
100551,65900.0,8,생활용품,63.0,1072,133700.0,465000.0,8.5,0,0,217.6,0
100069,245900.0,12,여행/항공,23.0,3239,75400.0,300000.0,26.5,0,3,251.5,0
100319,668000.0,9,여행/항공,71.0,3113,466400.0,1309000.0,41.1,0,2,127.2,1
100292,284100.0,7,온라인쇼핑,33.0,2058,855300.0,2298000.0,7.3,0,3,7.8,0
100047,280300.0,2,전자기기,43.0,2858,50000.0,300000.0,17.1,1,2,1.6,1
100278,29200.0,22,온라인쇼핑,62.0,3611,427900.0,1237000.0,22.4,0,3,142.0,0
100526,50800.0,21,생활용품,36.0,3933,239700.0,639000.0,1.2,0,1,47.3,0
100298,34000.0,3,주유소,43.0,3839,456100.0,1435000.0,43.6,0,8,20.8,0
100225,111500.0,14,생활용품,59.0,3551,424500.0,1387000.0,17.5,0,2,183.2,0
100583,628800.0,5,여행/항공,24.0,2802,79800.0,300000.0,13.5,0,4,14.4,1
100861,32700.0,14,온라인쇼핑,73.0,1994,,559000.0,,0,1,2.0,0
100365,17500.0,8,레스토랑,25.0,998,147500.0,423000.0,46.7,0,0,87.0,0
100732,16400.0,3,주유소,42.0,1069,351400.0,1158000.0,22.6,0,4,89.1,0
100367,84400.0,15,온라인쇼핑,45.0,1938,235500.0,630000.0,0.9,0,1,90.4,0
100001,105100.0,23,온라인쇼핑,23.0,1488,122000.0,355000.0,11.6,0,2,74.2,0
100067,136600.0,12,전자기기,69.0,2035,80700.0,300000.0,16.2,0,1,39.0,0
100662,4000.0,7,편의점,60.0,2615,331400.0,939000.0,17.9,0,0,21.5,0
100032,39900.0,17,온라인쇼핑,31.0,3710,521200.0,1712000.0,13.9,0,0,129.7,0
100760,30900.0,19,레스토랑,59.0,3760,298000.0,813000.0,33.6,0,3,137.4,0
100295,174300.0,10,온라인쇼핑,49.0,571,232900.0,720000.0,5.9,0,3,10.6,0
100114,23200.0,15,생활용품,44.0,3292,50000.0,300000.0,46.3,1,1,173.6,0
100246,127500.0,15,온라인쇼핑,23.0,2369,214700.0,606000.0,33.1,0,2,176.0,0
100416,10500.0,6,편의점,56.0,1826,445200.0,1271000.0,10.1,0,3,245.6,0
100162,22500.0,9,생활용품,56.0,1401,327500.0,1008000.0,14.4,0,5,166.8,0
100412,20100.0,15,주유소,31.0,1028,281900.0,769000.0,35.8,0,1,323.8,0
101048,5900.0,20,편의점,52.0,3444,253300.0,742000.0,,0,0,205.5,0
100816,191300.0,0,온라인쇼핑,,2970,192300.0,612000.0,5.0,0,5,163.9,0
101053,60100.0,3,레스토랑,47.0,171,316200.0,1007000.0,23.1,0,2,128.7,0
101106,19300.0,12,편의점,29.0,2749,316100.0,1068000.0,43.0,0,2,48.5,0
100899,217400.0,15,온라인쇼핑,22.0,3007,129100.0,431000.0,24.5,0,1,10.6,0
100248,26300.0,13,생활용품,42.0,2618,361200.0,1100000.0,15.0,0,1,74.9,0
101091,66000.0,21,전자기기,47.0,906,125100.0,412000.0,49.2,0,1,340.5,0
101088,58900.0,18,전자기기,74.0,1093,309100.0,1039000.0,6.8,0,2,37.2,0
100093,56000.0,19,전자기기,66.0,3853,213700.0,626000.0,4.3,0,0,61.0,0
100382,255000.0,8,온라인쇼핑,71.0,51,379500.0,954000.0,17.6,0,0,37.7,1
100115,54900.0,0,주유소,47.0,964,384100.0,1291000.0,13.5,0,1,1137.9,0
100831,11200.0,4,레스토랑,32.0,2635,83400.0,300000.0,49.6,0,1,569.1,0
100255,80900.0,13,온라인쇼핑,55.0,721,107300.0,304000.0,5.1,0,3,152.8,0
100430,97700.0,16,레스토랑,59.0,2408,269500.0,739000.0,19.7,0,4,36.1,0
100179,819000.0,9,전자기기,69.0,2704,281400.0,729000.0,6.1,0,3,298.0,1
100629,462700.0,14,전자기기,47.0,1241,358900.0,1073000.0,5.1,0,3,762.5,0
100390,23300.0,22,편의점,27.0,2486,94000.0,300000.0,21.3,0,4,233.6,0
100133,37200.0,23,편의점,24.0,1582,283300.0,840000.0,10.0,0,3,15.4,0
100721,604600.0,8,전자기기,26.0,187,292000.0,926000.0,14.8,0,3,68.6,1
101117,421800.0,5,여행/항공,74.0,2738,335500.0,996000.0,30.0,0,0,674.3,1
