driver_id,avg_speed_kmh,mileage_km,night_driving_ratio,hard_brake_count,hard_accel_count,phone_usage_minutes,years_licensed,claim_filed
18043,72.04,6809.0,0.2773,5.0,3.0,10.63,4.64,1
15494,93.32,14407.7,0.487,8.0,7.0,14.64,25.3,0
18461,94.79,10754.9,0.4329,7.0,7.0,21.0,8.44,1
19253,65.01,17544.5,0.0855,1.0,1.0,8.05,26.98,0
14243,89.37,10601.9,0.3916,9.0,7.0,11.2,22.93,0
10633,60.88,9064.3,0.2783,2.0,3.0,8.52,6.59,0
18972,52.75,7759.2,0.173,4.0,3.0,11.71,10.16,1
16047,59.13,14290.2,0.1702,4.0,3.0,6.62,19.63,0
13200,73.81,16120.2,0.3053,5.0,4.0,9.66,27.74,0
18220,37.16,10153.4,0.0,0.0,0.0,1.54,24.09,0
12815,76.85,10365.6,0.2722,6.0,4.0,16.24,6.87,1
11511,69.23,13868.6,0.2667,2.0,3.0,4.58,19.53,0
19331,94.79,17164.3,0.4329,7.0,7.0,21.0,32.9,0
10737,203.87,60058.2,1.0777,295.2,116.1,190.73,63.77,0
15769,54.64,10951.6,0.044,2.0,1.0,8.09,1.19,1
15596,54.36,13638.7,0.1447,4.0,2.0,7.54,24.83,0
15266,49.04,16250.8,0.1103,3.0,1.0,3.69,32.91,0
10180,69.92,9280.6,0.2416,5.0,4.0,9.94,1.94,1
17235,-152.03,-42852.0,0.2981,134.5,233.6,266.67,73.92,1
13685,40.05,18573.4,0.0317,0.0,1.0,0.0,38.96,0
18280,81.95,20712.3,0.2891,6.0,4.0,11.55,39.5,0
13417,83.81,18306.7,0.4184,8.0,6.0,16.32,39.93,0
10308,51.66,8698.3,0.1264,0.0,1.0,7.56,9.1,1
17463,74.24,9389.5,0.3848,6.0,4.0,15.39,9.43,1
14401,57.95,12953.9,0.2539,4.0,4.0,11.03,13.75,0
13213,77.35,12943.1,0.4536,6.0,6.0,14.72,19.89,0
13950,75.41,14623.9,0.3218,5.0,5.0,9.81,7.47,0
15349,85.09,14471.5,0.4578,6.0,6.0,15.77,24.65,0
18355,81.39,8809.3,0.2983,6.0,5.0,14.13,1.61,1
18828,42.08,12198.0,0.1481,1.0,0.0,1.98,15.56,0
10088,20.0,11173.2,0.0,0.0,0.0,0.0,22.96,0
16432,69.51,16819.2,0.3324,6.0,4.0,12.03,28.13,0
19930,103.31,73416.0,-1.3302,119.9,219.2,188.26,29.34,1
11966,62.25,9517.3,0.3389,4.0,5.0,6.3,11.04,0
11914,48.74,20316.7,0.1409,2.0,1.0,4.8,37.2,0
13961,75.85,11001.6,0.3273,4.0,5.0,14.33,4.88,0
16078,80.69,16154.1,0.4306,8.0,8.0,17.35,23.29,0
17200,73.76,15770.4,0.3743,8.0,5.0,14.66,34.86,1
17401,76.35,17055.1,0.4733,7.0,5.0,15.95,34.13,0
10772,80.03,12457.7,0.2902,4.0,3.0,10.77,3.73,1
15226,111.82,15864.7,0.6311,14.0,10.0,22.67,39.27,1
13567,93.92,15468.6,0.5292,7.0,5.0,15.31,27.45,0
11378,62.51,12580.5,0.2291,4.0,3.0,11.43,16.07,0
18821,73.32,19072.3,0.2961,4.0,4.0,10.01,30.58,0
17824,64.74,14432.9,0.1187,4.0,3.0,7.82,4.83,0
19299,66.61,14889.1,0.2884,5.0,4.0,8.95,13.51,1
18817,67.54,17726.1,0.5019,5.0,4.0,14.73,36.62,0
18721,78.24,13435.0,0.4356,7.0,6.0,9.22,12.65,1
12430,84.08,11204.6,0.3147,8.0,5.0,22.76,13.78,1
17019,43.46,11640.4,0.0,0.0,0.0,0.0,14.47,0
10178,69.27,17898.8,0.3162,4.0,4.0,8.3,30.7,0
17447,68.78,19962.0,0.2727,5.0,4.0,8.15,36.73,0
14906,92.83,12627.0,0.491,11.0,8.0,21.39,18.12,1
15962,71.21,9585.8,0.3179,7.0,5.0,10.77,7.63,0
12453,88.45,9988.5,0.4092,8.0,7.0,12.64,16.28,0
19211,79.4,9254.7,0.3252,6.0,4.0,17.58,14.57,1
18673,65.52,13627.9,0.3094,5.0,5.0,10.07,28.09,0
15742,67.55,12109.7,0.2408,5.0,3.0,8.58,10.93,1
10139,64.21,10148.2,0.2318,3.0,4.0,7.97,4.96,1
15561,35.57,9028.3,0.0822,0.0,0.0,0.06,8.34,0
13090,33.91,15227.4,0.0,0.0,0.0,0.0,23.14,0
15927,87.43,12167.7,0.4512,7.0,5.0,16.74,22.99,1
11139,73.02,16389.0,0.3672,6.0,6.0,11.29,31.18,0
15107,81.01,15198.3,0.2295,6.0,5.0,8.58,27.2,0
10927,72.57,14632.5,0.2685,6.0,4.0,10.73,30.64,0
18243,70.94,8339.3,0.336,6.0,7.0,11.04,2.05,1
15766,79.92,8786.9,0.4303,7.0,5.0,13.59,16.02,0
16761,73.26,14432.6,0.2611,4.0,4.0,12.67,14.73,0
11611,77.91,9381.3,0.3687,6.0,5.0,13.85,11.25,1
15296,55.34,16185.6,0.1605,4.0,1.0,4.49,21.63,0
18893,65.39,11545.4,0.2369,5.0,3.0,11.11,17.77,0
19405,74.19,115607.7,-2.4397,264.7,152.7,249.63,-1.09,0
13285,64.85,11994.0,0.222,4.0,3.0,6.43,4.45,0
18371,68.7,13187.6,0.3545,5.0,5.0,9.13,20.38,0
14068,81.67,15846.1,0.3494,6.0,6.0,12.53,28.74,0
14647,63.46,16733.1,0.2635,4.0,4.0,12.87,17.71,0
12286,58.24,19210.7,0.0567,1.0,0.0,4.19,37.12,0
13620,83.68,15237.5,0.4255,8.0,7.0,16.18,32.03,0
18876,91.26,16716.4,0.3663,5.0,7.0,10.55,36.83,0
19239,69.94,17278.0,0.4335,4.0,4.0,8.81,30.57,0
19929,57.01,6913.8,0.2253,6.0,6.0,15.47,16.32,0
18758,74.25,11645.6,0.2831,6.0,5.0,7.04,4.71,1
12932,60.24,17691.0,0.3422,4.0,4.0,8.64,35.24,0
16538,82.61,19578.0,0.3133,5.0,6.0,14.83,27.07,0
19743,48.24,16268.7,0.0482,2.0,1.0,1.98,13.87,0
13549,-71.6,-39814.7,-1.9185,68.6,119.4,64.3,69.69,0
17366,79.57,12932.1,0.4184,9.0,7.0,17.92,9.01,1
16317,76.34,13175.7,0.2093,7.0,5.0,11.11,30.67,0
11065,58.47,17459.8,0.1372,2.0,0.0,6.3,30.07,0
19399,177.06,52251.1,2.2644,216.2,179.5,265.57,81.08,0
12921,71.4,16612.4,0.1881,6.0,3.0,8.48,26.59,0
15343,53.58,7785.2,0.1667,0.0,2.0,4.38,3.28,0
17906,87.56,15491.9,0.2998,10.0,7.0,16.55,32.68,1
15004,94.27,20113.6,0.5199,9.0,8.0,19.38,36.75,0
11604,83.34,11038.6,0.3988,8.0,6.0,14.82,8.28,1
18882,83.85,16177.2,0.3577,6.0,5.0,14.35,12.23,0
16166,56.64,14789.8,0.2368,2.0,1.0,4.27,27.49,0
13264,61.84,15089.9,0.2153,4.0,3.0,7.15,20.78,0
13574,69.06,17146.1,0.3254,5.0,4.0,11.02,31.13,0
19366,50.63,21297.5,0.2791,3.0,3.0,5.25,32.04,0
19065,86.02,8156.2,0.5705,10.0,8.0,21.55,4.14,1
13000,52.25,20514.6,0.0048,1.0,1.0,2.86,30.1,0
16246,66.6,13706.2,0.2419,5.0,3.0,5.18,15.71,0
16916,57.55,8699.5,0.116,4.0,3.0,5.16,7.31,0
17334,66.1,13276.6,0.0764,1.0,2.0,2.12,13.63,0
11031,93.64,11589.3,0.5001,10.0,7.0,19.28,16.55,0
11949,79.13,14994.2,0.2925,7.0,6.0,14.25,21.74,0
16642,54.02,14849.0,0.0566,4.0,1.0,3.43,38.16,0
16896,54.86,13604.6,0.1195,1.0,1.0,4.07,35.55,0
14614,60.93,14475.0,0.3498,5.0,3.0,9.84,26.85,0
12140,-166.68,86210.1,2.7634,-8.0,128.0,2.57,80.14,0
18471,90.67,14464.7,0.477,9.0,7.0,13.85,30.48,0
10892,60.25,15511.8,0.1524,4.0,2.0,10.02,24.8,0
18481,76.7,8393.0,0.2744,5.0,5.0,7.43,8.92,1
11373,53.9,13611.8,0.1207,5.0,3.0,3.74,39.01,0
17913,91.65,12415.7,0.4594,9.0,8.0,15.43,22.26,1
10288,67.1,14599.4,0.1552,4.0,2.0,14.56,37.24,0
19373,66.45,5812.9,0.0944,2.0,0.0,3.27,1.98,0
13761,86.3,8032.4,0.3641,7.0,7.0,15.31,11.65,1
15189,69.69,5391.0,0.2403,4.0,2.0,4.25,1.14,1
12213,66.37,20180.3,0.3832,8.0,7.0,14.67,38.37,0
13909,64.15,10920.5,0.0783,1.0,2.0,4.94,1.03,1
19422,74.38,9923.5,0.3137,5.0,6.0,6.66,9.24,0
18299,67.09,15981.6,0.2642,5.0,5.0,10.37,26.3,0
12582,48.49,11542.5,0.1797,2.0,0.0,1.01,9.09,0
16691,82.66,17966.2,0.4767,8.0,6.0,15.08,22.65,1
12291,54.93,18406.7,0.0322,3.0,3.0,3.24,30.41,0
14888,61.46,16304.3,0.1752,3.0,3.0,4.32,26.31,0
11569,86.88,8392.4,0.3518,5.0,4.0,12.34,6.51,1
17075,80.29,10863.6,0.3121,6.0,5.0,11.62,10.74,0
15938,63.47,12182.3,0.2675,3.0,2.0,0.77,14.12,1
12126,80.64,16425.5,0.3765,3.0,4.0,14.13,37.55,0
16792,97.63,15677.3,0.5454,10.0,8.0,15.78,24.81,1
11781,58.08,11747.7,0.1467,2.0,2.0,5.99,2.57,0
15625,59.27,16525.2,0.4023,5.0,4.0,8.35,33.88,0
16016,82.96,11000.9,0.1972,4.0,4.0,9.68,22.38,0
16169,60.15,12487.6,0.2154,3.0,3.0,5.71,24.17,0
11678,89.91,9382.3,0.3966,6.0,6.0,12.73,8.94,1
12702,66.66,14278.4,0.1252,3.0,2.0,6.78,39.02,0
14415,64.02,9308.1,0.2032,5.0,2.0,10.36,4.35,1
17323,75.65,16221.6,0.2359,3.0,4.0,1.62,28.83,0
10841,56.76,8003.5,0.1304,1.0,3.0,2.48,5.83,1
18782,82.7,13661.6,0.2827,4.0,4.0,11.69,20.17,0
17437,66.7,10404.2,0.207,4.0,2.0,9.74,10.76,0
12216,92.86,-36133.9,1.0992,88.2,178.7,47.46,55.54,0
17657,78.89,15323.0,0.3417,6.0,5.0,7.19,20.62,0
15214,79.29,6762.1,0.3348,6.0,3.0,10.04,4.67,1
17346,52.27,20241.9,0.1375,3.0,2.0,8.14,36.3,0
17108,60.23,9245.1,0.133,4.0,1.0,3.91,2.33,1
19491,63.13,13921.7,0.1364,2.0,2.0,5.02,29.0,0
19425,81.8,19395.2,0.317,6.0,4.0,11.55,34.16,0
11531,52.61,6905.1,0.1617,3.0,2.0,6.35,14.04,0
10786,74.63,16662.6,0.2225,5.0,3.0,6.16,28.8,0
18707,68.11,13570.4,0.2242,4.0,3.0,8.24,35.68,0
10149,49.41,11224.9,0.0,1.0,1.0,2.69,13.79,0
13144,108.1,19794.1,0.6233,10.0,9.0,19.01,37.76,1
14902,88.5,13391.3,0.3997,7.0,6.0,9.79,20.73,1
19456,78.39,9690.0,0.3266,5.0,6.0,13.64,5.45,1
13415,65.8,16221.0,0.3711,6.0,4.0,17.92,26.87,0
16340,70.53,2688.7,0.2223,3.0,2.0,6.22,3.85,0
13914,95.22,15805.8,0.4683,8.0,8.0,19.43,34.03,0
12627,73.1,11137.3,0.4494,8.0,7.0,21.21,28.68,0
17624,69.82,7585.8,0.3528,6.0,6.0,12.1,1.55,0
11897,82.69,12095.5,0.357,6.0,5.0,10.28,20.78,1
14518,71.26,9400.6,0.1715,6.0,3.0,9.75,10.07,1
16976,52.76,16497.9,0.0,0.0,0.0,1.04,18.04,0
11103,78.57,9179.9,0.49,8.0,7.0,13.97,14.71,0
18682,-5.11,95189.7,1.677,138.6,200.3,238.85,69.75,0
16597,59.46,20451.1,0.1286,6.0,2.0,10.28,24.39,0
16637,92.09,11102.3,0.5175,9.0,9.0,17.93,7.75,1
10409,84.63,15174.5,0.3153,7.0,6.0,14.04,34.68,0
14599,64.89,13015.5,0.2268,5.0,4.0,7.38,3.74,0
16000,101.82,14045.6,0.5552,10.0,9.0,15.76,24.41,0
12616,101.4,16955.9,0.5294,10.0,10.0,20.21,37.71,1
17940,66.1,10515.2,0.0764,1.0,2.0,2.12,11.28,0
11615,87.04,17449.0,0.3821,7.0,5.0,15.15,39.81,0
19671,46.3,14055.1,0.0645,0.0,1.0,5.35,35.71,0
16151,55.75,8754.0,0.1254,3.0,3.0,2.54,4.52,0
17215,76.23,19478.9,0.4409,8.0,6.0,14.58,35.57,0
16348,95.22,23324.3,0.4683,8.0,8.0,19.43,36.19,0
18321,57.99,13989.6,0.3069,5.0,6.0,5.86,16.98,1
15307,46.24,18345.0,0.0929,0.0,0.0,0.0,38.6,0
19465,62.04,15730.6,0.1497,2.0,1.0,3.35,10.78,0
19118,66.34,16852.5,0.1683,6.0,4.0,12.04,33.63,0
13174,100.17,14424.4,0.5583,9.0,7.0,18.59,20.17,1
16466,47.29,13665.5,0.1783,1.0,2.0,4.6,12.06,0
10339,65.79,10505.6,0.3156,7.0,4.0,13.1,17.61,1
19246,74.27,13191.0,0.3467,6.0,5.0,19.82,12.68,1
14473,87.51,15262.8,0.4047,7.0,5.0,12.5,11.84,1
12011,54.54,7551.9,0.0719,3.0,1.0,4.89,3.51,0
13110,85.41,17098.4,0.4988,9.0,7.0,17.84,23.74,0
14066,495.37,13808.9,-2.9195,163.5,17.7,58.83,30.51,0
14033,76.31,11565.7,0.1547,5.0,3.0,10.06,3.44,1
12407,54.02,9954.2,0.1443,1.0,1.0,0.0,9.15,0
12907,82.42,15167.4,0.3831,7.0,6.0,17.96,20.0,0
17310,39.86,15567.1,0.0,0.0,0.0,0.0,11.2,0
10937,67.9,12700.7,0.3064,3.0,4.0,6.2,33.4,0
15041,88.16,14369.0,0.424,7.0,5.0,13.24,14.27,0
13112,84.97,15857.3,0.4252,8.0,6.0,19.62,38.83,0
12689,93.05,15096.9,0.2373,5.0,5.0,11.91,21.31,1
14489,44.0,17932.9,0.0926,2.0,1.0,5.23,37.18,0
19395,71.05,8941.9,0.4538,7.0,8.0,15.0,7.52,1
13635,84.43,14881.2,0.376,8.0,8.0,12.94,27.48,0
15368,48.49,16437.6,0.0786,2.0,0.0,2.29,30.54,0
12706,87.1,12725.6,0.3876,5.0,4.0,11.01,2.27,1
12340,69.11,10793.6,0.3068,5.0,3.0,5.24,20.17,0
12195,99.62,10976.4,0.4613,7.0,7.0,16.8,1.8,1
13925,70.96,15081.6,0.196,2.0,2.0,9.54,26.92,0
16350,80.45,11559.3,0.2434,5.0,4.0,5.96,14.22,1
10490,78.86,10257.9,0.3677,7.0,7.0,14.56,16.68,1
15411,74.56,7144.8,0.2743,6.0,5.0,15.45,7.41,1
11206,62.94,15491.0,0.1573,5.0,4.0,3.77,37.19,0
12738,96.82,10592.6,0.5423,10.0,8.0,20.42,9.26,1
18327,73.44,12626.2,0.1286,2.0,3.0,10.49,19.33,0
10217,42.88,3456.5,0.0453,2.0,0.0,3.58,2.75,0
19322,66.2,9209.2,0.3681,5.0,3.0,13.29,6.27,0
16925,376.25,140735.5,-1.8349,9.5,161.0,118.66,43.83,0
16025,80.55,18413.2,0.2977,7.0,4.0,11.95,30.39,0
14564,60.7,8535.8,0.0917,6.0,4.0,7.33,1.62,0
18216,104.68,12162.2,0.5198,10.0,8.0,19.62,11.3,1
10360,63.47,10507.4,0.178,3.0,2.0,3.93,7.74,0
19896,68.98,16198.9,0.2337,5.0,4.0,8.07,37.64,0
18124,141.03,-46437.1,2.559,188.8,182.1,-50.7,68.91,0
14965,72.92,7476.6,0.4292,7.0,7.0,15.15,4.54,1
17970,55.31,12505.1,0.1334,2.0,1.0,3.7,3.61,0
10956,54.52,11443.2,0.0908,2.0,1.0,6.07,17.14,0
18675,53.31,9170.7,0.054,1.0,1.0,3.87,3.49,1
18314,49.19,15831.6,0.1168,0.0,1.0,3.77,15.24,0
16616,51.59,18905.6,0.0837,1.0,1.0,4.87,32.51,0
11667,78.48,8667.3,0.3468,4.0,6.0,9.97,13.45,1
16302,74.25,16904.4,0.3434,5.0,5.0,14.66,14.85,1
15191,75.84,17895.0,0.3552,8.0,4.0,15.97,23.86,0
16966,77.91,12612.5,0.3687,6.0,5.0,13.85,20.72,0
17198,80.72,11447.6,0.3207,6.0,5.0,17.05,17.16,1
18382,78.4,5597.4,0.4394,5.0,4.0,12.19,11.27,1
14678,57.1,16078.1,0.2146,5.0,3.0,10.93,34.29,0
10789,51.76,15531.0,0.1674,1.0,1.0,1.29,22.69,1
15251,71.46,9951.8,0.2214,6.0,4.0,10.68,2.75,1
12581,63.31,9853.8,0.1413,5.0,5.0,14.29,12.91,1
12687,108.1,16648.6,0.6233,10.0,9.0,19.01,30.83,0
17342,77.55,10746.5,0.3391,5.0,5.0,10.36,4.34,0
16869,67.16,16193.0,0.2284,5.0,3.0,6.0,28.65,0
16884,90.12,8228.6,0.4494,6.0,9.0,16.08,20.94,0
18598,65.85,9886.5,0.1925,3.0,4.0,8.48,23.97,0
12545,58.36,20567.4,0.1712,4.0,3.0,9.36,36.38,0
19192,66.45,12623.0,0.3592,7.0,6.0,16.77,12.38,1
13530,77.64,15852.9,0.2702,4.0,4.0,7.17,22.16,0
18833,95.69,11906.0,0.33,9.0,7.0,21.7,17.95,0
18865,100.4,6641.4,0.46,9.0,7.0,18.75,13.93,1
17526,67.15,14592.6,0.1291,3.0,2.0,5.89,26.71,0
13735,66.31,18301.3,0.3286,4.0,5.0,7.58,32.96,0
17297,57.01,10894.2,0.0836,2.0,3.0,5.24,17.21,0
13226,43.42,14576.2,0.0,1.0,1.0,3.06,18.21,0
19667,88.85,14247.5,0.3936,8.0,7.0,21.36,22.54,1
19018,54.11,9597.9,0.1716,3.0,1.0,9.9,3.02,0
14014,74.21,8003.6,0.4839,7.0,6.0,12.46,6.56,0
14596,58.59,15194.6,0.2743,4.0,3.0,8.32,17.73,0
10613,63.14,16565.5,0.1994,4.0,3.0,5.89,28.05,0
18505,83.03,9933.5,0.3306,7.0,6.0,13.12,4.8,1
10204,84.66,10413.1,0.4101,6.0,5.0,9.62,25.05,0
11055,69.45,14384.2,0.2674,6.0,5.0,9.46,21.47,1
15461,47.13,8325.3,0.224,1.0,2.0,8.08,5.53,0
11121,41.01,10209.5,0.0,2.0,1.0,3.87,2.42,0
14677,75.75,11482.9,0.3233,6.0,3.0,9.76,10.54,0
13095,32.11,18597.2,0.0325,0.0,0.0,0.0,24.82,0
19942,77.53,14551.4,0.3033,8.0,5.0,12.73,14.32,0
15796,74.16,16947.3,0.2035,5.0,5.0,13.07,35.3,1
19821,86.91,13401.4,0.3004,8.0,7.0,9.65,21.25,0
13976,81.35,14095.0,0.3026,6.0,4.0,11.87,20.07,0
14879,45.05,11866.7,0.1044,3.0,2.0,3.49,26.02,0
18046,79.85,14004.1,0.4469,7.0,4.0,14.2,32.27,0
17924,53.82,17616.2,0.1444,2.0,3.0,5.51,37.67,0
10614,77.14,13078.9,0.3291,6.0,5.0,13.99,15.01,0
18710,66.08,7762.9,0.2898,4.0,3.0,2.79,6.04,1
14152,71.59,9255.1,0.2352,5.0,4.0,13.63,11.56,0
18769,70.08,16601.4,0.3534,7.0,4.0,11.04,27.38,0
10989,76.14,13635.6,0.3,6.0,5.0,17.64,35.01,0
13476,84.0,10965.0,0.404,6.0,6.0,15.17,5.23,1
18337,78.3,16254.1,0.4142,8.0,7.0,12.2,34.25,0
17359,65.32,9603.4,0.3727,4.0,4.0,16.04,16.44,1
14059,74.3,7790.1,0.3072,4.0,4.0,12.53,1.03,1
11918,85.7,16889.5,0.3469,7.0,6.0,13.63,38.43,0
16032,87.26,12384.6,0.5093,7.0,9.0,13.65,25.08,0
15877,69.05,12164.9,0.3198,5.0,4.0,11.49,11.82,1
12363,54.85,11566.5,0.2521,2.0,2.0,3.8,7.1,0
11882,65.55,15460.0,0.3885,6.0,4.0,11.05,9.7,1
12739,75.13,10102.9,0.3008,6.0,5.0,9.61,23.46,0
11593,54.83,10749.8,0.245,3.0,2.0,7.61,4.42,0
18179,86.21,14012.9,0.3424,7.0,7.0,13.61,38.01,0
17664,61.81,13259.6,0.2218,3.0,2.0,5.12,10.67,0
10014,99.15,12321.7,0.4477,9.0,8.0,16.17,31.84,0
15760,56.43,16474.3,0.2717,3.0,2.0,9.26,27.62,1
16300,357.25,184633.7,-0.4726,190.2,-20.7,188.58,64.47,1
14466,50.81,10658.5,0.3108,6.0,4.0,13.74,7.41,0
14804,82.58,16071.8,0.4219,7.0,6.0,13.99,31.03,0
13677,68.22,11513.4,0.3341,5.0,3.0,6.52,20.88,0
16718,364.62,29784.7,2.1321,24.7,215.7,-64.35,24.84,0
17811,69.78,16906.5,0.4297,6.0,5.0,10.89,17.86,1
14164,82.49,10527.4,0.356,6.0,5.0,9.49,4.07,1
12525,77.62,18460.2,0.2531,3.0,4.0,8.42,33.86,1
18843,86.04,13243.9,0.5264,9.0,8.0,12.92,29.63,0
19431,85.04,11988.3,0.5123,9.0,7.0,17.13,21.93,1
14973,40.3,10558.1,0.0,0.0,0.0,0.0,9.45,0
13537,70.46,13854.1,0.3283,5.0,5.0,13.68,30.46,0
18531,56.1,14052.8,0.2654,3.0,3.0,8.14,39.08,0
10994,87.79,17664.4,0.3211,7.0,5.0,10.83,27.94,0
15244,50.28,15136.4,0.22,2.0,2.0,5.03,33.1,0
14565,71.4,14253.8,0.2225,4.0,3.0,6.85,18.13,0
17043,76.45,16971.0,0.1612,7.0,3.0,10.25,39.31,0
12013,52.63,17128.9,0.1536,2.0,2.0,6.11,23.92,0
18759,47.04,7234.3,0.0054,0.0,0.0,2.88,8.59,0
13477,58.48,13594.5,0.0104,1.0,0.0,0.6,10.95,0
16085,58.9,18980.2,0.2117,2.0,2.0,7.55,26.92,0
19254,52.85,14218.1,0.1093,3.0,2.0,5.67,7.25,1
16363,67.84,19144.2,0.3286,5.0,3.0,10.41,37.19,0
16010,88.92,17911.8,0.3665,9.0,6.0,18.0,8.68,1
16621,83.67,17836.5,0.3433,7.0,4.0,12.26,37.45,0
15000,63.53,13198.1,0.0371,4.0,2.0,6.45,7.47,1
13378,67.01,20028.9,0.2239,4.0,1.0,8.4,36.45,0
19798,75.14,15133.8,0.2624,3.0,4.0,15.52,27.29,0
12569,75.0,14681.8,0.257,4.0,3.0,13.82,32.22,0
10510,130.12,18276.1,-2.1595,240.0,241.0,142.98,53.0,0
17017,68.76,8218.4,0.1871,4.0,2.0,9.08,18.71,0
18345,97.24,19176.0,0.4436,8.0,8.0,23.15,24.21,0
16707,72.15,7896.6,0.3236,5.0,4.0,14.05,7.33,1
17390,76.83,14588.9,0.3088,8.0,4.0,13.44,20.43,0
17428,63.88,9066.0,0.1801,3.0,3.0,10.17,9.04,0
10002,93.45,14217.1,0.5153,8.0,7.0,21.38,20.54,1
14141,70.22,19233.6,0.3039,6.0,4.0,10.25,34.57,0
14817,71.59,13009.3,0.4074,4.0,5.0,13.23,15.09,1
19533,-74.59,-26091.3,2.0467,226.7,2.3,122.66,62.69,1
10590,50.42,7973.1,0.1447,3.0,0.0,5.6,17.94,0
12767,57.99,16739.1,0.0596,4.0,4.0,6.34,8.27,0
13515,79.9,16334.8,0.3293,7.0,5.0,10.68,34.57,0
15414,85.11,17178.7,0.4028,7.0,6.0,14.09,37.34,0
11479,62.19,16817.0,0.1917,5.0,3.0,6.96,26.29,0
13454,50.03,15052.5,0.13,3.0,2.0,0.84,22.25,0
12962,56.73,10573.1,0.1292,3.0,2.0,5.56,13.03,0
15318,90.53,16860.5,0.3614,9.0,7.0,12.87,17.52,0
10235,66.21,9449.9,0.3244,5.0,5.0,11.58,12.05,1
18869,69.89,7457.6,0.4468,7.0,6.0,9.16,1.48,1
15817,73.28,16316.3,0.2726,6.0,5.0,13.12,39.57,0
10350,73.33,14467.4,0.3446,6.0,4.0,11.03,8.03,1
19306,71.74,20531.7,0.4326,6.0,3.0,8.46,38.74,0
17031,80.72,12092.0,0.4002,7.0,7.0,7.88,2.73,1
15871,74.21,13600.6,0.3379,4.0,4.0,11.42,4.62,1
11545,41.03,15833.5,0.0,0.0,0.0,0.32,23.7,0
13474,99.62,16470.6,0.4613,7.0,7.0,16.8,36.04,0
15836,64.95,14944.8,0.1394,3.0,4.0,6.35,11.42,0
11020,68.25,10477.0,0.1863,5.0,2.0,12.37,24.09,0
14115,75.45,15658.0,0.3589,6.0,5.0,14.67,13.57,1
12809,65.88,14254.2,0.1963,5.0,3.0,7.41,20.68,0
17644,75.34,9869.2,0.3388,6.0,6.0,13.75,20.66,1
10513,55.07,14229.9,0.0941,2.0,1.0,4.1,21.95,0
12863,79.41,11531.4,0.4575,9.0,7.0,20.21,15.37,1
10478,58.49,14703.0,0.249,4.0,4.0,7.9,22.58,0
17887,101.51,11873.7,0.629,11.0,10.0,22.45,12.4,1
16721,68.02,8198.7,0.211,6.0,4.0,17.82,1.63,1
12822,75.06,13704.4,0.3433,7.0,4.0,11.49,24.27,0
11077,108.1,8580.9,0.6233,10.0,9.0,19.01,5.22,1
10665,84.37,19618.4,0.3343,6.0,5.0,18.09,36.1,0
15218,94.15,6563.3,0.5394,9.0,7.0,17.68,1.19,1
15445,49.51,15311.5,0.0114,2.0,0.0,0.41,2.78,0
14224,70.25,11233.7,0.4254,6.0,5.0,16.05,5.63,1
13361,60.05,19513.8,0.0603,3.0,3.0,5.57,37.54,0
15828,65.3,6227.9,0.2602,4.0,4.0,11.39,1.51,1
17929,54.36,17773.4,0.1447,4.0,2.0,7.54,28.3,0
11187,60.6,12658.0,0.3102,4.0,2.0,8.75,18.65,0
10945,72.53,12882.3,0.2596,7.0,5.0,13.37,14.83,1
17146,64.19,6081.2,0.271,4.0,2.0,9.94,18.4,1
16419,83.3,16890.8,0.6037,8.0,8.0,15.39,36.99,0
18168,56.03,12385.1,0.186,3.0,3.0,5.05,21.8,0
11387,71.3,17678.5,0.3738,6.0,4.0,13.85,37.32,0
17776,88.03,19571.2,0.4873,7.0,7.0,19.03,31.84,1
12707,66.36,14477.9,0.1937,4.0,5.0,10.6,8.25,0
19523,40.27,12730.7,0.2373,3.0,2.0,2.2,9.81,1
11851,48.14,10048.5,0.17,2.0,3.0,9.92,7.22,0
11640,85.87,9741.2,0.4094,6.0,4.0,15.95,13.57,0
17404,65.47,21018.4,0.3887,6.0,4.0,14.93,29.72,0
12506,53.12,17892.8,0.0398,2.0,2.0,3.52,33.79,0
15867,61.2,13143.6,0.1138,5.0,2.0,5.08,23.93,0
12485,100.09,14605.6,0.5795,9.0,10.0,18.0,36.73,1
16632,47.04,9815.5,0.0,0.0,0.0,0.0,8.54,0
12339,66.77,10676.3,0.1665,4.0,2.0,8.26,11.01,1
13948,72.94,13600.6,0.2497,6.0,4.0,12.78,16.22,1
13335,68.79,15278.0,0.078,5.0,3.0,7.75,21.46,0
19538,77.15,12919.7,0.4257,5.0,6.0,12.82,6.21,1
18302,94.65,9537.5,0.5216,11.0,9.0,15.22,4.18,1
10416,51.39,19771.1,0.0,1.0,1.0,6.15,37.23,0
13968,94.63,8673.7,0.4582,9.0,5.0,9.73,1.26,1
11351,100.16,16312.6,0.6024,11.0,9.0,20.64,28.35,1
16993,72.26,14470.3,0.1379,3.0,1.0,7.48,19.86,0
10144,39.41,13239.7,0.0,0.0,0.0,2.59,30.56,0
11638,35.42,10051.6,0.0106,1.0,0.0,0.15,7.17,0
16578,62.04,12165.4,0.2159,7.0,5.0,16.31,27.87,0
16594,51.79,11104.3,0.0771,1.0,0.0,0.0,11.41,0
10209,56.11,10234.2,0.0016,4.0,3.0,7.31,9.68,0
16877,70.63,20057.6,0.092,3.0,1.0,3.9,28.24,0
