vibration_x,vibration_y,vibration_z,vibration_axial,noise_level,temp_bearing_1,temp_bearing_2,temp_motor,temp_gearbox,temp_housing,current_phase_a,current_phase_b,current_phase_c,voltage_a,voltage_b,voltage_c,pressure_inlet,pressure_outlet,pressure_mid,rotation_speed,humidity,operating_hours,oil_quality_index,equipment_age_years,outdoor_installed,status
7.229,5.178,6.104,6.578,6.635,62.33,58.06,59.45,63.02,62.68,22.407,22.77,22.828,23.899,22.986,23.177,4.092,4.299,4.505,1512.7,52.9,8994.4,82.43,11.51,No,Warning
7.787,6.068,5.808,6.232,7.135,68.13,68.14,66.18,69.71,70.48,23.91,23.704,22.616,21.893,23.781,23.262,4.641,4.497,4.777,1437.5,46.6,2342.6,79.59,10.49,No,Warning
6.037,5.36,6.313,6.447,6.297,65.97,68.22,70.72,72.16,65.19,19.871,21.161,22.471,21.652,20.514,20.182,4.328,4.517,4.65,1469.3,45.3,961.3,100.27,5.34,No,Normal
6.647,6.315,6.788,7.582,7.364,68.34,66.54,64.19,68.57,70.21,22.057,21.34,21.968,22.413,22.443,23.039,4.486,4.409,4.461,1471.1,25.7,11877.9,98.97,10.02,Yes,Warning
7.538,7.026,7.48,8.276,8.993,73.95,70.18,76.18,73.51,76.74,23.704,23.338,24.013,22.311,24.283,22.413,5.403,5.043,5.42,1780.7,65.2,3859.1,77.49,3.43,Yes,Failure
7.387,7.815,6.539,6.42,7.352,76.14,74.17,69.56,74.02,70.55,23.75,24.49,23.479,23.233,24.537,23.988,4.631,4.653,4.75,1592.5,51.4,3957.8,71.24,0.5,No,Failure
5.33,5.406,4.756,4.807,5.622,70.02,67.82,73.23,69.91,68.63,22.52,22.111,22.649,22.043,22.751,21.714,4.364,4.339,4.586,1478.5,,7414.1,70.69,2.2,Yes,Warning
7.055,6.492,5.173,5.514,5.007,73.94,82.13,72.98,72.0,73.7,23.861,24.139,24.302,24.229,23.035,24.289,4.592,4.72,4.656,1607.1,,2033.2,68.2,1.18,No,Warning
6.964,6.17,7.056,6.881,7.497,67.77,70.09,67.17,67.26,67.89,23.229,23.605,23.417,24.13,24.93,23.925,4.353,4.541,4.46,1500.1,25.0,1653.0,69.86,8.92,Yes,Failure
7.66,6.466,6.65,7.088,6.142,70.12,69.4,70.3,69.96,71.51,21.268,22.504,22.145,21.642,21.899,21.943,4.657,4.691,4.921,1459.8,58.4,3126.5,86.72,13.17,No,Warning
7.667,7.89,8.09,7.728,7.577,65.8,63.86,64.35,68.05,63.59,21.181,21.422,20.939,21.195,20.818,19.947,4.657,5.038,4.84,1526.8,51.9,2237.9,87.76,6.52,No,Warning
6.757,6.437,4.995,6.634,6.298,59.07,58.69,60.15,61.22,62.39,22.066,21.414,22.904,22.357,22.374,22.33,4.295,4.204,4.456,1469.5,68.4,4089.5,97.55,14.98,No,Warning
6.354,5.758,4.778,4.919,4.949,63.12,57.55,64.02,58.18,59.14,23.677,23.648,23.7,22.973,23.756,22.897,3.926,4.147,4.046,1409.2,49.9,3116.1,65.15,0.88,No,Normal
5.908,4.967,4.961,5.504,5.268,73.77,70.46,74.72,74.67,77.92,22.229,21.2,22.895,22.197,22.366,23.378,4.702,4.325,4.662,1358.5,45.7,2051.6,86.05,14.79,No,Warning
5.121,6.168,5.256,6.183,6.192,64.22,61.76,65.62,65.68,62.66,20.407,20.883,21.287,20.93,21.945,21.047,4.419,4.503,4.257,1425.9,45.8,3227.6,93.96,6.24,No,Normal
6.63,6.65,6.444,6.217,7.175,69.59,63.2,61.6,69.2,64.22,21.102,20.679,22.182,21.943,22.387,21.558,4.574,4.381,4.273,1668.9,46.2,2240.7,84.35,13.61,Yes,Normal
6.763,6.025,6.171,6.836,6.941,71.6,69.27,68.88,69.95,71.65,19.517,20.361,21.613,20.365,20.759,19.487,4.471,4.783,4.999,1375.2,48.7,2289.6,92.02,11.82,No,Warning
6.638,5.595,4.497,5.789,5.411,73.7,69.19,70.54,73.81,70.59,20.932,,21.663,19.883,20.728,21.142,4.754,4.409,4.272,1623.7,45.7,3035.2,100.51,1.74,No,Normal
7.954,7.225,7.334,7.266,8.098,63.17,64.35,66.87,65.8,65.98,22.119,19.977,20.091,20.64,21.102,19.475,4.939,4.635,4.433,1603.0,39.5,1863.2,81.79,7.61,No,Warning
6.995,8.032,7.124,7.118,7.289,64.47,66.45,68.43,69.99,71.56,24.038,22.447,23.858,23.52,-44.99909240847471,23.188,4.917,4.543,4.912,1637.4,80.1,10070.7,74.14,4.44,No,Warning
7.421,6.716,7.239,7.314,6.747,64.68,67.46,67.96,64.53,65.58,23.411,22.936,23.321,22.528,22.963,22.531,5.154,5.02,4.908,1558.2,46.3,4215.7,76.72,11.51,No,Warning
7.789,6.761,7.948,7.153,7.358,62.04,61.19,61.12,58.61,64.1,21.981,23.304,22.074,23.518,21.913,21.927,4.264,4.518,4.54,1679.3,53.5,6549.1,73.52,6.08,Yes,Warning
5.723,5.511,7.101,5.696,4.888,62.21,59.65,62.17,60.84,62.76,22.577,,21.992,21.612,23.354,22.281,4.068,4.256,4.307,1583.6,41.5,3046.9,78.7,0.6,No,Warning
4.806,5.625,5.476,5.305,4.492,74.21,71.4,75.78,74.34,73.38,22.938,24.43,23.631,22.931,23.779,23.422,4.525,4.541,4.582,1511.4,45.2,2101.8,73.04,9.14,Yes,Warning
7.574,7.651,8.738,8.743,7.388,71.19,68.95,68.86,73.46,68.39,24.147,23.292,23.843,22.991,24.018,23.798,4.858,5.074,5.375,1356.5,39.3,5705.0,69.99,11.27,No,Failure
5.651,6.063,7.298,6.386,6.558,71.39,68.84,65.94,67.44,67.82,23.717,,21.908,22.554,22.095,22.773,4.658,4.843,4.475,1444.6,48.2,4320.0,86.05,10.68,Yes,Warning
6.114,4.973,5.561,6.391,5.463,62.33,68.78,64.82,67.38,65.57,24.017,23.52,24.105,23.956,23.737,24.17,4.346,4.274,4.317,1402.3,51.6,8509.1,68.64,13.23,No,Warning
5.402,6.455,6.201,5.491,6.363,72.69,71.18,65.55,74.67,74.33,24.142,22.738,22.578,22.733,22.743,22.492,4.563,5.153,5.068,1336.7,39.3,6949.3,81.49,5.94,No,Warning
6.592,6.344,6.246,6.52,5.779,65.06,69.11,68.97,64.67,67.63,20.176,21.297,20.296,21.53,21.044,20.042,4.488,4.613,4.552,1494.3,44.0,2667.7,96.67,5.43,Yes,Normal
4.119,5.827,5.156,4.617,6.939,75.28,77.27,75.29,73.62,73.46,23.395,23.57,23.004,23.615,22.97,23.492,4.195,4.6,4.326,1513.4,41.9,664.0,71.4,13.47,No,Warning
4.195,5.974,5.067,5.431,4.302,73.01,,71.95,74.0,69.68,20.004,22.0,20.796,20.12,20.263,20.518,4.425,4.524,4.571,1462.3,33.8,1524.7,91.79,6.71,Yes,Normal
6.825,7.968,7.518,7.837,8.197,65.84,67.82,65.8,65.17,66.96,18.428,18.677,19.693,20.524,19.748,19.154,4.634,4.627,4.827,1365.5,55.1,1557.0,109.21,2.87,No,Normal
6.696,5.909,6.891,6.35,6.493,62.96,64.2,64.17,67.84,65.36,20.448,20.224,20.067,20.44,21.194,20.195,4.436,4.452,4.61,1408.4,55.5,1934.4,104.75,3.28,No,Normal
7.396,7.52,8.078,7.67,7.737,67.69,70.73,66.27,69.2,72.29,20.089,20.38,21.899,19.851,21.364,20.861,4.91,5.043,5.095,1408.2,48.4,2644.6,96.47,10.12,Yes,Warning
8.139,7.813,7.785,7.804,7.951,77.49,72.98,70.63,73.65,75.16,23.392,22.996,23.317,23.684,24.103,23.059,5.041,4.879,5.177,1498.3,36.8,4681.8,82.71,13.07,Yes,Failure
7.055,7.363,7.962,8.118,8.32,74.7,63.83,68.03,69.4,71.62,22.871,23.96,23.329,23.104,23.461,21.616,5.053,5.169,5.042,1470.5,55.1,1348.6,54.64,7.23,No,Failure
5.872,5.5,5.193,5.011,5.888,65.28,70.8,66.61,67.87,69.86,22.481,21.889,20.774,21.23,21.165,21.371,4.445,4.548,4.186,1617.0,60.4,1873.9,86.54,2.65,No,Normal
5.502,5.375,6.954,6.672,6.338,69.15,64.62,67.82,67.72,67.14,21.448,20.609,21.881,20.275,21.546,21.946,4.589,4.59,4.599,1399.0,45.8,2827.3,94.93,10.89,No,Normal
5.081,7.094,6.416,6.563,6.444,66.69,71.06,67.25,75.15,68.17,20.924,21.088,21.526,19.995,20.083,19.506,4.563,4.577,4.379,1706.4,31.4,2940.9,105.2,11.11,No,Normal
8.599,7.784,8.106,7.595,7.605,58.99,57.58,62.18,59.68,60.5,22.126,21.708,22.136,21.341,22.187,21.431,4.293,4.377,4.656,1582.6,43.0,1207.6,75.51,1.84,No,Warning
6.751,6.15,7.781,7.053,7.073,72.23,70.16,73.69,70.06,70.79,23.146,22.629,23.313,21.818,-47.830454953659,24.577,4.649,4.704,4.794,1453.1,35.0,5553.5,80.39,8.62,No,Failure
4.913,5.104,4.806,4.815,4.933,74.47,72.19,72.85,68.73,72.22,20.778,19.977,20.564,20.609,20.771,19.875,4.475,4.503,4.339,1577.2,58.0,1128.1,105.45,12.78,No,Normal
6.344,5.733,6.204,5.874,6.338,64.49,65.92,66.89,64.68,67.4,22.905,22.839,21.627,21.631,22.035,22.706,4.618,4.595,4.558,1368.1,42.8,7817.6,82.62,12.3,No,Warning
6.937,7.117,7.749,6.48,7.744,65.04,64.52,69.93,67.24,66.41,21.908,22.18,22.617,22.443,21.255,21.913,5.061,4.948,4.71,1278.8,53.5,5295.8,81.68,4.49,No,Warning
5.036,4.701,5.946,4.483,4.285,79.34,73.7,74.57,73.68,73.98,21.944,22.65,22.639,21.547,22.713,22.381,4.719,4.605,4.507,1331.0,44.4,3323.5,94.89,7.19,Yes,Normal
7.175,7.458,6.975,6.712,6.677,63.39,61.64,64.06,62.49,68.24,23.029,,22.27,22.695,22.964,22.403,4.709,4.741,4.374,1491.5,43.1,2600.1,64.8,8.14,Yes,Warning
5.604,6.031,5.811,5.344,6.414,70.25,69.32,64.27,67.73,65.07,20.66,20.952,20.465,21.122,20.666,20.633,4.514,4.131,4.241,1563.7,48.3,2765.4,82.23,6.24,No,Normal
6.944,7.384,7.396,6.995,7.827,59.55,63.2,65.17,63.04,64.88,21.148,22.455,22.023,21.236,21.565,22.129,4.512,4.91,4.531,1504.5,55.6,3067.7,86.62,13.55,Yes,Warning
6.33,7.049,6.13,6.46,5.778,70.81,66.75,69.9,70.75,67.32,21.308,20.559,20.069,21.438,20.742,20.948,4.473,4.248,4.393,1448.6,51.4,7228.2,98.1,11.76,No,Normal
7.898,7.976,7.767,7.003,8.065,69.72,64.89,68.58,68.13,70.54,20.867,22.094,21.829,21.6,22.644,21.97,4.653,4.515,4.959,1358.3,36.3,7288.1,95.93,8.78,Yes,Warning
7.936,7.054,6.804,6.416,7.573,63.89,62.67,63.48,62.52,63.97,20.771,20.591,20.003,20.422,20.369,21.682,4.366,3.976,4.761,1519.4,46.6,668.7,91.01,12.76,No,Normal
6.776,6.584,6.851,7.057,6.793,63.65,66.15,60.88,64.64,63.07,22.193,23.689,22.823,22.769,23.607,22.823,4.256,4.317,4.409,1425.8,34.3,1168.9,71.2,11.24,No,Warning
6.86,6.59,6.085,6.352,7.222,63.17,62.41,56.56,60.68,60.36,21.69,21.512,21.013,21.245,22.735,22.569,4.147,4.584,4.367,1285.4,35.9,1518.5,86.39,9.98,Yes,Warning
4.489,5.272,4.504,3.861,5.318,69.08,64.06,65.04,61.05,66.07,20.41,20.06,20.168,20.326,20.895,21.237,4.618,4.079,4.161,1411.1,41.4,603.7,89.55,11.02,No,Normal
5.229,6.121,6.054,5.822,5.797,63.03,66.36,61.81,64.51,62.89,22.819,22.824,23.351,23.726,22.544,22.85,4.4,4.256,4.302,1388.8,54.1,669.8,85.3,3.04,Yes,Normal
5.427,7.283,6.643,6.447,6.474,61.8,62.5,64.53,63.54,61.28,23.225,22.421,24.795,24.831,23.861,23.901,4.5,4.403,4.168,1568.5,44.5,7444.8,53.16,13.57,No,Warning
6.7,6.378,4.599,5.199,5.018,67.14,66.71,61.66,67.15,64.73,20.052,19.34,20.912,20.78,20.63,20.496,4.44,4.214,4.175,1509.7,31.6,3754.1,99.14,11.62,No,Normal
7.517,8.172,8.798,8.647,6.813,67.76,68.62,67.37,70.79,64.75,23.581,22.18,22.666,22.795,22.756,22.542,4.885,5.232,5.051,1455.3,37.0,7980.4,88.77,4.3,Yes,Warning
7.735,7.371,7.681,7.331,7.668,62.52,61.62,63.29,67.35,62.7,20.684,20.528,20.743,21.018,20.576,20.676,4.347,4.933,4.925,1543.4,39.6,1120.6,98.67,1.73,No,Warning
7.432,8.552,8.135,8.58,7.027,65.41,69.65,67.36,65.97,65.11,23.319,23.034,23.981,23.457,22.67,22.676,4.717,4.846,4.827,1436.5,33.9,3111.7,75.79,11.88,No,Failure
7.942,7.537,8.196,7.403,7.628,70.33,66.94,64.78,65.35,69.55,21.832,21.923,22.154,21.506,20.677,21.29,4.88,4.521,4.822,1530.7,36.4,3371.3,86.39,12.78,No,Warning
4.607,5.626,5.156,5.872,6.301,61.31,56.54,60.42,60.84,56.87,21.655,21.996,21.569,22.207,20.903,21.222,4.047,3.956,4.35,1407.4,35.4,3220.6,85.56,10.01,No,Normal
8.104,7.054,6.231,6.877,6.553,74.14,73.78,68.83,73.05,74.18,21.362,20.31,20.346,19.081,20.856,20.328,4.971,4.907,4.938,1267.2,40.2,6465.8,88.45,10.67,Yes,Warning
7.16,5.722,5.499,5.288,6.496,70.4,69.71,72.39,72.39,74.59,21.883,22.468,21.507,21.547,21.848,22.253,4.873,4.527,4.886,1655.6,40.4,7957.0,,1.26,No,Warning
6.335,6.068,5.699,6.495,5.863,64.72,62.12,56.79,57.78,62.03,23.792,23.6,23.473,23.233,23.593,23.202,3.965,4.013,4.095,1522.1,36.4,2261.6,81.58,7.66,Yes,Warning
7.757,6.727,6.782,7.22,7.408,60.3,59.61,59.07,62.29,62.0,23.226,23.08,24.423,24.832,23.402,23.987,4.384,4.377,4.827,1496.1,65.7,4157.1,72.7,8.1,No,Warning
7.011,5.771,7.067,6.828,7.545,62.93,61.59,60.26,61.81,59.76,22.975,24.078,24.142,23.858,24.239,24.001,4.289,4.176,4.307,1297.1,39.1,737.9,60.26,7.99,No,Warning
6.396,5.736,6.579,5.975,6.164,69.25,68.66,68.85,73.88,73.56,20.993,20.176,20.37,20.357,20.108,19.878,4.396,4.552,4.338,1637.2,62.9,1199.4,97.79,6.58,Yes,Normal
8.097,7.825,7.449,7.331,7.389,66.38,69.52,71.88,69.85,70.26,21.297,19.985,20.812,19.48,19.489,20.743,4.982,4.857,4.915,1547.8,38.5,3715.5,107.7,12.94,No,Warning
7.539,7.184,6.996,7.837,7.887,72.2,74.3,71.66,71.19,74.07,21.702,21.976,22.271,21.649,22.063,21.824,4.918,5.029,4.739,1474.5,45.6,5416.4,80.4,9.33,Yes,Warning
5.845,5.91,4.936,5.351,5.497,65.88,70.42,68.14,68.62,69.86,22.419,22.856,22.875,23.18,23.237,23.185,4.363,4.487,4.063,1289.2,54.2,1132.9,77.6,13.56,Yes,Normal
6.458,6.213,7.675,7.682,7.718,63.07,61.71,62.76,63.87,61.63,24.206,23.027,24.064,23.505,-41.324891524065265,23.456,4.161,4.774,4.419,1529.4,34.5,2221.4,79.42,4.43,No,Failure
7.727,6.784,7.158,6.945,7.08,61.68,59.63,62.63,64.05,61.7,20.245,20.67,20.938,19.87,20.107,21.316,4.682,4.84,4.391,1452.5,44.5,1697.2,103.62,11.84,Yes,Normal
6.183,6.276,6.687,6.249,6.139,72.5,72.27,73.12,72.1,66.72,23.403,22.932,23.24,23.903,23.435,22.622,4.689,4.894,4.988,1678.2,,4021.8,70.93,14.37,No,Failure
6.488,6.052,5.631,6.353,5.455,75.08,73.03,73.77,74.11,74.91,23.603,24.42,23.275,24.328,23.62,23.133,4.871,4.648,4.762,1590.3,33.7,2185.4,69.9,10.47,No,Failure
5.887,6.002,5.522,5.88,5.724,68.02,65.79,66.77,67.61,67.69,22.837,24.442,24.196,23.709,24.263,23.794,4.838,4.555,4.443,1541.0,49.3,6773.7,77.88,7.73,No,Warning
7.226,7.637,7.217,7.373,7.119,59.81,62.73,57.78,63.04,64.73,21.445,21.337,22.296,20.281,20.09,21.555,4.256,4.146,4.477,1442.9,,5918.4,80.87,13.94,No,Warning
5.436,4.842,4.923,5.272,5.716,62.58,,61.8,65.46,63.39,20.507,20.426,19.472,20.601,20.747,21.073,4.193,4.407,4.4,1490.3,45.6,4704.3,108.02,4.33,Yes,Normal
6.947,5.706,7.106,6.794,6.289,70.02,66.0,64.79,62.24,64.79,23.237,22.808,22.835,22.703,22.936,21.912,4.632,4.742,3.983,1594.2,38.0,1076.9,74.08,2.09,Yes,Warning
8.282,7.844,6.364,6.386,6.576,67.02,68.48,67.55,67.43,67.28,22.102,20.868,21.111,21.313,21.111,20.285,4.802,4.603,4.818,1672.7,38.2,875.8,96.99,4.64,No,Warning
7.833,7.231,7.278,7.116,6.645,72.89,,76.55,75.28,68.04,22.301,23.385,23.289,22.846,22.259,22.565,4.72,5.289,4.778,1725.2,46.8,3248.8,75.56,9.95,No,Failure
7.321,7.496,6.49,7.214,7.403,61.52,64.11,64.47,66.01,62.1,20.142,21.066,21.754,20.629,21.692,21.705,4.8,4.508,4.901,1395.8,46.5,5039.4,104.81,7.14,No,Warning
6.347,6.195,6.967,5.126,6.247,73.27,68.91,77.94,70.38,69.51,23.384,23.515,22.117,24.461,23.385,23.034,4.546,4.415,4.854,1397.1,37.5,1926.2,75.17,3.8,Yes,Failure
6.786,6.835,6.709,7.306,7.673,64.11,66.5,61.24,62.95,68.43,22.33,22.897,21.735,21.88,22.479,21.815,4.742,4.383,4.593,1603.5,58.9,4385.5,84.33,14.63,No,Warning
4.928,4.669,4.817,5.324,5.633,75.4,73.37,75.15,75.08,73.6,20.202,20.989,20.149,21.671,20.926,20.793,4.281,4.522,4.566,1393.6,48.6,7621.3,96.4,4.32,No,Normal
4.966,5.854,5.786,5.718,5.525,66.12,64.99,69.9,67.22,70.45,19.417,20.466,19.596,19.856,19.857,20.196,4.429,4.382,4.365,1337.8,39.9,762.4,103.16,5.7,No,Normal
5.512,4.05,5.851,5.516,5.491,71.46,74.44,74.07,63.99,69.44,23.403,24.216,24.545,23.585,24.603,23.507,4.55,4.603,4.475,1677.6,47.3,2617.7,50.64,5.79,Yes,Warning
5.412,5.144,4.741,5.334,4.898,67.99,64.88,67.66,62.52,69.39,22.059,22.801,22.306,21.485,21.307,22.561,4.462,4.586,4.21,1539.4,76.6,1825.7,80.28,1.27,No,Normal
6.37,5.657,5.23,5.531,5.886,69.0,65.74,67.56,67.48,71.49,22.269,23.073,22.357,21.806,21.691,22.588,4.408,4.744,4.44,1539.8,40.5,3941.3,89.25,3.33,Yes,Warning
5.92,5.296,5.832,5.873,5.527,67.93,65.18,63.84,65.97,65.76,24.228,23.026,23.847,23.184,23.546,24.268,4.827,4.349,4.364,1658.6,36.2,2584.9,67.05,6.3,Yes,Warning
7.261,6.884,7.403,7.395,6.763,60.67,62.16,65.09,61.78,64.87,22.265,21.629,21.077,21.105,20.866,20.854,4.688,4.635,4.347,1459.4,54.6,1934.4,96.91,4.08,No,Warning
7.006,6.75,6.347,6.654,6.211,59.28,62.71,65.25,59.84,66.15,23.459,22.802,22.465,22.698,23.077,23.127,4.689,4.437,4.382,1572.3,62.5,2373.0,78.52,4.48,No,Warning
7.344,7.634,7.372,7.265,7.826,63.51,59.81,57.05,61.29,61.21,22.877,23.218,23.935,21.954,23.018,23.578,4.496,4.226,4.403,1406.7,56.5,2343.0,75.55,9.1,No,Warning
5.713,4.146,4.876,4.464,4.44,71.09,70.82,70.7,68.54,71.18,20.395,20.293,19.664,19.773,20.445,20.982,4.281,4.532,4.383,1700.0,38.3,1118.5,108.31,4.24,Yes,Normal
7.81,8.443,6.727,7.644,7.563,65.74,69.77,69.37,70.78,68.03,22.288,22.37,21.876,22.981,21.603,20.998,5.032,4.959,4.783,1450.0,46.4,1667.7,85.13,1.72,Yes,Warning
7.93,7.873,7.661,8.404,7.602,61.78,62.0,61.88,57.97,59.99,21.687,19.94,19.831,21.214,20.481,20.732,4.571,4.676,4.727,1461.0,41.8,3451.4,91.66,7.76,Yes,Normal
4.971,5.384,4.927,4.4,5.081,59.72,,59.14,65.41,60.16,24.26,23.804,23.567,24.776,23.766,23.321,4.316,3.928,3.997,1446.5,34.8,492.9,77.12,5.54,Yes,Normal
6.401,6.56,5.99,5.209,6.31,66.35,61.96,66.48,64.0,67.37,22.062,21.898,22.799,21.318,22.726,21.769,4.222,4.276,4.041,1436.6,45.2,3443.5,80.64,12.55,No,Normal
5.122,4.606,5.79,4.941,5.333,66.88,67.85,66.97,68.36,68.27,22.25,22.652,21.737,22.524,22.174,21.548,4.262,4.39,4.429,1475.1,38.9,1706.2,79.28,10.74,No,Warning
5.914,6.887,7.133,7.127,6.426,63.39,64.5,64.47,66.72,64.76,20.634,21.473,22.346,21.745,21.297,21.469,4.381,4.14,4.28,1273.0,41.1,728.9,94.79,14.98,No,Normal
5.356,5.66,6.356,5.641,5.663,70.57,70.55,69.91,69.41,71.24,20.845,20.964,20.469,20.55,21.281,20.161,4.326,4.382,4.265,1471.8,49.6,4600.7,97.97,10.87,No,Normal
6.402,5.396,6.36,6.41,5.64,67.53,70.03,68.59,69.86,70.0,21.608,21.357,20.203,20.471,19.354,20.616,4.539,4.549,4.701,1781.8,47.5,2583.5,104.93,9.74,Yes,Normal
4.643,5.284,5.061,4.535,4.259,61.94,65.62,63.09,60.13,61.35,23.154,24.661,24.432,23.333,23.243,24.104,4.099,4.213,3.897,1551.0,25.5,5639.9,64.35,12.29,Yes,Normal
6.311,6.936,7.024,6.727,6.483,76.06,73.84,77.54,69.97,73.65,21.33,20.268,21.819,20.706,20.358,20.638,4.781,4.643,4.851,1086.0,44.2,3086.7,92.72,6.25,No,Warning
5.341,3.814,4.144,5.104,4.081,67.76,67.0,68.59,67.4,72.78,21.516,19.964,21.28,19.559,19.845,20.405,4.59,4.396,4.322,1535.6,67.2,1155.0,82.6,7.42,Yes,Normal
5.844,5.651,5.722,5.242,5.804,68.33,68.45,72.1,68.43,65.03,23.174,23.208,23.781,23.578,24.853,23.069,4.22,4.527,4.372,1418.0,37.4,5076.6,75.48,1.99,No,Warning
8.567,7.728,42.289057803981954,7.342,7.773,70.97,67.28,69.49,67.55,67.08,22.225,22.435,22.313,21.578,22.378,22.142,5.053,4.585,4.803,1306.0,36.6,2376.3,85.25,11.72,No,Warning
7.85,8.323,7.936,8.195,7.795,68.04,70.33,71.52,68.09,74.02,24.409,24.658,23.719,22.818,24.154,24.435,4.986,4.877,4.987,1451.5,39.5,1400.9,77.11,12.63,No,Failure
7.653,6.704,7.449,7.611,7.915,74.2,,69.84,73.33,73.26,20.757,21.125,21.661,21.034,21.365,21.149,4.733,4.889,5.141,1237.4,59.4,4954.4,89.44,1.78,Yes,Warning
6.375,7.726,6.031,6.824,5.899,72.41,69.03,67.4,67.9,68.63,20.73,20.141,20.286,19.279,20.381,21.067,4.767,5.041,4.407,1582.3,53.8,3718.6,95.25,14.69,Yes,Normal
5.852,5.246,5.797,5.145,5.847,71.53,74.53,69.98,70.33,75.54,22.484,22.708,21.688,22.76,21.646,22.432,5.127,4.553,4.462,1489.6,49.4,22678.5,87.39,1.54,Yes,Warning
6.684,7.014,7.009,6.604,5.947,67.68,69.45,67.39,69.97,68.82,18.893,19.32,20.164,18.994,19.788,19.985,4.852,4.249,5.468,1505.5,27.7,4449.6,91.98,6.14,Yes,Warning
6.695,7.085,6.929,6.73,7.21,68.15,67.76,68.89,71.5,69.15,20.555,21.107,21.309,20.556,21.331,20.418,4.495,4.501,4.726,1498.2,52.6,6508.5,96.13,12.81,No,Warning
6.795,6.019,6.478,6.036,6.885,70.03,73.55,70.05,69.09,71.4,21.615,,22.043,20.82,21.614,22.312,4.955,4.636,4.802,1668.2,41.2,12491.2,95.89,5.51,Yes,Warning
6.422,6.835,6.521,7.098,6.861,72.78,72.86,71.4,71.2,71.6,21.62,21.49,21.721,22.651,21.584,22.923,4.812,4.958,4.664,1349.5,27.1,2294.7,75.78,1.34,No,Warning
7.131,6.338,7.048,6.804,7.66,68.26,68.79,68.95,69.22,69.03,20.242,19.811,20.481,20.555,20.731,19.978,4.543,4.465,4.85,1375.7,50.0,5201.5,96.04,12.01,No,Warning
5.103,5.755,4.993,5.993,5.412,62.07,65.79,65.01,66.29,66.13,23.963,22.192,24.11,22.784,22.921,22.338,4.574,4.207,4.327,1577.2,36.9,2200.0,78.91,9.6,No,Normal
7.551,7.441,7.636,7.09,7.591,63.01,63.6,64.78,65.54,65.65,24.036,22.079,22.391,22.388,22.949,22.223,4.912,4.668,5.014,1617.7,42.0,3552.5,96.88,8.0,No,Failure
6.264,6.936,7.262,7.52,6.458,66.27,67.01,70.58,67.61,67.9,20.737,21.456,22.011,22.07,21.933,20.792,4.947,4.674,4.95,1344.5,43.8,7028.4,81.23,7.65,Yes,Warning
6.945,7.15,6.182,7.333,6.206,68.58,70.21,67.97,69.67,67.4,23.697,22.404,22.491,22.328,104.78513737488518,23.33,4.623,4.991,4.56,1409.4,38.5,3598.7,98.06,6.39,Yes,Warning
7.654,6.696,7.02,6.927,7.343,66.38,71.3,70.28,70.67,69.04,22.481,22.588,22.675,22.552,23.45,22.197,4.844,4.631,4.846,1503.5,53.9,3377.1,73.7,2.63,No,Warning
6.121,7.0,7.008,5.64,6.65,73.24,71.22,73.58,71.02,68.22,20.706,21.305,20.953,20.534,21.698,21.193,5.014,4.717,4.759,1741.2,37.5,4371.8,108.9,4.09,Yes,Warning
8.137,8.352,7.013,8.261,7.884,68.6,65.07,67.09,68.34,66.35,24.383,23.529,24.894,22.579,23.025,23.316,4.7,4.642,4.941,1484.2,,6499.5,70.58,12.84,No,Failure
5.351,5.069,6.055,5.559,5.957,74.5,65.74,71.04,73.76,71.79,23.404,23.716,23.575,24.147,24.413,24.744,4.397,4.664,4.378,1407.0,46.5,4068.7,83.13,9.67,No,Warning
5.062,5.483,6.415,6.531,5.998,59.16,64.26,67.68,61.44,65.54,22.354,23.844,23.239,23.434,23.48,23.6,4.394,4.295,4.488,1288.1,51.1,1769.2,71.55,7.98,No,Normal
6.583,5.937,6.804,6.249,6.152,71.59,75.5,77.83,74.62,72.72,20.532,20.946,19.405,20.028,20.674,20.995,4.914,4.761,4.92,1436.3,25.6,4066.3,,12.58,No,Warning
6.671,6.069,6.257,4.525,6.895,64.85,67.58,65.09,65.6,67.1,21.11,18.963,21.322,20.189,20.205,20.935,4.572,4.878,4.681,1403.9,31.6,2049.2,105.29,12.16,No,Normal
7.7,7.64,7.159,7.109,6.915,60.27,66.16,68.63,61.9,62.57,23.085,23.105,23.492,22.123,20.797,22.583,4.578,4.67,4.499,1316.5,50.8,2385.7,73.62,12.19,Yes,Warning
6.465,6.028,5.572,5.915,6.585,65.54,69.42,66.02,64.57,64.98,23.778,23.221,22.771,23.169,23.606,23.197,4.568,4.501,4.563,1458.2,48.0,5674.8,73.95,0.55,Yes,Warning
6.198,7.17,6.522,6.729,6.828,67.39,65.65,65.57,65.76,68.03,19.951,19.961,18.682,19.74,20.127,19.701,4.466,4.326,4.509,1500.5,49.4,2083.5,100.07,11.56,No,Normal
4.896,5.719,5.251,5.277,5.699,63.5,65.08,63.91,68.16,68.45,22.703,23.01,23.267,22.395,23.054,22.7,4.306,4.361,4.113,1419.1,36.7,1289.8,78.1,13.19,Yes,Normal
5.493,6.653,7.235,6.401,7.318,72.2,74.71,76.14,77.76,75.67,21.816,21.38,22.821,22.646,22.152,21.995,5.17,4.678,5.102,1548.4,17.8,2898.4,76.74,6.82,No,Warning
