emp_id,age,department,business_travel,distance_from_home,education_level,marital_status,monthly_income,num_companies_worked,overtime,total_working_years,years_at_company,job_satisfaction,environment_satisfaction,work_life_balance,performance_rating,attrition
10421,57,R&D,Travel_Rarely,4.2,4,Single,6030.0,2,No,24.7,17.1,2.0,1,,3,No
10405,39,R&D,Travel_Rarely,21.6,5,Married,5480.0,7,No,19.1,4.9,2.0,3,1.0,3,No
10680,57,Sales,Travel_Rarely,13.8,3,Single,6700.0,3,No,27.2,16.3,3.0,4,3.0,3,No
10266,43,R&D,Travel_Rarely,20.4,2,Single,4220.0,1,Yes,14.0,13.3,3.0,3,,4,Yes
10880,45,Sales,Non-Travel,1.5,4,Married,5130.0,3,No,20.6,15.1,2.0,1,1.0,3,No
10293,58,Sales,Travel_Rarely,26.4,5,Married,6140.0,5,Yes,26.6,7.4,4.0,4,1.0,1,No
10222,38,R&D,Travel_Rarely,1.7,2,Single,3800.0,2,No,12.4,10.3,3.0,4,3.0,1,No
10828,55,Sales,Travel_Frequently,5.1,1,Divorced,6530.0,4,No,32.3,14.8,4.0,4,1.0,3,No
10236,48,Sales,Travel_Rarely,3.3,3,Married,5660.0,2,No,25.2,21.8,1.0,1,2.0,2,No
10526,32,Sales,Travel_Rarely,18.2,4,Divorced,2440.0,6,No,8.2,0.7,,4,4.0,3,Yes
10193,44,Sales,Travel_Rarely,3.7,4,Married,4960.0,3,Yes,17.5,12.8,3.0,2,1.0,4,Yes
10322,24,R&D,Travel_Rarely,7.4,1,Married,3300.0,5,No,3.5,1.2,1.0,4,2.0,3,Yes
10050,51,Sales,Travel_Rarely,5.6,2,Married,5430.0,2,No,24.2,19.0,3.0,3,3.0,2,No
10892,48,Sales,Travel_Rarely,7.2,4,Married,6130.0,6,No,27.1,12.9,2.0,2,3.0,4,No
10003,46,Sales,Travel_Frequently,17.2,5,Single,5930.0,2,Yes,23.9,21.4,1.0,3,3.0,3,No
10818,24,HR,Travel_Frequently,28.6,4,Married,2350.0,1,Yes,5.3,5.3,1.0,4,3.0,2,Yes
10371,33,HR,Travel_Frequently,5.1,3,Married,4100.0,2,No,12.8,8.9,1.0,1,2.0,3,No
10922,42,R&D,Travel_Rarely,1.0,3,Married,4650.0,6,No,18.6,8.7,2.0,1,2.0,2,No
10250,21,R&D,Travel_Rarely,12.9,2,Married,2730.0,4,No,0.7,0.0,4.0,4,3.0,3,No
10549,40,HR,Travel_Rarely,10.8,4,Single,5720.0,2,No,20.7,13.5,4.0,1,2.0,3,No
10433,53,R&D,Travel_Rarely,6.3,4,Single,5820.0,6,No,23.4,1.7,4.0,4,2.0,4,No
10939,38,R&D,Travel_Frequently,25.6,2,Single,4140.0,4,Yes,16.6,10.0,4.0,4,3.0,3,No
10508,29,Sales,Travel_Rarely,5.9,3,Divorced,2720.0,5,No,6.4,2.4,3.0,4,1.0,4,No
10034,42,Sales,Travel_Rarely,21.1,3,Single,4980.0,3,No,17.2,8.2,4.0,4,3.0,4,No
10205,38,R&D,Travel_Frequently,2.9,4,Married,4580.0,4,Yes,14.6,8.1,2.0,2,4.0,3,Yes
10890,30,R&D,Non-Travel,6.0,5,Married,3110.0,0,No,7.3,6.1,4.0,2,4.0,2,No
10589,53,R&D,Travel_Rarely,10.8,1,Divorced,6510.0,2,Yes,26.3,19.1,3.0,3,1.0,4,No
10731,49,Sales,Non-Travel,9.3,3,Divorced,5180.0,4,No,21.0,11.0,3.0,4,2.0,3,No
10078,29,Sales,Travel_Rarely,5.0,3,Single,3260.0,2,No,5.0,4.5,1.0,4,1.0,2,No
10085,45,Sales,Travel_Frequently,9.2,1,Single,6070.0,5,No,26.2,10.6,4.0,1,4.0,3,Yes
10306,25,R&D,Travel_Frequently,17.2,5,Married,2990.0,3,No,3.1,2.6,3.0,4,4.0,3,No
10083,26,Sales,Travel_Rarely,18.3,2,Married,2840.0,3,No,4.2,1.9,2.0,1,2.0,3,No
10449,40,R&D,Travel_Frequently,12.3,1,Divorced,5230.0,1,Yes,18.3,13.3,4.0,1,1.0,4,Yes
10998,34,R&D,Travel_Rarely,6.2,5,Married,4400.0,3,No,11.0,6.9,4.0,3,4.0,4,Yes
10752,25,Sales,Travel_Frequently,27.4,3,Married,3330.0,4,No,4.7,1.6,3.0,4,3.0,3,Yes
10532,26,R&D,Travel_Frequently,9.3,2,Single,2520.0,3,No,6.1,2.1,4.0,4,4.0,3,No
10324,56,R&D,Non-Travel,11.9,1,Single,6600.0,2,Yes,29.7,24.0,4.0,1,2.0,3,No
10496,36,R&D,Travel_Rarely,7.1,1,Divorced,3910.0,1,No,10.9,9.0,3.0,4,3.0,4,No
10911,50,R&D,Travel_Rarely,12.8,4,Married,,1,No,26.3,20.0,2.0,4,3.0,4,No
10006,54,Sales,Travel_Rarely,4.9,1,Married,6920.0,2,No,31.3,26.1,2.0,2,2.0,1,No
10426,27,Sales,Travel_Rarely,5.9,2,Single,3220.0,2,No,5.3,3.5,3.0,1,2.0,4,No
10491,57,R&D,Non-Travel,27.1,5,Single,6440.0,3,No,31.5,18.2,4.0,2,2.0,1,No
10098,47,Sales,Travel_Frequently,5.3,3,Single,6050.0,2,No,24.2,19.1,4.0,2,4.0,3,No
10762,42,R&D,Travel_Rarely,15.9,2,Single,4180.0,1,No,15.6,12.8,4.0,2,1.0,4,No
10423,50,HR,Travel_Rarely,14.8,5,Married,6690.0,1,No,24.7,20.1,2.0,1,4.0,2,No
10886,49,R&D,Travel_Rarely,6.7,2,Married,5170.0,3,No,16.4,9.4,3.0,4,4.0,3,No
10282,39,R&D,Travel_Rarely,6.9,5,Divorced,5320.0,3,No,20.6,16.0,4.0,1,,3,No
10267,37,R&D,Travel_Rarely,10.4,1,Single,3760.0,2,Yes,10.1,6.4,3.0,3,2.0,4,Yes
10443,25,Sales,Travel_Rarely,6.5,1,Married,2650.0,1,No,4.3,3.9,3.0,4,2.0,4,No
10746,34,Sales,Travel_Rarely,4.1,5,Single,3330.0,4,Yes,9.4,4.6,3.0,3,4.0,2,No
10383,57,R&D,Travel_Rarely,12.5,5,Married,8230.0,1,No,37.4,23.7,1.0,2,3.0,3,No
10693,57,Sales,Travel_Rarely,3.2,2,Single,,6,Yes,33.9,4.8,4.0,4,1.0,3,No
10894,59,R&D,Travel_Rarely,19.8,3,Single,5940.0,6,Yes,24.6,5.9,2.0,3,1.0,4,Yes
10535,43,Sales,Travel_Frequently,6.1,5,Single,4820.0,5,No,17.8,6.6,4.0,4,1.0,1,Yes
10119,29,HR,Non-Travel,9.4,5,Divorced,2520.0,3,No,2.5,2.2,1.0,3,4.0,4,No
10389,55,HR,Travel_Rarely,3.0,2,Married,6420.0,2,Yes,22.7,15.9,2.0,1,,2,No
10251,27,HR,Non-Travel,19.9,2,Divorced,2590.0,5,No,4.1,2.3,1.0,3,2.0,2,Yes
10944,38,Sales,Travel_Rarely,12.6,2,Married,3140.0,2,Yes,10.2,9.0,1.0,4,1.0,3,Yes
10454,20,R&D,Travel_Frequently,8.4,4,Single,1820.0,4,No,0.0,0.0,4.0,2,2.0,3,Yes
10010,23,Sales,Travel_Frequently,24.3,3,Married,1630.0,3,Yes,0.0,0.0,1.0,1,2.0,4,Yes
10197,33,R&D,Travel_Rarely,13.6,1,Married,4030.0,2,No,12.2,7.5,3.0,1,2.0,3,No
10619,22,R&D,Travel_Frequently,8.2,5,Single,2060.0,1,No,0.0,0.4,1.0,2,1.0,4,Yes
10082,37,R&D,Travel_Frequently,7.4,1,Divorced,5150.0,2,No,15.1,12.6,4.0,3,2.0,2,No
10399,31,Sales,Travel_Rarely,10.5,4,Married,4080.0,1,No,8.0,6.7,4.0,4,4.0,3,No
10502,46,R&D,Travel_Rarely,3.1,4,Married,,3,No,19.4,13.1,3.0,1,4.0,3,No
10635,27,Sales,Travel_Rarely,2.1,3,Divorced,3740.0,4,No,7.1,5.1,4.0,3,4.0,3,No
10240,45,Sales,Travel_Frequently,4.1,5,Married,4860.0,2,No,19.5,13.9,4.0,2,1.0,2,No
10310,24,R&D,Travel_Rarely,13.5,2,Divorced,2780.0,2,No,8.2,5.7,3.0,1,1.0,4,Yes
10212,48,R&D,Non-Travel,1.0,4,Married,5540.0,2,Yes,22.0,16.2,2.0,2,3.0,3,No
10835,54,Sales,Travel_Frequently,6.7,4,Single,7620.0,2,No,35.3,33.3,2.0,3,1.0,4,No
10381,20,R&D,Travel_Frequently,2.5,1,Single,2150.0,4,No,0.0,0.0,1.0,1,3.0,3,Yes
10602,51,HR,Travel_Frequently,11.2,2,Single,,1,Yes,25.4,21.7,3.0,3,,4,No
10228,43,R&D,Travel_Rarely,5.1,5,Divorced,4190.0,4,Yes,14.8,8.8,1.0,3,2.0,2,No
10874,24,Sales,Travel_Frequently,13.6,3,Married,2830.0,3,No,3.6,2.5,2.0,4,2.0,2,Yes
10360,49,R&D,Travel_Rarely,122.0,1,Divorced,5630.0,6,No,23.0,3.5,2.0,2,3.0,3,No
10814,31,Sales,Non-Travel,6.3,1,Married,3300.0,2,Yes,8.0,8.2,3.0,4,3.0,2,No
10178,26,HR,Non-Travel,21.5,2,Married,2470.0,4,No,6.3,1.6,2.0,3,2.0,4,No
10995,41,R&D,Travel_Rarely,3.2,3,Married,4600.0,2,Yes,15.6,12.9,2.0,3,4.0,3,No
10757,49,R&D,Travel_Frequently,11.3,2,Divorced,6280.0,3,No,26.2,12.7,2.0,1,1.0,3,No
10494,44,R&D,Travel_Rarely,6.5,4,Married,4000.0,3,No,15.5,8.5,1.0,4,2.0,2,No
10335,38,R&D,Travel_Rarely,2.6,1,Single,4380.0,7,No,13.2,1.9,4.0,3,4.0,3,No
10893,40,HR,Travel_Rarely,5.2,3,Married,4210.0,5,No,12.9,8.6,4.0,4,4.0,3,No
10008,47,R&D,Travel_Rarely,6.5,3,Married,6430.0,2,Yes,23.2,18.0,1.0,3,1.0,4,No
10156,46,R&D,Travel_Frequently,6.2,5,Married,5820.0,1,No,20.0,17.5,4.0,2,1.0,3,No
10843,56,HR,Non-Travel,10.8,1,Married,5810.0,1,No,24.4,20.7,2.0,1,1.0,2,No
10751,58,Sales,Non-Travel,10.5,1,Single,5730.0,0,Yes,25.5,22.5,1.0,2,2.0,3,No
10942,36,Sales,Travel_Rarely,33.6,5,Single,,2,No,11.4,6.5,3.0,4,3.0,3,No
10483,30,R&D,Travel_Rarely,1.9,1,Single,3080.0,3,No,7.1,4.6,1.0,3,1.0,4,Yes
10847,26,R&D,Travel_Rarely,15.2,4,Married,2930.0,4,No,7.5,5.2,1.0,2,1.0,2,Yes
10750,26,HR,Travel_Rarely,32.8,5,Married,3690.0,6,No,5.2,0.5,1.0,3,3.0,4,No
10904,55,Sales,Travel_Frequently,4.6,4,Married,6820.0,2,Yes,26.1,16.0,1.0,3,3.0,3,No
10592,56,Sales,Non-Travel,10.5,5,Single,6550.0,4,Yes,29.0,20.8,4.0,4,4.0,1,No
10953,44,Sales,Travel_Frequently,2.7,3,Single,,3,Yes,20.1,15.5,1.0,3,1.0,2,Yes
10581,23,Sales,Travel_Rarely,9.6,2,Married,3010.0,1,No,3.5,1.9,4.0,3,2.0,3,No
10440,35,Sales,Travel_Rarely,3.1,5,Divorced,3430.0,6,No,8.0,3.3,4.0,1,4.0,3,No
10543,27,Sales,Travel_Rarely,21.0,3,Divorced,2280.0,1,No,6.7,5.8,1.0,1,2.0,3,No
10597,43,R&D,Non-Travel,1.4,1,Single,,6,Yes,15.1,6.9,4.0,2,1.0,3,No
10724,24,R&D,Travel_Rarely,7.5,1,Married,2780.0,2,Yes,1.9,1.2,4.0,3,2.0,3,No
10678,23,Sales,Travel_Frequently,17.3,4,Married,2840.0,6,No,3.5,1.4,3.0,2,3.0,3,Yes
10479,46,R&D,Travel_Rarely,11.5,1,Single,5260.0,3,Yes,20.1,12.6,3.0,3,2.0,3,No
10229,41,R&D,Travel_Frequently,18.6,4,Married,4830.0,5,Yes,16.2,7.7,2.0,4,1.0,3,No
10975,25,Sales,Non-Travel,8.0,1,Divorced,2700.0,2,No,3.7,2.3,3.0,3,4.0,3,No
10815,51,Sales,Travel_Rarely,1.0,4,Married,4940.0,4,No,19.3,9.1,1.0,2,3.0,3,No
10213,51,Sales,Travel_Frequently,1.4,1,Married,6180.0,1,Yes,28.9,25.8,4.0,3,4.0,3,No
10080,46,Sales,Travel_Frequently,15.4,5,Married,5440.0,4,No,21.4,14.8,3.0,2,2.0,4,No
10149,52,HR,Travel_Rarely,8.7,5,Married,6560.0,1,No,27.5,20.0,1.0,3,,3,No
10303,20,Sales,Travel_Frequently,6.2,3,Married,2020.0,3,Yes,0.0,0.9,,3,2.0,3,Yes
10356,59,R&D,Travel_Rarely,38.8,4,Married,7000.0,3,No,30.0,26.1,1.0,4,1.0,3,No
10430,48,R&D,Travel_Rarely,24.6,3,Single,6720.0,2,Yes,25.8,19.5,2.0,4,1.0,3,No
10520,43,Sales,Travel_Frequently,11.0,3,Single,,4,No,18.7,10.2,2.0,1,3.0,1,No
10363,28,R&D,Travel_Frequently,12.8,2,Married,2900.0,5,No,9.1,4.5,1.0,1,2.0,1,Yes
10595,32,Sales,Travel_Rarely,3.9,4,Married,4050.0,1,No,10.6,10.4,3.0,4,3.0,3,Yes
10358,55,R&D,Travel_Rarely,4.5,5,Married,7590.0,4,Yes,34.7,28.5,3.0,2,1.0,3,No
10134,42,Sales,Travel_Frequently,9.5,3,Single,4330.0,7,Yes,15.4,3.9,3.0,2,1.0,2,Yes
10830,21,R&D,Travel_Rarely,11.4,2,Married,2320.0,3,No,0.0,0.1,1.0,3,3.0,3,Yes
10312,46,R&D,Travel_Frequently,20.7,4,Single,4520.0,1,No,15.9,12.0,2.0,2,1.0,3,No
10622,39,Sales,Travel_Frequently,19.2,3,Single,3850.0,5,No,12.8,5.0,1.0,1,1.0,1,Yes
10465,20,R&D,Travel_Rarely,4.4,2,Single,2510.0,2,No,0.0,0.0,1.0,2,3.0,3,Yes
10994,37,HR,Travel_Rarely,8.7,1,Divorced,4840.0,3,No,14.3,9.7,4.0,4,4.0,3,No
10001,23,Sales,Travel_Rarely,3.0,4,Married,2520.0,3,No,4.1,2.5,,1,2.0,3,No
10317,49,Sales,Travel_Frequently,17.0,1,Married,,2,No,25.6,20.7,1.0,4,4.0,3,No
10723,53,R&D,Travel_Rarely,10.6,3,Married,6490.0,4,No,28.8,18.5,4.0,1,1.0,3,No
10560,54,Sales,Travel_Frequently,7.2,2,Single,6490.0,4,No,30.7,18.9,2.0,3,4.0,3,No
10372,46,Sales,Travel_Rarely,1.0,4,Single,4830.0,4,No,15.9,11.3,3.0,4,1.0,3,No
10545,53,Sales,Travel_Rarely,6.7,5,Married,5640.0,3,No,18.0,11.4,1.0,2,4.0,3,No
10850,44,HR,Travel_Rarely,17.3,1,Married,4570.0,4,No,15.9,9.4,2.0,4,3.0,3,No
10395,48,R&D,Travel_Frequently,186.7,5,Married,6990.0,3,Yes,26.0,12.9,3.0,1,3.0,3,Yes
10173,50,Sales,Travel_Rarely,10.7,3,Married,,3,No,30.2,19.6,4.0,3,2.0,2,No
10126,42,HR,Travel_Frequently,27.0,1,Married,4000.0,6,Yes,14.4,7.2,2.0,1,4.0,2,Yes
10899,22,R&D,Non-Travel,24.7,2,Married,1980.0,3,No,3.5,2.7,1.0,2,3.0,4,Yes
10579,55,Sales,Travel_Frequently,3.7,3,Married,6640.0,2,No,28.4,21.8,3.0,1,1.0,3,No
10949,57,Sales,Travel_Rarely,2.6,4,Single,7430.0,3,No,27.9,21.0,1.0,1,2.0,3,No
10921,54,HR,Travel_Frequently,13.2,2,Single,7010.0,2,No,29.6,26.0,1.0,1,3.0,3,No
10091,37,HR,Travel_Rarely,9.1,2,Married,4140.0,3,No,14.2,8.2,2.0,2,2.0,3,Yes
10971,31,Sales,Travel_Rarely,15.4,2,Married,3110.0,5,No,8.4,4.4,1.0,4,2.0,3,Yes
10182,26,R&D,Travel_Rarely,7.5,3,Single,3090.0,3,No,4.8,4.1,4.0,1,2.0,3,No
10364,55,Sales,Travel_Rarely,2.3,2,Single,7180.0,1,No,29.9,27.9,4.0,2,3.0,3,No
10275,36,R&D,Travel_Frequently,14.0,4,Single,3640.0,5,Yes,8.9,1.5,4.0,3,3.0,2,No
10913,35,Sales,Travel_Frequently,10.8,5,Married,4910.0,21,Yes,13.9,8.1,1.0,3,,3,No
10070,38,Sales,Non-Travel,10.9,5,Married,4260.0,3,No,15.6,12.2,1.0,4,1.0,3,No
10292,30,R&D,Travel_Rarely,6.4,3,Married,3600.0,2,Yes,6.7,5.0,2.0,2,1.0,2,Yes
10132,42,R&D,Travel_Frequently,6.4,3,Single,5040.0,2,No,18.3,11.7,2.0,4,1.0,3,No
10301,34,HR,Travel_Frequently,139.8,3,Divorced,3920.0,5,Yes,10.8,6.2,1.0,2,3.0,3,Yes
10448,58,Sales,Travel_Rarely,22.5,1,Married,8020.0,1,No,36.0,29.8,1.0,3,3.0,3,No
10327,29,R&D,Travel_Frequently,8.9,2,Married,3890.0,4,Yes,9.2,5.2,2.0,1,3.0,3,No
10145,59,Sales,Travel_Rarely,40.9,3,Single,8110.0,2,No,32.6,24.1,2.0,1,4.0,3,No
10552,35,HR,Non-Travel,24.1,3,Single,4020.0,4,Yes,12.4,8.4,1.0,4,3.0,3,Yes
10596,52,R&D,Travel_Rarely,8.4,2,Married,6580.0,1,No,25.3,19.6,1.0,4,4.0,3,No
10656,41,HR,Travel_Rarely,11.1,2,Single,3370.0,4,No,12.8,7.4,3.0,2,1.0,2,Yes
10136,32,Sales,Travel_Rarely,12.9,5,Divorced,3710.0,2,No,8.4,4.4,2.0,3,3.0,1,Yes
10431,23,Sales,Travel_Rarely,1.0,1,Single,3050.0,1,No,3.7,2.8,1.0,4,3.0,4,No
10165,36,Sales,Travel_Rarely,9.7,4,Married,4020.0,4,No,12.1,8.2,4.0,4,4.0,3,No
10029,41,R&D,Travel_Rarely,8.7,2,Single,4900.0,2,No,19.6,12.5,3.0,2,3.0,3,No
10588,23,HR,Travel_Rarely,4.2,3,Single,2870.0,2,No,3.5,4.2,2.0,3,1.0,3,Yes
10194,34,R&D,Travel_Rarely,7.0,5,Married,3830.0,2,Yes,9.6,8.0,1.0,3,2.0,3,No
10791,23,R&D,Travel_Frequently,20.7,4,Married,2290.0,3,No,0.8,1.5,4.0,1,2.0,2,Yes
10653,28,R&D,Travel_Rarely,12.4,4,Married,3120.0,4,Yes,6.5,1.7,1.0,4,4.0,3,No
10170,20,HR,Travel_Frequently,1.9,4,Married,2510.0,3,Yes,1.6,1.0,1.0,3,4.0,4,No
10514,52,Sales,Travel_Rarely,3.1,1,Single,7230.0,3,No,33.9,23.9,4.0,3,1.0,2,No
10141,59,R&D,Non-Travel,4.2,4,Divorced,8250.0,1,Yes,34.9,32.1,,1,1.0,2,No
10174,48,Sales,Travel_Rarely,1.7,3,Married,5730.0,4,No,24.6,12.0,4.0,2,4.0,3,No
10007,23,Sales,Travel_Rarely,8.3,1,Married,2330.0,2,No,0.2,0.2,1.0,1,4.0,3,No
10657,50,R&D,Travel_Rarely,4.5,4,Divorced,5140.0,4,No,18.7,8.0,1.0,1,1.0,3,No
10965,57,HR,Travel_Frequently,5.9,4,Divorced,6780.0,4,No,32.0,13.6,4.0,2,1.0,2,No
10074,25,Sales,Travel_Frequently,4.0,4,Single,2710.0,4,No,2.8,1.0,2.0,3,1.0,3,Yes
10765,34,R&D,Non-Travel,13.7,5,Married,3800.0,4,No,10.0,5.3,4.0,2,4.0,4,No
10654,52,HR,Non-Travel,2.0,3,Single,5240.0,3,No,21.5,15.6,4.0,4,2.0,3,No
10239,32,Sales,Non-Travel,12.3,2,Single,2930.0,4,No,6.5,2.7,3.0,1,2.0,3,Yes
10146,54,R&D,Non-Travel,4.2,1,Married,7420.0,3,No,34.1,17.7,4.0,1,2.0,3,No
10809,35,Sales,Non-Travel,8.7,5,Married,3030.0,5,No,6.5,2.9,3.0,2,2.0,2,No
10235,39,Sales,Travel_Frequently,15.1,3,Married,3160.0,1,Yes,10.0,8.7,1.0,3,3.0,3,No
10221,25,Sales,Travel_Rarely,8.3,4,Single,2000.0,2,No,1.8,2.0,1.0,1,,3,Yes
10501,24,Sales,Travel_Frequently,4.2,5,Married,2470.0,2,No,2.7,2.7,2.0,2,1.0,3,Yes
10674,23,Sales,Travel_Rarely,26.1,3,Single,2020.0,4,No,3.2,2.6,3.0,2,2.0,4,Yes
10133,23,Sales,Non-Travel,5.6,2,Married,2480.0,4,No,1.6,0.3,1.0,3,2.0,2,Yes
10812,55,Sales,Non-Travel,9.6,2,Married,6860.0,5,No,32.3,10.8,4.0,2,1.0,3,No
10434,25,Sales,Travel_Frequently,19.3,3,Married,2090.0,6,No,1.3,0.0,,1,,3,Yes
10671,58,Sales,Travel_Rarely,1.9,5,Single,6670.0,5,No,28.9,4.4,1.0,3,2.0,4,No
10186,37,HR,Travel_Rarely,3.9,4,Married,4540.0,1,No,12.6,10.2,1.0,3,,2,No
10042,50,Sales,Travel_Frequently,3.8,2,Single,5410.0,3,No,23.7,13.0,2.0,2,2.0,3,No
10626,29,Sales,Non-Travel,12.4,5,Married,3510.0,8,No,8.6,3.8,3.0,3,2.0,4,Yes
10109,38,Sales,Travel_Rarely,33.6,1,Single,4040.0,4,No,17.2,8.0,4.0,4,2.0,3,No
10604,25,Sales,Travel_Rarely,14.3,2,Married,2640.0,3,No,5.2,4.5,1.0,3,4.0,3,No
10057,41,R&D,Travel_Rarely,17.5,3,Divorced,4230.0,4,No,14.0,8.4,2.0,3,2.0,3,No
10429,21,Sales,Non-Travel,21.6,1,Married,2400.0,4,No,0.0,0.0,3.0,3,1.0,3,Yes
10469,27,R&D,Travel_Frequently,26.7,3,Single,3790.0,3,Yes,7.1,6.4,4.0,1,,3,Yes
10577,57,Sales,Travel_Frequently,20.4,4,Married,6420.0,2,No,29.6,26.4,3.0,2,,4,No
10878,49,R&D,Travel_Rarely,2.3,5,Single,6400.0,2,No,28.8,22.5,3.0,2,4.0,3,No
10025,51,R&D,Travel_Rarely,7.1,2,Married,5820.0,3,Yes,21.3,8.7,1.0,3,3.0,3,No
10441,58,R&D,Travel_Rarely,30.9,2,Single,6630.0,6,No,26.0,7.6,4.0,2,4.0,3,No
10883,37,Sales,Travel_Rarely,4.4,1,Single,3670.0,1,No,10.8,9.8,1.0,4,4.0,3,No
10544,26,R&D,Travel_Rarely,23.2,2,Divorced,2420.0,1,Yes,5.6,4.4,1.0,2,2.0,3,No
10634,35,R&D,Travel_Frequently,16.3,5,Single,4300.0,6,No,14.6,7.8,2.0,4,1.0,3,Yes
10831,29,R&D,Travel_Rarely,14.9,3,Married,3490.0,2,No,8.9,7.7,4.0,4,3.0,4,No
10945,25,Sales,Travel_Frequently,14.9,4,Married,2140.0,3,No,2.1,2.2,2.0,2,2.0,2,Yes
10339,28,Sales,Travel_Rarely,13.4,3,Married,3370.0,1,No,5.3,4.6,1.0,4,3.0,2,Yes
10052,27,R&D,Travel_Rarely,14.6,5,Divorced,2980.0,4,No,5.4,1.8,2.0,3,4.0,1,Yes
10384,29,R&D,Travel_Rarely,38.3,4,Married,3410.0,2,No,4.8,4.8,1.0,4,4.0,3,No
10528,25,Sales,Non-Travel,17.7,3,Single,3080.0,2,Yes,2.6,1.4,1.0,2,3.0,3,No
10939,38,R&D,Travel_Frequently,25.6,2,Single,4140.0,4,Yes,16.6,10.0,4.0,4,3.0,3,No
10888,27,HR,Travel_Rarely,3.8,5,Married,2830.0,4,No,4.0,1.5,3.0,4,3.0,2,Yes
10265,59,Sales,Travel_Rarely,26.7,4,Single,8490.0,2,No,39.4,33.4,4.0,1,2.0,1,No
10550,47,R&D,Non-Travel,4.8,2,Single,5310.0,3,No,19.8,16.9,4.0,4,,4,No
10914,59,R&D,Travel_Rarely,24.4,5,Single,8620.0,5,Yes,40.5,23.9,4.0,1,3.0,1,No
10698,43,R&D,Travel_Frequently,9.2,4,Married,4790.0,5,No,18.6,7.2,1.0,4,2.0,1,No
10396,54,R&D,Travel_Frequently,6.3,5,Single,7300.0,2,Yes,31.3,19.4,2.0,4,3.0,4,No
10530,56,R&D,Travel_Rarely,28.1,4,Single,6410.0,3,No,25.4,16.2,2.0,1,2.0,4,No
10869,37,Sales,Travel_Frequently,2.4,5,Married,22757.078056763377,3,Yes,11.7,10.9,2.0,1,4.0,2,Yes
10019,53,HR,Travel_Rarely,29.2,4,Divorced,5520.0,2,Yes,19.4,15.4,4.0,1,4.0,2,No
10732,36,R&D,Travel_Rarely,7.6,3,Single,4510.0,1,No,12.0,8.5,1.0,3,2.0,4,Yes
10679,40,Sales,Non-Travel,9.8,5,Single,4640.0,0,No,14.2,13.9,1.0,1,3.0,3,No
10582,53,Sales,Travel_Rarely,9.9,5,Single,8570.0,0,Yes,32.8,31.6,4.0,3,1.0,2,No
10977,23,HR,Travel_Frequently,7.0,3,Married,1920.0,5,No,0.8,0.7,1.0,1,2.0,3,Yes
10368,32,R&D,Travel_Frequently,12.8,5,Single,4640.0,4,Yes,13.4,7.6,3.0,2,1.0,3,Yes
10084,53,R&D,Travel_Frequently,25.2,5,Married,6870.0,3,Yes,24.9,19.7,2.0,2,3.0,4,No
10062,49,Sales,Travel_Rarely,17.7,1,Single,,3,No,16.1,11.4,1.0,2,2.0,3,No
10842,46,HR,Non-Travel,11.1,2,Single,5850.0,6,No,22.7,3.5,3.0,3,4.0,3,No
10273,26,R&D,Travel_Frequently,4.2,5,Married,2690.0,2,No,4.7,3.6,4.0,3,2.0,1,Yes
10286,57,R&D,Travel_Rarely,8.8,4,Divorced,6420.0,2,Yes,26.4,21.9,3.0,1,4.0,3,No
10361,53,Sales,Travel_Frequently,10.4,2,Married,6510.0,4,Yes,26.4,13.0,1.0,4,2.0,3,No
10355,58,Sales,Travel_Rarely,3.3,3,Single,,2,No,26.3,20.5,3.0,1,1.0,4,No
10482,53,R&D,Travel_Rarely,14.0,3,Married,6870.0,4,No,30.7,15.4,3.0,3,4.0,3,No
10279,22,Sales,Travel_Frequently,5.9,4,Married,2010.0,4,Yes,0.6,0.4,3.0,3,2.0,2,Yes
10013,49,R&D,Non-Travel,12.6,4,Divorced,4590.0,0,No,18.0,12.5,2.0,3,1.0,2,No
10183,39,Sales,Travel_Rarely,11.2,5,Married,3190.0,2,No,7.9,6.1,4.0,1,2.0,1,No
10369,20,Sales,Travel_Frequently,8.0,2,Married,1800.0,4,No,0.0,0.2,1.0,1,1.0,2,Yes
10600,45,Sales,Non-Travel,18.0,5,Single,4700.0,1,No,15.0,14.1,4.0,1,1.0,2,No
10631,49,R&D,Travel_Frequently,10.0,2,Married,6680.0,1,Yes,29.3,27.7,2.0,4,1.0,3,No
10224,28,R&D,Non-Travel,9.2,1,Single,3810.0,3,No,9.7,6.2,2.0,1,3.0,3,No
10972,36,R&D,Travel_Rarely,13.4,3,Divorced,3850.0,2,Yes,12.3,8.7,1.0,4,4.0,4,Yes
10715,56,R&D,Travel_Frequently,12.0,5,Single,,6,No,26.0,5.7,3.0,4,4.0,4,No
10778,24,R&D,Travel_Rarely,4.4,4,Married,2820.0,5,No,2.4,0.1,4.0,3,2.0,4,Yes
10558,55,Sales,Travel_Frequently,5.8,3,Married,5870.0,4,No,22.8,10.8,,1,2.0,1,No
10466,58,Sales,Travel_Frequently,21.0,1,Married,6110.0,1,Yes,28.3,18.8,4.0,2,4.0,3,No
10598,51,Sales,Non-Travel,7.5,2,Married,6800.0,2,No,26.0,23.1,1.0,2,2.0,3,No
10708,42,R&D,Non-Travel,5.6,2,Single,4180.0,3,No,14.9,10.1,1.0,2,1.0,3,No
10177,48,Sales,Travel_Frequently,4.4,4,Married,5860.0,1,No,24.4,18.4,3.0,1,2.0,4,No
