flight_id,month,day_of_week,dep_hour,airline,dep_airport,arr_airport,distance_km,weather_index,dep_congestion,arr_congestion,airline_reliability,is_rush_hour,is_weekend,is_peak_season,prev_delay_factor,is_delayed
10799,4,5,8,ESR,ICN,USN,377,0.5003,0.9,0.25,0.6,1,1,0,0.1289,1
10853,12,0,21,AAR,ICN,PUS,325,0.4165,0.9,0.6,0.8,1,0,1,0.4713,1
11255,8,5,16,KAL,ICN,KWJ,263,0.3047,0.9,0.3,0.85,0,1,1,0.2243,0
10429,1,2,14,TWB,ICN,KWJ,263,0.3801,0.9,0.3,0.68,0,0,1,0.1037,0
10059,9,0,12,KAL,ICN,USN,377,0.408,0.9,0.25,0.85,0,0,0,0.3364,0
10336,10,3,22,TWB,TAE,CJU,295,0.2466,0.35,0.55,0.68,0,0,0,0.1641,0
10326,3,6,16,KAL,TAE,CJJ,230,0.3957,0.35,0.3,0.85,0,1,0,0.2672,0
10240,8,0,8,JJA,PUS,TAE,371,0.3913,0.6,0.35,0.72,1,0,1,0.3627,1
10997,7,2,11,JJA,ICN,TAE,240,0.4163,,0.35,0.72,0,0,1,0.2137,0
10743,8,5,13,JJA,TAE,ICN,240,0.4226,0.35,0.9,0.72,0,1,1,0.1087,1
10028,10,5,6,AAR,GMP,PUS,328,0.3606,0.85,0.6,0.8,0,1,0,0.5234,0
10867,10,3,13,ESR,CJU,PUS,200,0.3211,0.55,0.6,0.6,0,0,0,0.0657,0
10127,1,3,12,KAL,GMP,CJU,453,0.44,0.85,0.55,0.85,0,0,1,0.5472,1
10284,6,6,19,JJA,TAE,PUS,364,0.7417,0.35,0.6,0.72,1,1,0,0.3657,0
11075,6,2,13,KAL,ICN,TAE,240,0.6066,0.9,0.35,0.85,0,0,0,0.1949,0
10737,9,5,11,ESR,CJU,TAE,295,0.2995,0.55,0.35,0.6,0,1,0,0.2401,0
11246,12,1,18,ESR,ICN,CJJ,195,0.7167,0.9,0.3,0.6,1,0,1,0.4377,1
10801,1,2,7,JJA,GMP,KWJ,258,0.6287,0.85,0.3,0.72,1,0,1,0.2951,1
10655,7,5,22,AAR,KWJ,CJU,498,0.5116,0.3,0.55,0.8,0,1,1,0.164,1
10091,6,5,21,ESR,CJU,ICN,467,0.5048,0.55,0.9,0.6,1,1,0,0.286,1
11094,5,1,17,KAL,YNY,USN,217,,0.2,0.25,0.85,0,0,0,0.527,0
10751,12,6,14,AAR,ICN,PUS,325,0.3422,0.9,0.6,0.8,0,1,1,0.1656,0
10263,4,4,22,TWB,ICN,KWJ,263,0.2741,0.9,0.3,0.68,0,0,0,0.1249,0
11168,5,3,19,JJA,YNY,GMP,300,0.7516,0.2,0.85,0.72,1,0,0,0.2125,1
10326,3,6,16,KAL,TAE,CJJ,230,0.3957,0.35,0.3,0.85,0,1,0,0.2672,0
10149,10,3,10,KAL,GMP,KWJ,258,0.5184,0.85,0.3,0.85,0,0,0,0.1561,1
10530,12,0,20,KAL,GMP,ICN,262,0.4401,0.85,0.9,0.85,1,0,1,0.0988,1
10492,11,0,17,KAL,GMP,CJJ,268,0.2387,0.85,0.3,0.85,0,0,0,0.1278,0
10079,7,1,12,ESR,ICN,PUS,325,0.316,0.9,0.6,0.6,0,0,1,0.1572,1
10588,2,3,9,AAR,PUS,KWJ,205,0.5394,,0.3,0.8,1,0,0,0.2202,0
10811,1,5,22,JJA,CJU,GMP,453,0.4294,0.55,0.85,0.72,0,1,1,0.2714,1
10036,1,1,8,ESR,PUS,USN,487,0.3477,0.6,0.25,0.6,1,0,1,0.465,1
11235,8,2,9,KAL,USN,TAE,333,0.3792,0.25,0.35,0.85,1,0,1,0.366,1
10410,1,4,10,JJA,GMP,CJU,453,,0.85,0.55,0.72,0,0,1,0.4247,1
10905,6,2,21,JJA,PUS,KWJ,205,0.6381,0.6,0.3,0.72,1,0,0,0.1959,0
10007,2,2,18,AAR,TAE,ICN,240,0.2993,0.35,0.9,0.8,1,0,0,0.0894,0
10542,1,1,9,KAL,GMP,PUS,328,0.3686,0.85,0.6,0.85,1,0,1,0.3078,1
10676,9,3,14,JJA,CJJ,PUS,400,0.254,0.3,0.6,0.72,0,0,0,0.2991,0
10948,2,3,16,KAL,PUS,USN,246,0.4903,0.6,0.25,0.85,0,0,0,0.5183,1
10384,3,6,10,AAR,KWJ,CJJ,437,0.616,0.3,0.3,0.8,0,1,0,0.1581,0
11207,7,5,18,KAL,CJU,USN,366,0.861,0.55,0.25,0.85,1,1,1,0.1258,1
10217,1,6,16,KAL,ICN,KWJ,263,0.4566,0.9,0.3,0.85,0,1,1,0.478,1
10779,4,0,12,JJA,GMP,ICN,499,0.2583,0.85,0.9,0.72,0,0,0,0.657,0
11291,3,1,18,KAL,GMP,KWJ,258,0.211,0.85,0.3,0.85,1,0,0,0.3822,0
11332,9,0,14,JJA,ICN,KWJ,263,0.4928,0.9,0.3,0.72,0,0,0,0.3052,0
10203,6,3,20,KAL,ICN,USN,377,0.4302,0.9,0.25,0.85,1,0,0,0.269,0
10939,6,6,7,JJA,CJU,ICN,467,0.5548,0.55,0.9,0.72,1,1,0,0.4461,0
10485,6,2,16,JJA,ICN,GMP,389,0.3674,0.9,0.85,0.72,0,0,0,0.2868,1
10828,11,3,7,TWB,ICN,PUS,325,0.1414,0.9,0.6,0.68,1,0,0,0.1833,0
11158,11,4,6,AAR,PUS,CJU,200,0.1801,0.6,0.55,0.8,0,0,0,0.192,0
10009,3,0,18,AAR,GMP,USN,236,0.2228,0.85,0.25,0.8,1,0,0,0.4321,0
10242,8,2,21,TWB,GMP,CJU,453,0.4355,0.85,0.55,0.68,1,0,1,0.4937,0
11115,3,3,12,AAR,GMP,YNY,225,0.2232,0.85,0.2,0.8,0,0,0,0.1112,0
10672,8,4,10,TWB,ICN,PUS,325,0.4207,0.9,0.6,0.68,0,0,1,0.3162,1
10404,12,2,13,JJA,CJU,GMP,453,0.725,0.55,0.85,0.72,0,0,1,0.2652,1
10700,2,4,18,KAL,ICN,YNY,198,0.5712,0.9,0.2,0.85,1,0,0,0.4899,0
11321,2,5,8,JJA,PUS,ICN,325,0.5279,0.6,0.9,0.72,1,1,0,0.398,0
10650,11,1,19,JJA,CJU,YNY,440,0.2992,0.55,0.2,0.72,1,0,0,0.2662,0
10781,11,5,19,KAL,ICN,GMP,427,0.6309,0.9,0.85,0.85,1,1,0,0.3638,1
10276,6,6,13,ESR,ICN,CJU,467,,0.9,0.55,0.6,0,1,0,0.4375,0
10861,12,4,7,KAL,ICN,CJU,467,0.5709,0.9,0.55,0.85,1,0,1,0.4829,1
10944,6,5,14,JJA,TAE,CJU,295,0.7984,0.35,0.55,0.72,0,1,0,0.206,1
11213,6,4,9,KAL,KWJ,PUS,205,0.6966,0.3,0.6,0.85,1,0,0,0.3364,1
10576,5,0,21,AAR,GMP,PUS,328,0.1713,0.85,0.6,0.8,1,0,0,0.4927,1
10402,10,6,8,KAL,PUS,CJU,200,,0.6,0.55,0.85,1,1,0,0.3153,1
10063,5,1,12,AAR,ICN,TAE,240,0.449,0.9,0.35,0.8,0,0,0,0.5256,1
10642,11,3,11,TWB,ICN,YNY,198,0.1827,0.9,0.2,0.68,0,0,0,0.0926,0
10316,8,2,13,KAL,ICN,KWJ,263,0.575,0.9,0.3,0.85,0,0,1,0.0543,0
10831,3,4,12,ESR,CJU,CJJ,381,0.4368,0.55,0.3,0.6,0,0,0,0.4886,1
11221,8,5,21,JJA,USN,PUS,315,0.5363,0.25,0.6,0.72,1,1,1,0.181,1
10900,8,2,16,KAL,ICN,PUS,325,0.3638,,0.6,0.85,0,0,1,0.1724,0
10805,9,4,6,JJA,KWJ,ICN,263,0.241,0.3,0.9,0.72,0,0,0,0.2862,0
10738,5,4,17,KAL,CJU,PUS,200,0.4299,0.55,0.6,0.85,0,0,0,0.0603,0
11173,5,1,20,KAL,ICN,YNY,198,0.4412,0.9,0.2,0.85,1,0,0,0.1838,0
10496,5,4,8,KAL,GMP,CJU,453,0.1724,0.85,0.55,0.85,1,0,0,0.1002,0
10155,6,4,18,ESR,GMP,TAE,228,0.3656,0.85,0.35,0.6,1,0,0,0.715,1
10560,11,6,12,KAL,GMP,ICN,311,0.201,0.85,0.9,0.85,0,1,0,0.0551,0
10673,8,4,11,KAL,ICN,CJJ,195,0.4879,0.9,0.3,0.85,0,0,1,0.3602,1
11150,11,6,9,JJA,PUS,ICN,325,0.1495,0.6,0.9,0.72,1,1,0,0.2859,0
10189,3,4,8,AAR,ICN,YNY,198,0.2038,0.9,0.2,0.8,1,0,0,0.1193,0
10190,4,4,9,ESR,USN,TAE,458,0.4113,,0.35,0.6,1,0,0,0.3592,0
10405,6,4,17,TWB,USN,KWJ,286,0.5201,0.25,0.3,0.68,0,0,0,0.0992,0
11232,9,3,7,KAL,TAE,PUS,217,0.1876,0.35,0.6,0.85,1,0,0,0.6906,0
10712,7,3,22,KAL,GMP,PUS,328,0.3604,0.85,0.6,0.85,0,0,1,0.1925,0
10810,12,2,11,JJA,KWJ,YNY,352,0.769,0.3,0.2,0.72,0,0,1,0.2717,1
11271,5,5,14,ESR,YNY,CJU,310,0.3493,0.2,0.55,0.6,0,1,0,0.3996,1
11325,11,6,13,AAR,CJU,GMP,453,0.2232,0.55,0.85,0.8,0,1,0,0.2018,0
10042,10,3,7,AAR,PUS,ICN,325,0.4822,0.6,0.9,0.8,1,0,0,,0
11028,4,0,14,JJA,ICN,TAE,240,0.6356,0.9,0.35,0.72,0,0,0,0.0505,1
10100,2,0,12,AAR,GMP,ICN,333,,0.85,0.9,0.8,0,0,0,0.4013,1
11005,2,2,22,AAR,ICN,GMP,410,0.6437,0.9,0.85,0.8,0,0,0,0.0213,0
10719,3,2,7,TWB,ICN,USN,377,0.2551,0.9,0.25,0.68,1,0,0,0.3677,1
10180,7,6,22,AAR,ICN,TAE,240,0.3721,0.9,0.35,0.8,0,1,1,0.29,0
11114,4,4,13,TWB,ICN,CJU,467,0.42,0.9,0.55,0.68,0,0,0,0.155,1
10670,2,3,8,TWB,GMP,ICN,246,0.3416,0.85,0.9,0.68,1,0,0,0.4221,0
10209,4,6,8,ESR,PUS,USN,302,0.4396,0.6,0.25,0.6,1,1,0,0.1199,0
10084,10,3,20,AAR,ICN,CJJ,195,0.3742,0.9,0.3,0.8,1,0,0,0.2599,0
10767,8,6,15,KAL,GMP,KWJ,258,0.7372,0.85,0.3,0.85,0,1,1,0.3755,1
10251,3,2,6,KAL,GMP,ICN,455,0.3678,0.85,0.9,0.85,0,0,0,0.1643,0
10077,4,4,14,KAL,GMP,USN,213,0.1691,0.85,0.25,0.85,0,0,0,0.4871,0
10229,7,0,9,JJA,ICN,USN,377,0.5081,0.9,0.25,0.72,1,0,1,0.324,1
10731,9,5,10,TWB,ICN,USN,377,0.2485,0.9,0.25,0.68,0,1,0,0.4246,0
11045,9,3,10,AAR,GMP,TAE,228,0.5119,0.85,0.35,0.8,0,0,0,0.1892,1
10967,8,0,16,TWB,ICN,PUS,325,0.572,0.9,0.6,0.68,0,0,1,0.1631,0
10454,1,1,19,AAR,CJJ,KWJ,420,,0.3,0.3,0.8,1,0,1,0.1499,1
10787,1,3,11,TWB,ICN,YNY,198,,0.9,0.2,0.68,0,0,1,0.2171,0
10808,2,4,19,AAR,PUS,YNY,369,0.4008,0.6,0.2,0.8,1,0,0,0.426,1
10517,11,0,6,AAR,PUS,USN,247,0.1365,0.6,0.25,0.8,0,0,0,0.0753,1
10675,8,0,17,TWB,PUS,YNY,488,0.5591,0.6,0.2,0.68,0,0,1,0.044,1
10921,11,2,22,AAR,GMP,ICN,341,0.3079,0.85,0.9,0.8,0,0,0,0.2335,1
11245,11,2,8,KAL,GMP,USN,419,0.2438,0.85,0.25,0.85,1,0,0,0.4377,0
10919,4,0,13,KAL,GMP,CJU,453,0.4421,0.85,0.55,0.85,0,0,0,0.4275,1
11193,3,6,13,KAL,ICN,USN,377,0.1862,0.9,0.25,0.85,0,1,0,0.339,0
11136,1,2,18,ESR,GMP,USN,285,0.6895,0.85,0.25,0.6,1,0,1,0.5855,1
10640,12,6,20,AAR,GMP,PUS,328,0.4246,0.85,0.6,0.8,1,1,1,0.3395,0
10854,3,2,18,AAR,GMP,ICN,406,0.1343,0.85,0.9,0.8,1,0,0,0.2117,0
10732,6,0,19,TWB,PUS,TAE,323,0.349,0.6,0.35,0.68,1,0,0,0.3253,0
11153,6,5,7,AAR,PUS,ICN,325,0.5926,0.6,0.9,0.8,1,1,0,0.4392,1
10814,4,6,8,AAR,ICN,PUS,325,0.2483,0.9,0.6,0.8,1,1,0,0.177,1
10201,5,1,14,KAL,GMP,CJU,453,0.2011,0.85,0.55,0.85,0,0,0,0.2182,0
10350,2,6,18,AAR,CJU,USN,297,0.4777,0.55,0.25,0.8,1,1,0,0.1515,1
11034,4,2,21,KAL,TAE,PUS,439,0.147,0.35,0.6,0.85,1,0,0,0.2119,0
10786,8,4,6,KAL,GMP,USN,239,0.5412,0.85,0.25,0.85,0,0,1,0.2038,0
11087,10,4,9,KAL,GMP,PUS,328,0.3155,0.85,0.6,0.85,1,0,0,0.1678,0
11159,5,2,11,KAL,GMP,PUS,328,0.2395,0.85,0.6,0.85,0,0,0,0.3058,0
11299,7,6,18,TWB,ICN,GMP,330,0.3779,0.9,0.85,0.68,1,1,1,0.1448,1
10481,4,2,9,KAL,ICN,CJU,467,0.2324,0.9,0.55,0.85,1,0,0,0.2505,0
10746,5,5,18,KAL,CJJ,KWJ,272,0.3111,0.3,0.3,0.85,1,1,0,0.1394,0
10547,6,4,19,JJA,TAE,YNY,389,0.3378,0.35,0.2,0.72,1,0,0,0.3038,0
10662,9,2,18,KAL,ICN,CJU,467,0.2095,0.9,0.55,0.85,1,0,0,0.1477,0
11055,1,2,6,KAL,ICN,TAE,240,0.4058,0.9,0.35,0.85,0,0,1,0.4606,1
10356,12,6,14,TWB,CJJ,GMP,403,0.3356,0.3,0.85,0.68,0,1,1,0.3977,1
11133,10,1,19,KAL,ICN,CJJ,195,0.2386,0.9,0.3,0.85,1,0,0,0.1857,0
10925,3,1,20,TWB,PUS,CJJ,286,0.4134,0.6,0.3,0.68,1,0,0,,0
10574,1,3,12,ESR,TAE,KWJ,220,0.2976,0.35,0.3,0.6,0,0,1,0.3357,0
10212,9,1,7,KAL,GMP,KWJ,258,0.4182,0.85,0.3,0.85,1,0,0,0.4821,0
11350,8,0,13,AAR,ICN,GMP,443,0.4677,0.9,0.85,0.8,0,0,1,0.3473,0
10396,11,6,18,KAL,CJJ,PUS,324,0.4767,0.3,0.6,0.85,1,1,0,0.3006,1
10245,8,4,19,TWB,USN,ICN,377,0.4095,0.25,0.9,0.68,1,0,1,0.1563,0
11127,11,3,11,JJA,GMP,USN,247,0.2949,0.85,0.25,0.72,0,0,0,0.7243,0
10275,6,3,6,JJA,TAE,PUS,265,0.3708,0.35,0.6,0.72,0,0,0,0.2086,0
10206,4,1,20,AAR,CJU,TAE,295,0.5827,0.55,0.35,0.8,1,0,0,0.3376,0
10461,9,1,8,AAR,GMP,YNY,271,0.5451,0.85,0.2,0.8,1,0,0,0.5384,1
10287,2,1,18,KAL,KWJ,GMP,258,0.4864,0.3,0.85,0.85,1,0,0,0.3338,1
10946,2,5,14,AAR,CJU,PUS,200,0.556,0.55,0.6,0.8,0,1,0,,1
10580,2,6,18,KAL,ICN,PUS,325,0.4385,0.9,0.6,0.85,1,1,0,0.2737,0
10221,2,0,11,KAL,YNY,KWJ,336,0.4218,0.2,0.3,0.85,0,0,0,0.4993,1
10726,2,2,22,KAL,ICN,TAE,240,0.9044,0.9,0.35,0.85,0,0,0,0.5357,1
10035,11,2,13,KAL,ICN,TAE,240,0.1541,,0.35,0.85,0,0,0,0.363,0
10086,9,0,7,AAR,GMP,KWJ,258,0.2456,0.85,0.3,0.8,1,0,0,0.2104,0
10235,6,4,19,AAR,ICN,CJJ,195,0.6335,0.9,0.3,0.8,1,0,0,0.069,0
10157,2,6,15,ESR,ICN,CJU,467,0.422,0.9,0.55,0.6,0,1,0,0.3604,1
10332,5,0,10,AAR,ICN,PUS,325,0.3383,0.9,0.6,0.8,0,0,0,0.1755,0
10979,5,0,15,JJA,ICN,CJU,467,0.6461,0.9,0.55,0.72,0,0,0,0.1692,1
10423,10,2,14,AAR,CJU,USN,335,0.3474,0.55,0.25,0.8,0,0,0,0.1527,0
10561,7,0,13,AAR,ICN,CJJ,195,0.5202,0.9,0.3,0.8,0,0,1,0.2282,0
11349,9,0,11,KAL,PUS,ICN,325,0.3483,0.6,0.9,0.85,0,0,0,0.0979,0
10401,12,6,12,JJA,GMP,PUS,328,0.6965,0.85,0.6,0.72,0,1,1,0.3905,1
11037,11,6,12,AAR,ICN,YNY,198,0.2998,0.9,0.2,0.8,0,1,0,0.647,0
11048,8,2,22,TWB,PUS,ICN,325,0.6398,0.6,0.9,0.68,0,0,1,0.2058,0
10641,9,3,15,TWB,GMP,PUS,328,0.271,0.85,0.6,0.68,0,0,0,0.3839,1
11179,4,0,9,JJA,PUS,CJJ,486,0.3035,0.6,0.3,0.72,1,0,0,0.2385,0
10895,9,4,10,JJA,CJU,CJJ,462,0.323,0.55,0.3,0.72,0,0,0,0.3747,0
11267,1,6,19,JJA,ICN,CJJ,195,0.4376,0.9,0.3,0.72,1,1,1,0.1897,1
11022,1,5,15,AAR,ICN,CJJ,195,0.3702,0.9,0.3,0.8,0,1,1,0.0889,1
10964,3,0,22,KAL,GMP,ICN,267,0.147,0.85,0.9,0.85,0,0,0,0.0936,0
11239,4,6,18,AAR,GMP,USN,411,0.3982,0.85,0.25,0.8,1,1,0,0.226,0
11185,6,5,8,KAL,PUS,ICN,325,0.3609,0.6,0.9,0.85,1,1,0,0.1475,0
11247,11,3,6,JJA,CJJ,GMP,393,0.1372,0.3,0.85,0.72,0,0,0,0.1556,0
10265,12,0,18,KAL,GMP,CJJ,444,0.4015,0.85,0.3,0.85,1,0,1,0.1934,1
10538,2,2,22,JJA,TAE,PUS,397,0.3082,0.35,0.6,0.72,0,0,0,0.1222,0
10626,3,0,19,ESR,PUS,GMP,328,0.6785,0.6,0.85,0.6,1,0,0,0.1302,1
10394,8,0,10,KAL,PUS,GMP,328,0.5927,0.6,0.85,0.85,0,0,1,0.0939,0
10447,4,6,16,TWB,PUS,USN,249,0.2039,0.6,0.25,0.68,0,1,0,0.7243,1
10479,8,4,9,TWB,GMP,PUS,328,0.7387,0.85,0.6,0.68,1,0,1,0.3108,1
10054,6,2,17,AAR,KWJ,TAE,485,0.5975,,0.35,0.8,0,0,0,0.486,1
10820,12,6,21,KAL,ICN,USN,377,0.3751,0.9,0.25,0.85,1,1,1,0.1314,1
10348,12,1,18,AAR,TAE,YNY,458,0.4268,0.35,0.2,0.8,1,0,1,0.5108,0
10701,7,1,19,JJA,GMP,KWJ,258,0.2722,0.85,0.3,0.72,1,0,1,0.4533,1
10330,7,3,21,AAR,ICN,YNY,198,0.453,0.9,0.2,0.8,1,0,1,0.3768,1
10141,12,1,13,KAL,CJU,GMP,453,0.5117,0.55,0.85,0.85,0,0,1,0.6051,1
10914,12,3,7,KAL,YNY,CJU,374,0.5712,0.2,0.55,0.85,1,0,1,0.253,1
10324,11,5,9,KAL,ICN,GMP,309,0.1748,0.9,0.85,0.85,1,1,0,0.082,0
10987,8,3,7,TWB,GMP,CJU,453,0.3936,0.85,0.55,0.68,1,0,1,0.2574,1
10135,10,2,12,KAL,ICN,USN,377,0.5148,0.9,0.25,0.85,0,0,0,0.2321,0
10695,2,1,11,JJA,ICN,PUS,325,0.4317,0.9,0.6,0.72,0,0,0,0.1544,1
10931,7,5,13,AAR,ICN,CJJ,195,0.8345,0.9,0.3,0.8,0,1,1,0.299,1
10537,6,4,12,JJA,GMP,TAE,228,5.8837,0.85,0.35,0.72,0,0,0,0.2079,1
10364,11,5,8,JJA,CJU,YNY,315,0.4593,0.55,0.2,0.72,1,1,0,0.1662,1
10011,7,0,7,TWB,PUS,GMP,328,0.7046,0.6,0.85,0.68,1,0,1,0.1791,1
11315,11,1,10,AAR,PUS,YNY,397,0.1317,0.6,0.2,0.8,0,0,0,0.2156,0
11211,8,4,9,KAL,CJU,KWJ,243,0.3971,0.55,0.3,0.85,1,0,1,,1
10624,6,2,16,JJA,ICN,YNY,198,0.7243,0.9,0.2,0.72,0,0,0,0.0773,0
10936,12,5,14,TWB,GMP,ICN,414,,0.85,0.9,0.68,0,1,1,0.4026,0
10315,3,3,14,KAL,GMP,USN,367,0.2539,0.85,0.25,0.85,0,0,0,0.0204,0
11063,2,6,15,AAR,ICN,YNY,198,0.8937,0.9,0.2,0.8,0,1,0,0.256,1
10825,8,1,10,AAR,ICN,PUS,325,0.6362,0.9,0.6,0.8,0,0,1,0.2782,1
11204,10,1,6,JJA,GMP,KWJ,258,0.1733,0.85,0.3,0.72,0,0,0,0.4779,0
11024,11,2,22,ESR,ICN,PUS,325,0.2072,0.9,0.6,0.6,0,0,0,0.2492,1
10504,11,1,8,TWB,ICN,TAE,240,0.2222,0.9,0.35,0.68,1,0,0,0.0619,0
10832,3,1,7,JJA,ICN,KWJ,263,0.308,0.9,0.3,0.72,1,0,0,0.1307,0
10651,6,6,8,AAR,CJJ,USN,432,0.4092,0.3,0.25,0.8,1,1,0,0.2485,0
10105,10,4,8,KAL,GMP,TAE,228,0.2339,0.85,0.35,0.85,1,0,0,0.0687,0
10472,10,5,21,JJA,PUS,GMP,328,0.5459,0.6,0.85,0.72,1,1,0,0.4224,1
10371,5,0,13,ESR,PUS,USN,334,0.5029,0.6,0.25,0.6,0,0,0,0.3401,0
10943,11,1,21,KAL,CJU,CJJ,367,0.4864,0.55,0.3,0.85,1,0,0,0.4779,1
10827,9,0,8,AAR,CJU,USN,352,0.3027,0.55,0.25,0.8,1,0,0,0.4871,0
11135,8,2,8,AAR,ICN,KWJ,263,0.5906,,0.3,0.8,1,0,1,0.093,1
10126,7,2,20,JJA,GMP,CJJ,231,0.5372,0.85,0.3,0.72,1,0,1,0.4842,1
11080,11,1,13,JJA,GMP,CJU,453,0.4384,0.85,0.55,0.72,0,0,0,0.1975,0
10408,2,4,12,JJA,CJJ,KWJ,473,0.5279,0.3,0.3,0.72,0,0,0,0.3505,0
11268,5,0,10,JJA,GMP,CJU,453,,0.85,0.55,0.72,0,0,0,0.4058,1
10614,5,5,9,TWB,YNY,CJJ,471,0.444,0.2,0.3,0.68,1,1,0,0.0501,1
11342,2,4,17,JJA,ICN,TAE,240,0.5025,,0.35,0.72,0,0,0,0.2718,0
11337,8,1,17,AAR,ICN,GMP,207,0.3249,0.9,0.85,0.8,0,0,1,0.5413,1
11181,8,6,20,AAR,PUS,GMP,328,0.3397,0.6,0.85,0.8,1,1,1,0.379,1
11264,10,4,12,KAL,ICN,KWJ,263,0.4936,0.9,0.3,0.85,0,0,0,,0
11212,10,2,22,ESR,GMP,USN,349,0.2036,0.85,0.25,0.6,0,0,0,0.0742,1
10904,11,3,16,AAR,ICN,PUS,325,0.3746,0.9,0.6,0.8,0,0,0,0.2621,0
10140,6,3,22,TWB,KWJ,PUS,205,0.3437,0.3,0.6,0.68,0,0,0,0.3222,0
10300,1,5,17,KAL,CJU,KWJ,336,0.4544,0.55,0.3,0.85,0,1,1,0.2404,1
11007,11,2,8,KAL,ICN,CJU,467,0.4237,0.9,0.55,0.85,1,0,0,0.1961,0
11141,11,2,20,JJA,ICN,YNY,198,0.1648,0.9,0.2,0.72,1,0,0,0.3613,0
10474,6,6,11,TWB,ICN,PUS,325,0.704,0.9,0.6,0.68,0,1,0,0.091,0
10166,10,6,6,KAL,TAE,KWJ,305,0.1574,0.35,0.3,0.85,0,1,0,0.0935,0
11009,9,4,14,KAL,GMP,ICN,447,0.3582,0.85,0.9,0.85,0,0,0,0.1571,0
10852,10,0,14,KAL,PUS,CJJ,247,0.1826,0.6,0.3,0.85,0,0,0,0.1944,0
10227,10,3,16,TWB,ICN,USN,377,0.2841,0.9,0.25,0.68,0,0,0,0.3518,0
10419,4,0,6,AAR,ICN,TAE,240,0.3373,0.9,0.35,0.8,0,0,0,0.1613,1
11347,11,0,13,KAL,GMP,CJU,453,0.1348,0.85,0.55,0.85,0,0,0,0.0884,0
10181,12,0,6,JJA,CJU,ICN,467,1.0,0.55,0.9,0.72,0,0,1,0.341,1
10192,8,1,15,KAL,TAE,CJJ,275,0.3774,0.35,0.3,0.85,0,0,1,0.347,0
10349,3,2,8,KAL,GMP,CJJ,454,0.4768,0.85,0.3,0.85,1,0,0,0.5514,1
10307,4,5,16,AAR,ICN,CJU,467,0.4215,0.9,0.55,0.8,0,1,0,0.3864,0
10554,4,1,12,KAL,ICN,CJJ,195,0.3358,0.9,0.3,0.85,0,0,0,0.2135,0
11066,5,3,12,TWB,ICN,TAE,240,0.4217,0.9,0.35,0.68,0,0,0,0.1166,0
11219,10,2,7,KAL,ICN,TAE,240,0.4662,0.9,0.35,0.85,1,0,0,0.1398,1
10483,4,4,18,ESR,GMP,ICN,237,0.3834,0.85,0.9,0.6,1,0,0,0.1994,0
11123,4,2,15,JJA,GMP,PUS,328,0.2392,0.85,0.6,0.72,0,0,0,0.3599,0
11098,10,4,7,AAR,PUS,USN,310,0.3055,0.6,0.25,0.8,1,0,0,0.1842,0
10373,5,4,10,KAL,TAE,GMP,228,0.4483,0.35,0.85,0.85,0,0,0,0.0256,0
10924,2,3,13,ESR,GMP,ICN,209,0.636,0.85,0.9,0.6,0,0,0,0.1081,1
10903,3,1,8,JJA,TAE,GMP,228,0.3025,0.35,0.85,0.72,1,0,0,0.1697,1
10873,2,0,17,KAL,ICN,TAE,240,0.6238,0.9,0.35,0.85,0,0,0,0.2185,1
10513,11,5,11,AAR,CJU,USN,411,0.4397,0.55,0.25,0.8,0,1,0,0.2587,0
10321,4,5,11,KAL,GMP,PUS,328,0.332,0.85,0.6,0.85,0,1,0,0.1892,0
10994,6,5,11,AAR,ICN,KWJ,263,0.4307,0.9,0.3,0.8,0,1,0,0.5651,1
11198,12,4,6,TWB,ICN,GMP,458,0.3149,0.9,0.85,0.68,0,0,1,0.1063,1
10243,2,2,18,AAR,ICN,KWJ,263,0.3225,0.9,0.3,0.8,1,0,0,0.2509,0
10018,2,3,17,JJA,USN,GMP,267,6.4005,0.25,0.85,0.72,0,0,0,0.2696,0
10535,7,4,15,KAL,CJU,PUS,200,0.5291,0.55,0.6,0.85,0,0,1,0.4957,0
10431,2,0,12,AAR,ICN,TAE,240,,0.9,0.35,0.8,0,0,0,0.3158,1
10014,10,1,14,JJA,GMP,YNY,306,0.2736,0.85,0.2,0.72,0,0,0,0.2054,0
10898,1,1,15,KAL,CJU,ICN,467,0.5061,0.55,0.9,0.85,0,0,1,,1
11229,2,6,17,AAR,PUS,GMP,328,0.7416,0.6,0.85,0.8,0,1,0,0.3461,1
10791,2,4,7,JJA,ICN,CJJ,195,0.5046,0.9,0.3,0.72,1,0,0,0.0428,0
10988,4,5,21,TWB,PUS,CJU,200,0.2258,0.6,0.55,0.68,1,1,0,0.6722,0
10208,12,5,22,KAL,GMP,USN,387,0.6442,0.85,0.25,0.85,0,1,1,0.4473,1
10238,6,0,18,AAR,PUS,TAE,243,0.3229,0.6,0.35,0.8,1,0,0,0.449,0
10766,10,1,18,TWB,GMP,CJU,453,0.6892,0.85,0.55,0.68,1,0,0,0.3385,1
10346,4,4,21,AAR,PUS,KWJ,205,0.17,0.6,0.3,0.8,1,0,0,0.3083,1
10958,8,1,21,KAL,ICN,TAE,240,0.2951,0.9,0.35,0.85,1,0,1,0.2796,0
11001,10,3,8,KAL,ICN,USN,377,0.0852,0.9,0.25,0.85,1,0,0,0.7753,0
10341,8,5,12,JJA,CJU,GMP,453,0.5074,0.55,0.85,0.72,0,1,1,0.2416,1
